Species	Strain	Source_ID	Temp
Streptococcus pyogenes	CV 686 Schoenborn (SS 686, A871/14/2)	NCTC 10870	37
Streptococcus pyogenes	CV 265 Hansen (SS 733)	NCTC 10871	37
Streptococcus pyogenes	CV 581A Kingbird (SS 725)	NCTC 10872	37
Streptococcus pyogenes	R67/3281 Baker (SS 743, A963)	NCTC 10874	37
Streptococcus pyogenes	R67/3890 Ramkissoon (SS 790, A995)	NCTC 10875	37
Streptococcus pyogenes	R67/3884 L. McLean (SS 872, D315)	NCTC 10876	37
Streptococcus pyogenes	R68/2991 (Dillon D13-2853)	NCTC 10877	37
Streptococcus pyogenes	R69/2709 (SS 876, S, 2797)	NCTC 10878	37
Streptococcus pyogenes	R69/2714 (SS 875, 2998T)	NCTC 10879	37
Streptococcus pyogenes	R66/3489 (378)	NCTC 10880	37
Streptococcus pyogenes	SF 2 (Seetarum)	NCTC 10881	37
Mycobacterium abscessus	KH 63330	NCTC 10882	30
Suttonella indologenes	A121/70	NCTC 10883	37
Vibrio parahaemolyticus	Truro 70/116655	NCTC 10884	22
Vibrio parahaemolyticus	Truro 69/61527	NCTC 10885	22
Vibrio parahaemolyticus	Truro 72/103264	NCTC 10886	22
Listeria monocytogenes	Li 2755	NCTC 10887	37
Listeria monocytogenes	Li 2108	NCTC 10888	37
Listeria seeligeri	Li 2480	NCTC 10889	37
Listeria monocytogenes	Li 2482	NCTC 10890	37
Moraxella (branhamella) caviae	1	NCTC 10891	37
Moraxella (branhamella) caviae	4	NCTC 10892	37
Ralstonia mannitolilytica	King (A93/71)	NCTC 10893	37
Ralstonia mannitolilytica	Allen	NCTC 10894	37
Ralstonia mannitolilytica	Russell-Smith	NCTC 10895	37
Klebsiella pneumoniae	Bailey	NCTC 10896	37
Pseudomonas mendocina	CH 50	NCTC 10897	37
Pseudomonas mendocina	CH 20	NCTC 10898	37
Pseudomonas mendocina	CH 120	NCTC 10899	37
Brevundimonas vesicularis	Stanier 500	NCTC 10900	37
Bordetella pertussis	Hektoen	NCTC 10901	37
Bordetella pertussis	L84 Phase IV	NCTC 10902	37
Vibrio parahaemolyticus	EB 101	NCTC 10903	37
Streptococcus sanguinis	804	NCTC 10904	37
Bordetella pertussis	3747 variant	NCTC 10905	37
Bordetella pertussis	3865	NCTC 10906	37
Bordetella pertussis	B16	NCTC 10907	37
Bordetella pertussis	3747	NCTC 10908	37
Bordetella pertussis	D 35726	NCTC 10909	37
Bordetella pertussis	D 41633	NCTC 10910	37
Bordetella pertussis	D 30042	NCTC 10911	37
Serratia rubidaea	Da 119	NCTC 10912	37
Clostridium carnis	IWK 16466	NCTC 10913	37
Clostridium botulinum	FH6513/70	NCTC 10914	37
Gardnerella vaginalis	Dukes 594	NCTC 10915	37
Mycobacterium vaccae	SN 920	NCTC 10916	37
Streptococcus mutans	Z/AHT	NCTC 10919	37
Streptococcus ratti	FA-1	NCTC 10920	37
Streptococcus sobrinus	KIR/B	NCTC 10921	37
Streptococcus sobrinus	OMZ 176	NCTC 10922	37
Streptococcus mutans	LM7	NCTC 10923	37
Streptococcus porcinus	U IV - 39	NCTC 10924	37
Streptococcus porcinus	U IV - 61	NCTC 10925	37
Avibacterium paragallinarum	0083	NCTC 10926	37
Enterococcus faecalis	1491/53	NCTC 10927	37
Mitsuokella multacida	A405-1	NCTC 10934	37
Mitsuokella multacida	P208-58	NCTC 10935	37
Pseudomonas putida	A. 3. 12	NCTC 10936	37
Pseudomonas lemoignei	ATCC 17989	NCTC 10937	30
Yersinia enterocolitica	WA (IP Ye 2705)	NCTC 10938	37
Bacteroides ureolyticus	VPI 7902	NCTC 10939	37
Bacteroides ureolyticus	8ED MHT	NCTC 10940	37
Campylobacter ureolyticus	EDMH	NCTC 10941	37
Mycobacterium gadium	1066	NCTC 10942	37
Haemophilus ducreyi	CIP 542	NCTC 10945	30
Salmonella bongori serotype brookfield	BR 1859 66:z41:-	NCTC 10946	37
Bacteroides ureolyticus	NC1	NCTC 10948	37
Corynebacterium murisepticum	7	NCTC 10950	37
Actinomyces viscosus	T-6	NCTC 10951	37
Actinomyces viscosus	HS-69	NCTC 10952	37
Clostridium cochlearium	L 133	NCTC 10953	37
Vibrio cholerae biotype el tor	1330O	NCTC 10954	37
Mycobacterium farcinogenes subsp. tchadense	75	NCTC 10955	37
Mycobacterium senegalense	378	NCTC 10956	30
Escherichia coli	1935	NCTC 10957	37
Escherichia coli	880-67	NCTC 10958	37
Escherichia coli	1184-68	NCTC 10959	37
Escherichia coli	14097	NCTC 10960	37
Escherichia coli	E 1541/68	NCTC 10961	37
Escherichia coli	E 1529/68	NCTC 10962	37
Escherichia coli	E 1585/68	NCTC 10963	37
Escherichia coli	A2 (Abbotstown)	NCTC 10964	37
Shimwellia blattae	B89	NCTC 10965	37
Staphylococcus aureus	PS94 (PS WH-1)	NCTC 10970	37
Staphylococcus aureus	PS95 (PS DU-1)	NCTC 10971	37
Staphylococcus aureus	PS96 (PS DU-2)	NCTC 10972	37
Escherichia coli	10B1/1	NCTC 10973	37
Escherichia coli	E 1020/72	NCTC 10974	37
Proteus mirabilis	BS 711	NCTC 10975	37
Actinobacillus pleuropneumoniae	HK 361	NCTC 10976	37
Aggregatibacter segnis	HK 316	NCTC 10977	37
Campylobacter jejuni subsp. jejuni	McCallum 89067	NCTC 10983	37
Clostridium baratii	G	NCTC 10986	37
Clostridium baratii	3-3	NCTC 10987	37
Staphylococcus aureus	K141	NCTC 10988	37
Bacillus cereus	K250 TR	NCTC 10989	37
Pseudomonas sp.	A38/73	NCTC 10991	37
Pseudomonas sp.	A52/73	NCTC 10992	37
Pseudomonas sp.	A53/73	NCTC 10993	37
Kingella denitrificans	NCDC B4363	NCTC 10995	37
Kingella denitrificans	NCDC B6992	NCTC 10996	37
Kingella denitrificans	A140/74	NCTC 10997	37
Streptococcus sp.	169	NCTC 10998	37
Streptococcus porcinus	176	NCTC 10999	37
Campylobacter mucosalis	FS 253/72	NCTC 11000	37
Campylobacter mucosalis	302/72	NCTC 11001	37
Erysipelothrix rhusiopathiae	A360	NCTC 11002	37
Erysipelothrix rhusiopathiae	EW2	NCTC 11003	37
Erysipelothrix rhusiopathiae	B	NCTC 11004	37
Erysipelothrix rhusiopathiae	NF4 E1	NCTC 11005	37
Erysipelothrix rhusiopathiae	Wittling	NCTC 11006	37
Listeria ivanovii subsp. ivanovii	Li 1979	NCTC 11007	37
Oligella urethralis	A200/71	NCTC 11008	37
Oligella urethralis	Lautrop AB 232	NCTC 11009	37
Oligella urethralis	WM10	NCTC 11010	37
Moraxella lacunata	ATCC 17967	NCTC 11011	37
Moraxella equi	ATCC 25576	NCTC 11012	37
Moraxella bovis	ATCC 10900	NCTC 11013	37
Riemerella anatipestifer	ATCC 11845	NCTC 11014	37
Moraxella	Mair 31607	NCTC 11015	37
Moraxella	Mair 31606	NCTC 11016	37
Moraxella	Mair 29683	NCTC 11017	37
Moraxella (branhamella) ovis	ATCC 19576	NCTC 11018	37
Moraxella (branhamella) ovis	ATCC 19575	NCTC 11019	37
Moraxella (branhamella) catarrhalis	ATCC 25238	NCTC 11020	37
Escherichia coli	SN3 B/1	NCTC 11021	37
Escherichia coli	E 2476/72	NCTC 11022	37
Escherichia coli	E 110/69	NCTC 11023	37
Escherichia coli	E 223/69	NCTC 11024	37
Bacillus sphaericus	61011/74	NCTC 11025	37
Paenibacillus thiaminolyticus	OBT/1	NCTC 11026	37
Paenibacillus thiaminolyticus	OBT/4	NCTC 11027	37
Prevotella melaninogenica	Lev 1	NCTC 11028	37
Slackia heliotrinireducens	RHS1	NCTC 11029	37
Sphingomonas paucimobilis	CL 1/70	NCTC 11030	37
Sphingomonas paucimobilis	B3271	NCTC 11031	37
Sphingomonas paucimobilis	B4562	NCTC 11032	37
Sphingobacterium multivorum	A8895	NCTC 11033	30
Sphingobacterium multivorum	B3159	NCTC 11034	30
Blautia coccoides	CLC/1	NCTC 11035	37
Myroides odoratus	11036	NCTC 11036	30
Micrococcus lylae	CCM 2693	NCTC 11037	37
Kocuria kristinae	CCM 2690	NCTC 11038	37
Kytococcus sedentarius	CCM 314	NCTC 11040	30
Staphylococcus cohnii	CCM 2736	NCTC 11041	37
Staphylococcus haemolyticus	CCM 2737	NCTC 11042	37
Staphylococcus xylosus	CCM 2738	NCTC 11043	37
Staphylococcus warneri	CCM 2730	NCTC 11044	37
Staphylococcus capitis	CCM 2734	NCTC 11045	37
Staphylococcus simulans	CCM 2705	NCTC 11046	37
Staphylococcus epidermidis	CCM 2124	NCTC 11047	37
Staphylococcus intermedius	H11/68	NCTC 11048	37
Neisseria elongata subsp. glycolytica	6171/75	NCTC 11050	37
Pasteurella sp.	A/1a	NCTC 11051	37
Mycobacterium selandiae	010	NCTC 11053	37
Mycobacterium selandiae	058	NCTC 11054	37
Mycobacterium hafniae	079	NCTC 11055	37
Mycobacterium hafniae	362	NCTC 11056	37
Mycobacterium neolactis	152	NCTC 11057	37
Mycobacterium neolactis	243	NCTC 11058	37
Salmonella enterica subsp. enterica serotype crossness	11059 Col Sal. 1608/73 67:r:1, 2	NCTC 11059	37
Streptococcus mutans	SE11	NCTC 11060	37
Streptococcus sobrinus	OMZ 65	NCTC 11061	37
Streptococcus anginosus	Is8 Type I	NCTC 11062	37
Streptococcus constellatus subsp. constellatus	H189 Type II	NCTC 11063	37
Streptococcus anginosus	MG 216 Type III	NCTC 11064	37
Streptococcus anginosus	Is 265 Type IV	NCTC 11065	37
Vibrio vulnificus	CDC A1402	NCTC 11066	37
Vibrio vulnificus	CDC A8694	NCTC 11067	37
Citrobacter koseri	E1597/71	NCTC 11068	37
Citrobacter koseri	E1558/72	NCTC 11069	37
Citrobacter koseri	E1599/71	NCTC 11070	37
Citrobacter koseri	E2641/72	NCTC 11071	37
Citrobacter koseri	E2567/72	NCTC 11072	37
Citrobacter koseri	E2576/72	NCTC 11073	37
Citrobacter koseri	E2569/72	NCTC 11074	37
Citrobacter koseri	E2577/72	NCTC 11075	37
Citrobacter koseri	E508/74	NCTC 11076	37
Citrobacter koseri	E1020/74	NCTC 11077	37
Streptococcus agalactiae	A909	NCTC 11078	37
Streptococcus agalactiae	18RS21	NCTC 11079	37
Streptococcus agalactiae	M216	NCTC 11080	37
Propioniferax innocua	D134	NCTC 11081	37
Propioniferax innocua	L60	NCTC 11082	37
Brevibacterium epidermidis	D731	NCTC 11083	37
Brevibacterium epidermidis	P159	NCTC 11084	37
Streptococcus sanguinis	10043	NCTC 11085	37
Streptococcus sanguinis	10281	NCTC 11086	37
Streptococcus pleomorphus	EBF61/60B	NCTC 11087	37
Peptoniphilus indolicus	R-13	NCTC 11088	37
Bordetella pertussis	L84Phase I	NCTC 11089	37
Vibrio cholerae	1077	NCTC 11090	37
Moraxella atlantae	5118	NCTC 11091	37
Moraxella atlantae	A1922	NCTC 11092	37
Moraxella atlantae	A279	NCTC 11093	37
Moraxella atlantae	8330	NCTC 11094	37
Moraxella atlantae	B19441/75	NCTC 11095	37
Capnocytophaga sputigena	A58/74	NCTC 11097	37
Aggregatibacter aphrophilus	HK 308	NCTC 11098	37
Empedobacter brevis	CL 88/76	NCTC 11099	37
Escherichia coli	11100 Sc16 02:K2:H1	NCTC 11100	37
Escherichia coli	Sc15 02:K1:H6	NCTC 11101	37
Escherichia coli		NCTC 11102	37
Escherichia coli	11103 Sc65 08:K25:H9	NCTC 11103	37
Citrobacter freundii	11104 Citrobacter Sc16 07:K?:H13	NCTC 11104	37
Escherichia coli		NCTC 11105	37
Escherichia coli	Sc261 015:K?:H17	NCTC 11106	37
Escherichia coli		NCTC 11107	37
Escherichia coli		NCTC 11108	37
Escherichia coli		NCTC 11109	37
Escherichia coli	Citrobacter Sc91 08:K?:H22	NCTC 11110	37
Escherichia coli		NCTC 11111	37
Escherichia coli		NCTC 11112	37
Escherichia coli	Sc71 051:K?:H25	NCTC 11113	37
Escherichia coli	Sc73 015:K?:H27	NCTC 11114	37
Escherichia coli		NCTC 11115	37
Escherichia coli		NCTC 11116	37
Escherichia coli		NCTC 11117	37
Escherichia coli		NCTC 11118	37
Escherichia coli		NCTC 11119	37
Escherichia coli		NCTC 11120	37
Escherichia coli		NCTC 11121	37
Escherichia coli	11122 Sc82 086a, b:K64:H36	NCTC 11122	37
Escherichia coli		NCTC 11123	37
Escherichia coli		NCTC 11124	37
Escherichia coli		NCTC 11126	37
Escherichia coli		NCTC 11127	37
Escherichia coli	Sc415 06:K13:H49	NCTC 11128	37
Escherichia coli		NCTC 11129	37
Escherichia coli		NCTC 11130	37
Escherichia coli	Sc445 0148a:K?:H53	NCTC 11131	37
Escherichia coli		NCTC 11132	37
Escherichia coli		NCTC 11133	37
Nocardia farcinica	ATCC 3318	NCTC 11134	37
Haemophilus influenzae	E0	NCTC 11135	37
Corynebacterium pseudodiphtheriticum	ATCC 10700	NCTC 11136	37
Corynebacterium pseudodiphtheriticum	ATCC 10701	NCTC 11137	37
Corynebacterium kutscheri	ATCC 15677	NCTC 11138	37
Corynebacterium kutscheri	ATCC 15678	NCTC 11139	37
Corynebacterium renale	5	NCTC 11140	37
Corynebacterium renale	9	NCTC 11141	37
Corynebacterium renale	05846	NCTC 11142	37
Bacillus cereus	F4810/72	NCTC 11143	37
Clostridium perfringens	FH 4715/75 ?	NCTC 11144	37
Bacillus cereus	F4433/73	NCTC 11145	37
Haemophilus influenzaemurium	E0	NCTC 11146	37
Haemophilus influenzaemurium	ET	NCTC 11147	37
Ralstonia pickettii	11149 K-288	NCTC 11149	37
Staphylococcus aureus	7361-RR	NCTC 11150	37
Escherichia coli	49/41 (E5460/1/76)	NCTC 11151	37
Bacteroides distasonis	ATCC 8503	NCTC 11152	37
Bacteroides ovatus	11153	NCTC 11153	37
Bacteroides vulgatus	ATCC 8482	NCTC 11154	37
Bacteroides eggerthii	VPI T5-42B-1	NCTC 11155	37
Prevotella bivia	653C	NCTC 11156	37
Tissierella praeacuta	Prevot 3722B	NCTC 11158	37
Iodobacter fluviatilis	Sp 7	NCTC 11159	37
Iodobacter fluviatilis	Sp8	NCTC 11161	37
Empedobacter brevis	CL 626/75	NCTC 11162	30
Empedobacter brevis	CL 669/76	NCTC 11163	30
Brevundimonas diminuta	Lautrop AB 236	NCTC 11164	37
Brevundimonas diminuta	Lautrop AB 265	NCTC 11165	37
Brevundimonas vesicularis	Lautrop AB 102	NCTC 11166	30
Brevundimonas vesicularis	Lautrop AB 794	NCTC 11167	30
Campylobacter jejuni subsp. jejuni	5636/77 Lucitt	NCTC 11168	37
Streptococcus anginosus	CR 245	NCTC 11169	37
Vibrio metschnikovii	MV 2484 (38, ICPB 4076)	NCTC 11170	37
Vibrio metschnikovii	MV 2339	NCTC 11171	22
Vibrio metschnikovii	MV 2366	NCTC 11172	30
Vibrio metschnikovii	MV 2376	NCTC 11173	30
Yersinia enterocolitica	Y. e. 383	NCTC 11174	37
Yersinia enterocolitica	18441/70	NCTC 11175	37
Yersinia enterocolitica	31109/76	NCTC 11176	37
Yersinia enterocolitica	4491/77	NCTC 11177	37
Myroides odoratus	CL 41/66	NCTC 11179	30
Myroides odoratimimus	CL 229/67	NCTC 11180	37
Escherichia coli	1624-56	NCTC 11181	37
Taylorella equigenitalis	61717/77, A40/77	NCTC 11184	37
Escherichia coli	W677 R5	NCTC 11186	37
Pasteurella gallinarum	P-892	NCTC 11187	37
Avibacterium gallinarum	P-913	NCTC 11188	37
Rikenella microfusus	Q-1	NCTC 11190	37
Legionella pneumophila	Pontiac	NCTC 11191	37
Streptobacillus moniliformis	A91/77	NCTC 11194	37
Aeromonas hydrophila subsp. formicans	Suchi (96)	NCTC 11196	37
Taylorella equigenitalis	65762/77	NCTC 11198	37
Streptococcus pyogenes	C203/21/2	NCTC 11200	37
Legionella pneumophila	Washington	NCTC 11201	37
Neisseria meningitidis	29 E	NCTC 11202	37
Clostridium difficile	N1	NCTC 11204	37
Clostridium difficile	N2	NCTC 11205	37
Clostridium difficile	N3	NCTC 11206	37
Clostridium difficile	N5	NCTC 11208	37
Clostridium difficile	N6	NCTC 11209	37
Clostridium cocleatum	150	NCTC 11210	37
Clostridium spiroforme	VPI C28-23-1A	NCTC 11211	37
Chryseobacterium balustinum	La724	NCTC 11212	30
Bacillus coagulans	M2 (PM1)	NCTC 11213	37
Serratia odorifera	1073	NCTC 11214	37
Aeromonas sobria	416	NCTC 11215	37
Aeromonas sobria	427	NCTC 11216	37
Aeromonas sobria	432	NCTC 11217	37
Vibrio furnissii	2510/74, VL 6966	NCTC 11218	37
Clostridium botulinum	F2561/78	NCTC 11219	37
Filifactor villosus	3342	NCTC 11220	37
Filifactor villosus	3357	NCTC 11221	37
Clostridium clostridiiforme	Bryant T90	NCTC 11224	37
Taylorella equigenitalis	ERS 5304	NCTC 11225	37
Taylorella equigenitalis	ERS 5192	NCTC 11226	37
Moraxella (branhamella) ovis	199/55	NCTC 11227	37
Klebsiella pneumoniae	Klebsiella aerogenes A	NCTC 11228	37
Legionella pneumophila	Cambridge-1 England (Cox)	NCTC 11231	37
Legionella pneumophila	Bloomington-2	NCTC 11232	37
Legionella pneumophila	Los Angeles-1	NCTC 11233	37
Streptococcus agalactiae	R75/785	NCTC 11234	37
Streptococcus agalactiae	11235R75/609II/IC112562200/609, and	NCTC 11235	37
Streptococcus agalactiae	Weybridge	NCTC 11236	37
Streptococcus agalactiae	R76/200	NCTC 11237	37
Streptococcus agalactiae	R76/1685	NCTC 11238	37
Streptococcus agalactiae	R76/1875	NCTC 11239	37
Streptococcus agalactiae	R75/2483	NCTC 11240	37
Streptococcus agalactiae	R76/195	NCTC 11241	37
Streptococcus agalactiae	R76/2978	NCTC 11243	37
Streptococcus agalactiae	R76/742	NCTC 11244	37
Streptococcus agalactiae	11245R76/2969Ic11271173135/2969, and	NCTC 11245	37
Streptococcus agalactiae	11246R77/537IIR1127420445/537, and	NCTC 11246	37
Streptococcus agalactiae	R77/331	NCTC 11247	37
Streptococcus agalactiae	R77/1766	NCTC 11248	37
Streptococcus agalactiae	R77/2090	NCTC 11249	37
Streptococcus agalactiae	R77/2684	NCTC 11250	37
Streptococcus agalactiae	R77/2336	NCTC 11251	37
Streptococcus agalactiae	R77/1879	NCTC 11252	37
Streptococcus agalactiae	R77/2078	NCTC 11253	37
Streptococcus agalactiae	R77/1878	NCTC 11254	37
Legionella pneumophila	Oxford	NCTC 11287	37
Listeria innocua	58/1971	NCTC 11288	37
Listeria seeligeri	105/1971	NCTC 11289	37
Streptococcus acidominimus	JAJ 33	NCTC 11290	37
Streptococcus hyovaginalis	JAJ 34	NCTC 11291	37
Gardnerella vaginalis	Dukes 317	NCTC 11292	37
Nocardia asteroides	R. E. Gordon 727	NCTC 11293	30
Nocardia brasiliensis	ATCC 19296	NCTC 11294	37
Bacteroides fragilis	83008	NCTC 11295	37
Avibacterium paragallinarum	IPDH 2403	NCTC 11296	37
Avibacterium avium	IPDH 2654	NCTC 11297	37
Sebaldella termitidis	Sebald 107A	NCTC 11300	37
Mannheimia haemolytica	A13, N513-3163	NCTC 11302	37
Mannheimia haemolytica	A14, N513-2916	NCTC 11303	37
Salmonella enterica subsp. enterica serotype indiana	S33288/78 (BR 2050)	NCTC 11304	37
Elizabethkingia meningoseptica	CIP 78. 30	NCTC 11305	37
Chryseobacterium meningosepticum	CIP 79. 05	NCTC 11306	37
Chryseobacterium meningosepticum	CIP 79. 25	NCTC 11307	37
Chryseobacterium meningosepticum	CIP 78. 68	NCTC 11308	37
Chryseobacterium meningosepticum	CIP 79. 29	NCTC 11309	37
Chryseobacterium meningosepticum	CIP 79. 30	NCTC 11310	30
Shigella dysenteriae	E670/74	NCTC 11311	37
Shigella boydii	E10163	NCTC 11312	37
Actinobacillus haemolyticus subsp. indologenes	P13ll. no. 108B(3)	NCTC 11313	37
Actinobacillus salpingitidis	VSV 556/71	NCTC 11314	37
Haemophilus influenzae	Beta-lactamase producer Biotype II	NCTC 11315	37
Listonella pelagia	ATCC 25916	NCTC 11316	37
Vibrio campbellii	ATCC 25920	NCTC 11317	37
Vibrio harveyi	ATCC 25919	NCTC 11318	37
Vibrio natriegens	111 (P. Baumann)	NCTC 11319	37
Staphylococcus hominis subsp. hominis	ATCC 27844	NCTC 11320	37
Prevotella loescheii	VPI 0037, 8B	NCTC 11321	37
Campylobacter jejuni subsp. jejuni	VPI H840	NCTC 11322	37
Gemella morbillorum	VPI 5424, Prevot 2917B	NCTC 11323	37
Streptococcus intermedius	VPI 3372A, Prevot 1877	NCTC 11324	37
Streptococcus constellatus	VPI 3810, Prevot 4055	NCTC 11325	37
Vibrio fluvialis	VL 5125	NCTC 11327	30
Vibrio furnissii	VL 2386	NCTC 11328	30
Vibrio fluvialis	VL 2926	NCTC 11329	30
Vibrio furnissii	VL 5909	NCTC 11330	30
Vibrio furnissii	VL 5975	NCTC 11331	30
Streptomyces somaliensis	IMRU 1274	NCTC 11332	37
Escherichia coli	E 1292/74 (145/46)	NCTC 11341	37
Salmonella enterica subsp. enterica serotype antarctica	11342 BR 3145 9, 12:g, z63:-	NCTC 11342	37
Sphingobacterium multivorum	B5533, CL 562/79	NCTC 11343	30
Vibrio parahaemolyticus	VL 1225	NCTC 11344	37
Vibrio alginolyticus	VL 1251	NCTC 11345	37
Vibrio harveyi	VL 1493	NCTC 11346	30
Vibrio parahaemolyticus	VL 2074	NCTC 11347	37
Vibrio cholerae non 0:1	VL 3029	NCTC 11348	37
Campylobacter jejuni subsp. jejuni	Tan	NCTC 11349	37
Campylobacter coli	11350 P875	NCTC 11350	37
Campylobacter jejuni subsp. jejuni	Uccle 91 F. B.	NCTC 11351	37
Campylobacter lari	3034/77	NCTC 11352	37
Campylobacter coli	4620/78	NCTC 11353	37
Klebsiella oxytoca	371	NCTC 11355	37
Klebsiella oxytoca	325	NCTC 11356	37
Klebsiella pneumoniae	708	NCTC 11357	37
Klebsiella pneumoniae	370	NCTC 11358	37
Klebsiella pneumoniae	3454	NCTC 11359	37
Streptococcus agalactiae	O 90R (1963)	NCTC 11360	37
Brucella abortus	45/20	NCTC 11361	37
Brucella suis	40	NCTC 11364	37
Brucella canis	MEX 51-76	NCTC 11365	37
Campylobacter coli	1407	NCTC 11366	37
Fluoribacter bozemanae	Mi-15	NCTC 11369	37
Tatlockia micdadei	Tatlock	NCTC 11371	37
Tatlockia micdadei	PPA	NCTC 11372	37
Actinomadura madurae	A22	NCTC 11373	37
Streptomyces somaliensis	A28	NCTC 11374	37
Streptomyces somaliensis	A34	NCTC 11375	37
Salmonella enterica subsp. enterica alabama	11377 BR 1786 (SS41-61 {=S810/61}) 1, 4, 12:f, g, s:-	NCTC 11377	37
Legionella pneumophila	Kingston-1	NCTC 11378	37
Chryseobacterium meningosepticum	28. 80 (Richard) CIP 80. 32	NCTC 11379	37
Chryseobacterium meningosepticum	25. 79 (Richard) CIP 79. 41	NCTC 11380	37
Chryseobacterium meningosepticum	58. 80 (Richard) CIP 80. 33	NCTC 11381	30
Clostridium difficile	74/1351	NCTC 11382	37
Actinobacillus pleuropneumoniae	K17	NCTC 11383	37
Actinobacillus pleuropneumoniae	M62	NCTC 11384	37
Campylobacter jejuni subsp. jejuni	A8/75	NCTC 11385	37
Sphingobacterium spiritivorum	E7288, CL 562/80	NCTC 11386	30
Sphingobacterium spiritivorum	A14/65	NCTC 11387	30
Sphingobacterium spiritivorum	CL 48/80	NCTC 11388	30
Streptococcus salivarius	R79/452	NCTC 11389	37
Chryseobacterium lactis	A140/68 (=F 68)	NCTC 11390	30
Streptococcus downei	MFe 28	NCTC 11391	37
Campylobacter jejuni subsp. jejuni	852/79	NCTC 11392	37
Morococcus cerebrosus	UQM 858	NCTC 11393	37
Haemophilus influenzae	A247/ 80 Biotype V	NCTC 11394	37
Corynebacterium diphtheriae	c7S(-) tox -	NCTC 11397	37
Corynebacterium bovis	B187	NCTC 11398	37
Fluoribacter dumoffii	TEX-KL	NCTC 11402	37
Tatlockia micdadei	HEBA	NCTC 11403	37
Legionella pneumophila	Dallas - 1E	NCTC 11405	37
Legionella pneumophila	Chicago-2	NCTC 11406	37
Actinobacillus pleuropneumoniae	FEMO	NCTC 11407	37
Actinobacillus capsulatus	P243	NCTC 11408	37
Chryseobacterium balustinum	CL 42/78	NCTC 11409	37
Actinobacillus sp.	F64	NCTC 11410	37
Pasteurella langaaensis	F73	NCTC 11411	37
Actinobacillus sp.	F151	NCTC 11412	37
Gallibacterium anatis	F149	NCTC 11413	37
Actinobacillus sp.	F150	NCTC 11414	37
Campylobacter sputorum biovar fecalis	C-32, 14227A	NCTC 11415	37
Campylobacter sputorum biovar fecalis	C-33, 14223A	NCTC 11416	37
Legionella pneumophila	Cambridge-2, Atkinson	NCTC 11417	37
Campylobacter mucosalis	124/73 B4	NCTC 11418	37
Campylobacter mucosalis	982/76	NCTC 11419	37
Campylobacter mucosalis	512/77	NCTC 11420	37
Neisseria meningitidis	73/M6	NCTC 11423	37
Neisseria meningitidis	74/M24	NCTC 11424	37
Haemophilus influenzae	1719 Biotype I	NCTC 11426	37
Streptococcus oralis	PB182, Carlsson LVG/1	NCTC 11427	37
Enterococcus gallinarum	PB 21 Barnes F87/268	NCTC 11428	37
Sphingobacterium thalpophilum	K-1173, CL 413/81, 76-791	NCTC 11429	37
Sphingobacterium thalpophilum	C499, K-1207, CL 514/81	NCTC 11430	37
Sphingobacterium thalpophilum	K-1232, 1626-76, CL 414/81	NCTC 11431	37
Chryseobacterium gleum	F93, CL 4/79	NCTC 11432	37
Pluralibacter gergoviae	604 - 77	NCTC 11434	37
Vibrio mimicus	CDC 1721 - 77	NCTC 11435	37
Streptococcus bovis	R81/356; API 120-06-78	NCTC 11436	37
Campylobacter coli	10092/ATB	NCTC 11437	37
Campylobacter coli	1890/ATB	NCTC 11438	37
Pseudomonas aeruginosa	5933	NCTC 11440	37
Pseudomonas aeruginosa	5934	NCTC 11441	37
Pseudomonas aeruginosa	5935	NCTC 11442	37
Pseudomonas aeruginosa	5936	NCTC 11443	37
Pseudomonas aeruginosa	5937	NCTC 11444	37
Pseudomonas aeruginosa	5938	NCTC 11445	37
Pseudomonas aeruginosa	5939	NCTC 11446	37
Pseudomonas aeruginosa	5940	NCTC 11447	37
Pseudomonas aeruginosa	5941	NCTC 11448	37
Pseudomonas aeruginosa	5943	NCTC 11449	37
Pseudomonas aeruginosa	5944	NCTC 11450	37
Pseudomonas aeruginosa	5945	NCTC 11451	37
Pseudomonas aeruginosa	6092	NCTC 11452	37
Pseudomonas aeruginosa	1-M1	NCTC 11453	37
Pseudomonas aeruginosa	170003	NCTC 11455	37
Pseudomonas aeruginosa	Group X (10)	NCTC 11456	37
Campylobacter lari	WRI 921/79, A20/21	NCTC 11457	37
Campylobacter lari	WRI 175/82, A80/82	NCTC 11458	37
Prevotella oralis	D27B-24	NCTC 11459	37
Peptostreptococcus anaerobius	A. Prevot 4372	NCTC 11460	37
Peptoniphilus asaccharolyticus	UW 228; BAI	NCTC 11461	37
Veillonella parvula	46666, A65/82	NCTC 11463	37
Fusobacterium naviforme	A210/81	NCTC 11464	37
Cedecea davisae	CL 472/81; 005	NCTC 11465	37
Cedecea lapagei	CL 421/81; 004	NCTC 11466	37
Cronobacter sakazakii	CL 783/77; E4562-70	NCTC 11467	37
Yersinia intermedia	3953; Bottone 48; Chester 48	NCTC 11469	37
Yersinia frederiksenii	6175, CL 109/82	NCTC 11470	37
Yersinia kristensenii	105; CL 99/82	NCTC 11471	37
Escherichia coli	E78634	NCTC 11472	37
Escherichia coli	OX8	NCTC 11473	37
Escherichia coli	E10702	NCTC 11474	37
Escherichia coli	OX5	NCTC 11475	37
Escherichia coli	OX2	NCTC 11476	37
Mannheimia haemolytica	S886D	NCTC 11478	37
Haemophilus ducreyi	D1	NCTC 11479	33
