Species	Strain	Source_ID	Temp	ncbiTaxID
Salmonella enterica subsp. arizonae	261-58	NCTC 10059	37	59203
Salmonella enterica subsp. diarizonae	Peso Mll	NCTC 10060	37	59204
Salmonella enterica subsp. arizonae	3592-56	NCTC 10061	37	59203
Salmonella enterica subsp. arizonae	2907-58	NCTC 10062	37	59203
Salmonella enterica subsp. arizonae	4601-54	NCTC 10063	37	59203
Salmonella enterica subsp. arizonae	3853-54	NCTC 10064	37	59203
Salmonella sp.	1675-55	NCTC 10065	37	-1
Salmonella enterica subsp. arizonae	2224-56	NCTC 10067	37	59203
Salmonella enterica subsp. arizonae	1158-58	NCTC 10068	37	59203
Salmonella enterica subsp. arizonae	599-54	NCTC 10069	37	59203
Brucella neotomae	5 E 1169	NCTC 10070	37	29460
Brucella neotomae	6 D 152	NCTC 10071	37	29460
Brucella neotomae	7 E 164	NCTC 10072	37	29460
Bacillus atropeaus	Camp Detrick Phillips	NCTC 10073	37	-1
Salmonella enterica subsp. salamae serotype bloemfontein	JT 500	NCTC 10074	37	-1
Salmonella enterica subsp. enterica serotype treforest	JT 583	NCTC 10075	37	-1
Salmonella enterica subsp. enterica serotype quinhon	SS 75-58 (JT 592)	NCTC 10076	37	-1
Salmonella enterica subsp. enterica serotype utrecht	10077 JT 652 52:d:1, 5	NCTC 10077	37	-1
Salmonella enterica subsp. salamae serotype humber	JT 677	NCTC 10078	37	-1
Salmonella enterica subsp. enterica serotype senftenberg	JT 577	NCTC 10079	37	-1
Salmonella enterica subsp. enterica serotype senftenberg	JT 572	NCTC 10080	37	-1
Salmonella enterica subsp. enterica serotype senftenberg	JT 662	NCTC 10081	37	-1
Micrococcus luteus	Barwells coccus	NCTC 10083	37	1270
Brucella neotomae	5 K 33	NCTC 10084	37	29460
Streptococcus pyogenes	R53/1077	NCTC 10085	37	1314
Escherichia coli	149-51	NCTC 10087	37	562
Escherichia coli	6018-58	NCTC 10089	37	562
Escherichia coli	4608-58	NCTC 10090	37	562
Salmonella enterica subsp. arizonae	CDC 256-58	NCTC 10092	37	59203
Brucella abortus	544	NCTC 10093	37	1169205
Brucella suis	15/La	NCTC 10095	37	29461
Brucella abortus	Davidson	NCTC 10096	37	235
Brucella suis	American type	NCTC 10097	37	29461
Brucella suis	Jacotot	NCTC 10098	37	29461
Mycoplasma capricolum subsp. capripneumoniae	F38 (M2054/75)	NCTC 10192	37	40480
Mycoplasma muris	RIII-4	NCTC 10196	37	-1
Pasteurella multocida	A4	NCTC 10201	37	747
Pasteurella multocida	211	NCTC 10202	37	747
Pasteurella multocida	215	NCTC 10203	37	747
Pasteurella multocida subsp. gallicida	739	NCTC 10204	37	123812
Corynebacterium matruchotii	LDM 3	NCTC 10206	37	43768
Mannheimia haemolytica	T 20	NCTC 10208	37	75985
Klebsiella pneumoniae	CDC 2222-59	NCTC 10209	37	573
Serratia marcescens	BS 303	NCTC 10211	37	615
Neisseria animalis	NA10	NCTC 10212	37	492
Klebsiella pneumoniae	CDC 1548-58	NCTC 10213	37	573
Salmonella enterica subsp. enterica serotype kaolack	10214 JT 512 47:z:1, 6	NCTC 10214	37	-1
Actinomyces israelii	Phillips	NCTC 10215	37	1659
Yersinia pseudotuberculosis	Schofield	NCTC 10216	37	633
Yersinia pseudotuberculosis	Burke	NCTC 10217	37	633
Mannheimia haemolytica	T 185	NCTC 10218	37	75985
Actinobacillus ureae	3520/59	NCTC 10219	37	723
Actinobacillus ureae	218/60	NCTC 10220	37	723
Actinobacillus ureae	3369/60	NCTC 10221	37	723
Actinobacillus ureae	3974/60	NCTC 10222	37	723
Neisseria gonorrhoeae	2	NCTC 10223	37	485
Neisseria gonorrhoeae	5	NCTC 10224	37	485
Streptococcus sp.	K 131	NCTC 10228	37	-1
Burkholderia mallei	Budapest	NCTC 10229	37	13373
Burkholderia mallei	Ivan	NCTC 10230	37	13373
Streptococcus gordonii	Blackburn	NCTC 10231	37	1302
Streptococcus oralis	Levy	NCTC 10232	37	1303
Streptococcus sp.	SHC/200	NCTC 10233	37	-1
Streptococcus suis	735	NCTC 10234	37	1307
Streptococcus sp.	SHC/285	NCTC 10235	37	-1
Actinomyces israelii	Smith	NCTC 10236	37	1659
Streptococcus suis	Field 428	NCTC 10237	37	1307
Streptococcus dysgalactiae	SHC 16	NCTC 10238	37	1334
Salmonella enterica subsp. enterica serotype abortusovis	Col Sal 321/61 (CAPM 5611, CN 5728)	NCTC 10241	37	-1
Gemella haemolysans	H 3	NCTC 10243	37	1379
Gemella haemolysans	H 5	NCTC 10244	37	1379
Burkholderia mallei	China 5	NCTC 10245	37	13373
Klebsiella pneumoniae	AMC 35-A-3	NCTC 10246	37	573
Burkholderia mallei	12	NCTC 10247	37	13373
Burkholderia mallei	6	NCTC 10248	37	13373
Actinobacillus lignieresii	10695 Type 1a	NCTC 10250	37	720
Salmonella enterica subsp. salamae serotype artis	SS 127-61 (CDC 6897-60, JT 856)	NCTC 10253	37	-1
Corynebacterium matruchotii	ATCC 14266	NCTC 10254	37	553207
Vibrio cholerae biotype el tor	20109	NCTC 10255	37	-1
Vibrio cholerae biotype el tor	20111	NCTC 10256	37	-1
Stenotrophomonas maltophilia	RH 810-2	NCTC 10257	37	40324
Stenotrophomonas maltophilia	RH 560	NCTC 10258	37	40324
Stenotrophomonas maltophilia	RH 611	NCTC 10259	37	40324
Burkholderia mallei	11	NCTC 10260	37	13373
Klebsiella oxytoca	K 70	NCTC 10261	37	571
Klebsiella pneumoniae	K 71	NCTC 10262	37	573
Raoultella ornithinolytica	K 72	NCTC 10263	37	54291
Mycobacterium peregrinum	6020	NCTC 10264	37	-1
Mycobacterium smegmatis	W-113	NCTC 10265	30	-1
Mycobacterium phlei	NTB	NCTC 10266	37	-1
Mycobacterium gordonae	P-15	NCTC 10267	37	1778
Mycobacterium kansasii	P-22	NCTC 10268	37	1768
Mycobacterium abscessus	380	NCTC 10269	30	-1
Mycobacterium acapulcensis	AC-103	NCTC 10270	37	-1
Mycobacterium flavescens	D-25	NCTC 10271	30	-1
Salmonella enterica subsp. salamae serotype locarno	SS 61 (Col Sal 1251/61, JT 922)	NCTC 10272	37	-1
Klebsiella pneumoniae sensu stricto	DRL 244/59	NCTC 10273	37	-1
Burkholderia pseudomallei	SR 802/61	NCTC 10274	37	28450
Yersinia pseudotuberculosis	14/1	NCTC 10275	37	633
Burkholderia pseudomallei	Prince	NCTC 10276	37	28450
Yersinia pseudotuberculosis	30/II	NCTC 10277	37	633
Yersinia pseudotuberculosis	43/III	NCTC 10278	37	633
Escherichia coli	E 1385 (3)	NCTC 10279	37	562
Mycobacterium tuberculosis	I 1413	NCTC 10280	37	1773
Clostridium botulinum	Langeland	NCTC 10281	37	1491
Alysiella filiformis	A 1	NCTC 10282	37	194196
Alysiella crassa	S 6	NCTC 10283	37	153491
Corynebacterium minutissimum	Taplin	NCTC 10284	37	38301
Corynebacterium minutissimum	Sarah	NCTC 10285	37	38301
Providencia alcalifaciens	10286	NCTC 10286	37	126385
Gardnerella vaginalis	Dukes 594	NCTC 10287	37	2702
Corynebacterium minutissimum	Barton	NCTC 10288	37	38301
Corynebacterium minutissimum	McGee	NCTC 10289	30	38301
Acinetobacter baumannii	A 4	NCTC 10290	37	470
Acinetobacter baumannii	A 15	NCTC 10291	37	470
Acinetobacter baumannii	B5W	NCTC 10292	37	470
Moraxella (branhamella) caviae	GP 11	NCTC 10293	37	-1
Neisseria cinerea	194	NCTC 10294	37	483
Bergeriella denitrificans	M 37	NCTC 10295	37	494
Neisseria canis	H6	NCTC 10296	37	493
Moraxella (branhamella) cuniculi	K 19	NCTC 10297	37	-1
Pseudomonas aeruginosa	889	NCTC 10299	37	287
Nocardia brasiliensis	Ochoa 409	NCTC 10300	37	37326
Actinomyces naeslundii	279	NCTC 10301	37	1655
Lactobacillus rhamnosus	Sims	NCTC 10302	37	-1
Acinetobacter baumannii	3516/60	NCTC 10303	37	470
Acinetobacter genospecies 13	P 544/60	NCTC 10304	32	-1
Acinetobacter haemolyticus subsp haemolyticus	2446/60	NCTC 10305	37	-1
Acinetobacter haemolyticus	2181/60	NCTC 10306	37	29430
Acinetobacter junii	2723/59	NCTC 10307	37	40215
Acinetobacter johnsonii	3865/60	NCTC 10308	37	40214
Acinetobacter lwoffii	P790/60	NCTC 10309	37	28090
Salmonella enterica subsp. salamae serotype basel	SS 140/61 (JT 945)	NCTC 10310	30	-1
Salmonella enterica subsp. salamae serotype betioky	JT 971	NCTC 10311	37	-1
Salmonella enterica subsp. enterica serotype maricopa	10312 JT 736 42:g, z51:1, 5	NCTC 10312	37	-1
Klebsiella pneumoniae subsp. ozaenae	3828	NCTC 10313	37	574
Bacillus subtilis	MB 32	NCTC 10315	37	1423
Brucella suis	1330	NCTC 10316	37	204722
Klebsiella pneumoniae	MA 73	NCTC 10317	37	573
Providencia stuartii	Nicol	NCTC 10318	37	588
Bacillus cereus	PCI 213	NCTC 10320	37	1396
Pasteurella multocida	W-9217	NCTC 10322	37	747
Pasteurella multocida	Insein	NCTC 10323	37	747
Pasteurella multocida	211	NCTC 10324	37	747
Pasteurella multocida	93 Iowa	NCTC 10325	37	747
Pasteurella multocida	Bunia 8	NCTC 10326	37	747
Bacillus pumilus	E 601	NCTC 10327	37	1408
Yersinia pestis	PH 80/63	NCTC 10329	30	632
Yersinia pestis	PH 90/63	NCTC 10330	30	632
Aerococcus viridans	S 1/1	NCTC 10331	37	1377
Pseudomonas aeruginosa	10332	NCTC 10332	37	287
Bacillus coagulans	Hammer	NCTC 10334	37	-1
Bacillus firmus	Werner	NCTC 10335	37	-1
Enterobacter aerogenes	K 73/517	NCTC 10336	37	-1
Bacillus pumilus	Kral	NCTC 10337	37	1408
Bacillus sphaericus	Gibson 1013	NCTC 10338	37	-1
Geobacillus stearothermophilus	Donk	NCTC 10339	60	1422
Bacillus anthracis	Vollum	NCTC 10340	37	1392
Bacillus licheniformis	Gibson 46	NCTC 10341	37	1402
Bacillus megaterium	Ford 19	NCTC 10342	37	-1
Paenibacillus polymyxa	Kluyver	NCTC 10343	37	1406
Staphylococcus aureus	CN 56 Wood 46 pl. +, 15/5-63	NCTC 10344	37	1280
Staphylococcus aureus	CN 56 Wood 46 pl. -, 15/5-63	NCTC 10345	37	1280
Salmonella enterica subsp. salamae serotype luton	JT 1094	NCTC 10346	37	-1
Salmonella enterica subsp. enterica serotype dugbe	JT 483	NCTC 10347	37	-1
Campylobacter fetus subsp. fetus	192/3	NCTC 10348	37	32019
Corynebacterium diphtheriae	Gayle	NCTC 10349	37	1717
Staphylococcus hyicus subsp. hyicus	Strain 1	NCTC 10350	37	-1
Shigella sonnei	88	NCTC 10352	37	624
Streptococcus thermophilus	BC	NCTC 10353	37	1308
Campylobacter fetus subsp. venerealis	X/161/5	NCTC 10354	37	32020
Campylobacter sputorum subsp. bubulus	G14	NCTC 10355	37	32023
Corynebacterium diphtheriae biovar belfanti	AVM 45143	NCTC 10356	37	-1
Listeria monocytogenes	53 xxiii	NCTC 10357	37	1639
Moraxella liquefaciens	L 1	NCTC 10358	37	-1
Moraxella liquefaciens	E 1	NCTC 10359	37	-1
Plesiomonas shigelloides	Bader M 51	NCTC 10360	37	703
Escherichia coli	DRL 145/46	NCTC 10361	37	562
Aeromonas caviae	BPE 18	NCTC 10362	37	648
Plesiomonas shigelloides	C 27	NCTC 10363	37	703
Plesiomonas shigelloides	BPE 247	NCTC 10364	37	703
Mannheimia haemolytica	B 183	NCTC 10365	37	75985
Mannheimia haemolytica	B 202	NCTC 10366	37	75985
Pseudomonas alcaligenes	RH 1577	NCTC 10367	37	43263
Mannheimia haemolytica	34	NCTC 10368	37	75985
Pasteurella trehalosi	S 7157H	NCTC 10369	37	-1
Bibersteinia trehalosi	S 110	NCTC 10370	37	47735
Mannheimia haemolytica	S 105	NCTC 10371	37	75985
Actinobaculum suis	P 63	NCTC 10372	37	1657
Corynebacterium suis	Betts (BT)	NCTC 10373	37	-1
Proteus mirabilis	Pml 1	NCTC 10374	37	584
Morganella morganii	Pmol 2	NCTC 10375	37	582
Proteus vulgaris	Pvl 1	NCTC 10376	37	585
Providencia rettgeri	10377 Prl 6	NCTC 10377	37	587
Providencia stuartii	Pil 5	NCTC 10378	37	588
Salmonella enterica subsp. salamae serotype tulear	JT 1106 (SS 69/62)	NCTC 10380	37	-1
Salmonella enterica subsp. diarizonae serotype eilbek	SS 91/63 (JT 1157)	NCTC 10381	37	-1
Pasteurella multocida	3664	NCTC 10382	37	747
Erysipelothrix rhusiopathiae	BB/822 (KT)	NCTC 10383	37	1648
Salmonella enterica subsp. enterica serotype senftenberg	Q 252	NCTC 10384	37	-1
Brucella suis	B 2853/63	NCTC 10385	37	29461
Streptococcus equinus	TR 5	NCTC 10386	37	1335
Propionibacterium granulosum	ATCC 11829	NCTC 10387	37	-1
Alcaligenes odorans	Jean Burchill 1	NCTC 10388	37	-1
Streptococcus equinus	CN 1	NCTC 10389	37	1335
Pseudomonas fluorescens	BA 88	NCTC 10392	30	294
Corynebacterium diphtheriae	G/12/6	NCTC 10393	37	1717
Mycobacterium fortuitum	J. C. Cruz 1	NCTC 10394	37	-1
Mycobacterium fortuitum	J. C. Cruz 2	NCTC 10395	30	-1
Edwardsiella tarda	CDC 1483-59	NCTC 10396	37	636
Edwardsiella tarda	CDC 1958-64	NCTC 10397	37	636
Edwardsiella tarda	King (Bartholomew)	NCTC 10398	37	636
Staphylococcus aureus	Smith	NCTC 10399	37	1280
Bacillus subtilis subsp spizizenii	PCI 219	NCTC 10400	37	-1
Salmonella enterica subsp. houtenae serotype houten	SS 105/61 (JT 887)	NCTC 10401	37	-1
Aeromonas salmonicida	BPE 141	NCTC 10402	37	645
Aeromonas salmonicida	Isabel Smith 1046	NCTC 10403	37	645
Mycobacterium thermoresistibile	316	NCTC 10409	37	-1
Mycobacterium parafortuitum	310	NCTC 10410	37	-1
Mycobacterium parafortuitum	311	NCTC 10411	37	-1
Salmonella enterica subsp. enterica serotype paratyphi b	10412 SA/11 Duguid 4, 5, 12:b:1, 2	NCTC 10412	37	-1
Salmonella enterica subsp. enterica serotype typhimurium	A 10	NCTC 10413	37	-1
Salmonella enterica subsp. enterica serotype newport	5718 USA	NCTC 10414	37	-1
Salmonella enterica subsp. houtenae serotype seminole	CDC 2010-64	NCTC 10415	37	-1
Alcaligenes odorans	IEM 14/45	NCTC 10416	37	-1
Escherichia coli	MacLeod	NCTC 10418	37	562
Paenibacillus macquariensis	673	NCTC 10419	37	948756
Paenibacillus macquariensis	67	NCTC 10420	37	948756
Paenibacillus macquariensis	683	NCTC 10421	37	948756
Mycobacterium nonchromogenicum	317	NCTC 10424	37	-1
Mycobacterium intracellulare	N 100616	NCTC 10425	37	1767
Cardiobacterium hominis	6573	NCTC 10426	37	2718
Cardiobacterium hominis	6574	NCTC 10427	37	2718
Mycobacterium tomidae	Tomida	NCTC 10428	37	-1
Escherichia coli	E 47a	NCTC 10429	37	562
Escherichia coli	H 54	NCTC 10430	37	562
Salmonella enterica subsp. enterica serotype paratyphi a	Col Sal 3096/58	NCTC 10431	37	-1
Salmonella enterica subsp. enterica serotype champaign	CDC 364/61	NCTC 10433	37	-1
Salmonella enterica subsp. enterica serotype mikawasima	10435 CDC 2219-59 (JT 944) 6, 7:e, n, z15:z50	NCTC 10435	37	-1
Salmonella enterica subsp. salamae serotype clovelly	Col Sal 2268/64 (JT 1283)	NCTC 10436	37	-1
Mycobacterium aurum	358	NCTC 10437	30	-1
Mycobacterium aurum	312	NCTC 10438	37	-1
Mycobacterium aurum	313	NCTC 10439	37	-1
Mycobacterium aurum	309	NCTC 10440	30	-1
Vibrio parahaemolyticus	3053-63	NCTC 10441	37	670
Staphylococcus aureus	SRL 60/13137	NCTC 10442	37	1280
Staphylococcus aureus	SRL 64/9204	NCTC 10443	37	1280
Escherichia coli	w 27	NCTC 10444	37	562
Mycobacterium ulcerans	Clancey	NCTC 10445	30	1809
Streptococcus suis	T 639	NCTC 10446	37	1307
Micrococcus luteus	82	NCTC 10447	30	1270
Arthrobacter agilis	34	NCTC 10448	30	37921
Streptococcus mutans	Sims	NCTC 10449	37	1309
Pseudomonas stutzeri	A 44/65	NCTC 10450	37	-1
Bacillus licheniformis	Kelsey	NCTC 10452	37	1402
Cytophaga	ISO	NCTC 10453	22	-1
Staphylococcus aureus	PS84	NCTC 10455	37	1280
Staphylococcus aureus	PS85	NCTC 10457	37	1280
Salmonella enterica subsp. indica serotype ferlac	JT 786	NCTC 10458	37	-1
Gemella haemolysans	NH	NCTC 10459	37	1379
Yersinia enterocolitica	P 71	NCTC 10460	37	630
Yersinia enterocolitica	P 76	NCTC 10461	37	630
Yersinia enterocolitica	P 72	NCTC 10462	37	630
Yersinia enterocolitica	P 77	NCTC 10463	37	630
Moraxella nonliquefaciens	4663/62	NCTC 10464	37	478
Moraxella osloensis	A 1920	NCTC 10465	37	34062
Mycobacterium ulcerans	Darwin	NCTC 10467	37	1809
Mycobacterium ulcerans	McKenzie	NCTC 10468	37	1809
Butyribacterium limosum	32 GpAS	NCTC 10469	37	-1
Propionibacterium freudenreichii	Hitchner 33	NCTC 10470	37	1744
Bifidobacterium breve	Hayward HA	NCTC 10471	37	1685
Bifidobacterium bifidum	Hayward BTR	NCTC 10472	37	1681
Pseudomonas stutzeri	E. III. 9. 22. 1	NCTC 10473	37	-1
Pseudomonas stutzeri	MD 41. 1	NCTC 10475	37	-1
Yersinia ruckeri	RM-3	NCTC 10476	30	29486
Yersinia ruckeri	RM-12	NCTC 10477	37	29486
Yersinia ruckeri	RM-1	NCTC 10478	30	29486
Haemophilus influenzae	Biotype IV	NCTC 10479	37	727
Salmonella enterica subsp. enterica serotype moscow	27 (K 67)	NCTC 10480	37	-1
Corynebacterium diphtheriae	CN 2000	NCTC 10481	37	1717
Shinella zoogloeoides	I-16-M	NCTC 10482	30	352475
Kluyvera cryocrescens	4	NCTC 10483	37	580
Kluyvera cryocrescens	84 c	NCTC 10484	37	580
Mycobacterium chitae	2502	NCTC 10485	37	-1
Mycobacterium novum	1945	NCTC 10486	30	2492438
Escherichia coli	K 235	NCTC 10487	37	562
Nocardiopsis dassonvillei	IMRU 509	NCTC 10488	37	2014
Nocardiopsis dassonvillei	Babcock IMRU 1250	NCTC 10489	37	2014
Salmonella enterica subsp. arizonae	CDC 740-60	NCTC 10492	37	59203
Salmonella enterica subsp. arizonae	CDC 3064-61	NCTC 10493	37	59203
Salmonella enterica subsp. arizonae	CDC 1195-62	NCTC 10494	37	59203
Mycobacterium chitae	2503	NCTC 10495	30	-1
Mycobacterium novum	1950	NCTC 10496	30	2492438
Mycobacterium nonchromogenicum	1731	NCTC 10497	30	-1
Stenotrophomonas maltophilia	RH 661-1	NCTC 10498	37	40324
Stenotrophomonas maltophilia	RH 873-3	NCTC 10499	37	40324
Brucella abortus	86/8/59	NCTC 10501	37	235
Brucella abortus	292	NCTC 10503	37	235
Brucella abortus	B 3196	NCTC 10504	37	235
Brucella abortus	870	NCTC 10505	37	235
Brucella abortus	C 68	NCTC 10507	37	235
Brucella suis	686	NCTC 10511	37	29461
Brucella ovis	63/290	NCTC 10512	37	236
Arcanobacterium haemolyticum	K 29	NCTC 10513	37	28264
Arcanobacterium haemolyticum	K 501	NCTC 10514	37	28264
Staphylococcus cohnii	1557	NCTC 10515	37	29382
Staphylococcus saprophyticus subsp. saprophyticus	1588	NCTC 10516	37	-1
Staphylococcus warneri	1466	NCTC 10518	37	1292
Staphylococcus epidermidis	1477	NCTC 10519	37	1282
Bordetella parapertussis	PA-3	NCTC 10520	37	519
Bordetella parapertussis	PA-8	NCTC 10521	37	519
Bordetella parapertussis	PA-9	NCTC 10522	37	519
Bordetella parapertussis	PA-15	NCTC 10523	37	519
Bordetella parapertussis	PA-22	NCTC 10524	37	519
Bordetella parapertussis	H-74	NCTC 10525	37	519
Psychrobacter phenylpyruvicus	2863	NCTC 10526	37	29432
Listeria monocytogenes	1071/53	NCTC 10527	37	1639
Listeria innocua	L92/67	NCTC 10528	37	1642
Kingella kingae	4177/66	NCTC 10529	37	504
Staphylococcus chromogenes	1462	NCTC 10530	37	46126
Salmonella enterica subsp. enterica serotype tuebingen	ISC 618	NCTC 10533	37	-1
Pasteurella bettyae	CDC 41-9471	NCTC 10534	37	752
Pasteurella bettyae	CDC 41-5568	NCTC 10535	37	752
Pasteurella bettyae	CDC 41-7170	NCTC 10536	37	752
Escherichia coli	B	NCTC 10537	37	37762
Escherichia coli	K 12	NCTC 10538	37	562
Bordetella bronchiseptica	BR 2	NCTC 10539	37	518
Bordetella bronchiseptica	BR 88 Eldering 22067	NCTC 10540	37	518
Bordetella bronchiseptica	BR 58	NCTC 10541	37	518
Bordetella bronchiseptica	BR 106	NCTC 10542	37	518
Bordetella bronchiseptica	BR 62	NCTC 10543	37	518
Salmonella enterica subsp. enterica serotype sandiego	10544 K 111 4, 12:e, h:e, n, z15	NCTC 10544	37	-1
Salmonella enterica subsp. salamae serotype neasden	JT 1037	NCTC 10545	37	-1
Salmonella enterica subsp. enterica serotype altendorf	10546 297 (JT 177) 4, 12:c:1, 7	NCTC 10546	37	-1
Pasteurella lymphangitidis	Jayaraman II	NCTC 10548	37	-1
Pasteurella lymphangitidis	Jayaraman III	NCTC 10549	37	-1
Pasteurella lymphangitidis	Jayaraman IV	NCTC 10550	37	-1
Yersinia pseudotuberculosis	Jayaraman V	NCTC 10551	37	633
Pasteurella lymphangitidis	Jayaraman VI	NCTC 10552	37	-1
Pasteurella lymphangitidis	Jayaraman VII	NCTC 10553	37	-1
Pasteurella lymphangitidis	Jayaraman VIII	NCTC 10554	37	-1
Haemophilus sp.	S 3105	NCTC 10555	37	-1
Aggregatibacter aphrophilus	Haywood	NCTC 10558	37	732
Noguchia granulosis	ATCC 11479	NCTC 10559	30	-1
Fusobacterium varium	ATCC 8501	NCTC 10560	37	856
Pseudomonas aeruginosa	Col 18	NCTC 10561	37	287
Fusobacterium nucleatum subsp. polymorphum	555A	NCTC 10562	37	-1
Actinobacillus lignieresii	A 2 Type 1	NCTC 10563	37	720
Actinobacillus lignieresii	A 56 Type 1a	NCTC 10564	37	720
Actinobacillus lignieresii	A 3 Type 2	NCTC 10565	37	720
Actinobacillus lignieresii	A 6 Type 3	NCTC 10566	37	720
Actinobacillus lignieresii	A 7 Type 4	NCTC 10567	37	720
Actinobacillus lignieresii	A 13 Type 5	NCTC 10568	37	720
Actinobacillus lignieresii	A 180 Type 6	NCTC 10569	37	720
Megamonas hypermegale	EBF 61/42 Group IV	NCTC 10570	37	158847
Megamonas hypermegale	EBF 58/74	NCTC 10571	37	158847
Megamonas hypermegale	EBF 61/61	NCTC 10572	37	158847
Fusobacterium sp.	EBF 59/96 Group I	NCTC 10573	37	-1
Mycobacterium brunense	2023	NCTC 10574	30	-1
Fusobacterium necrophorum	2352	NCTC 10575	37	859
Fusobacterium necrophorum	2353	NCTC 10576	37	859
Fusobacterium necrophorum	2355	NCTC 10577	37	859
Clostridium perfringens	Jones ?	NCTC 10578	37	1502
Kocuria rosea	A57/66	NCTC 10580	37	1275
Bacteroides fragilis	ATCC 23745	NCTC 10581	37	817
Bacteroides thetaiotaomicron	E 50	NCTC 10582	37	818
Bacteroides vulgatus	E 1	NCTC 10583	37	-1
Bacteroides fragilis	6869/66	NCTC 10584	37	817
Elizabethkingia meningoseptica	422	NCTC 10585	37	238
Chryseobacterium meningosepticum	3375	NCTC 10586	37	-1
Chryseobacterium meningosepticum	6925	NCTC 10587	37	-1
Elizabethkingia meningoseptica	CDC 8388	NCTC 10588	37	238
Chryseobacterium meningosepticum	CDC 8707	NCTC 10589	37	-1
Janthinobacterium lividum	Pn 4S	NCTC 10590	30	29581
Janthinobacterium lividum	Ac 3S	NCTC 10591	30	29581
Corynebacterium matruchotii	C625	NCTC 10592	37	43768
Aquaspirillum serpens	ATCC 12638	NCTC 10593	37	190
Eikenella corrodens	333/54-55	NCTC 10596	37	539
Kurthia zopfii	Barnes F/64/100	NCTC 10597	37	1650
Yersinia enterocolitica	Billups 1803-68	NCTC 10598	37	630
Leclercia adecarboxylata	L 22	NCTC 10599	37	83655
Leclercia adecarboxylata	L 24	NCTC 10600	37	83655
Pasteurella pneumotropica	9022	NCTC 10603	37	-1
Corynebacterium cervicis	9T-phase	NCTC 10604	37	158824
Corynebacterium cervicis	9O-phase	NCTC 10605	37	158824
Corynebacterium cervicis	18T-phase	NCTC 10606	37	158824
Corynebacterium cervicis	A 33O-phase	NCTC 10607	37	158824
Staphylococcus xylosus	CBCC 1839	NCTC 10608	37	1288
Mannheimia haemolytica	S 10R	NCTC 10609	37	75985
