Name	ncbiTaxID	Superkingdom	Phylum	Class	Order	Family	Ecosystem	Environment	Energy Source	Metabolism	Extended Metabolism	Ion for Chemiosmosis	Oxygen Requirement	Min. pH	Max. pH	Avg. Opt. pH	Min. Temp. (°C)	Max. Temp. (°C)	Temp	Pressure for Opt. Temp. (kpa)	Optimum Pressure (Mpa) 	Avg. Opt. salinity (%)	Note	Source	Additional_source	index	TaxID	Strain
Meiothermus taiwanensis	1339250	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Aquatic	Hot spring	Chemoorganoheterotroph	polysaccharide metabolism,aerobic respiration	The type strain can utilize D- cellobiose, D-fructose, D-galactose, D-glucose, D-mannose, D-mannitol, L-rhamnose, D-melibiose, D-sorbitol, D-xylose, lactose, L-arabinose, L-glutamate, maltose, myo-inositol, pyruvate, ribitol, succinate, sucrose, L-asparagine, L-glutamine, L-proline and L-arginine as carbon sources. It does not hydrolyze starch or xylan and does not utilize citrate, D-trehalose, glycerol, malate or L-serine.		Aerobe			8	40	70	55					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-52-5-1647#tab2		444	1339250	
Desulfothermobacter acidiphilus	1938353	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Aquatic	Hot spring									42	70	55					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.002599		445	1938353	
Desulfurella kamchatkensis	79270	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Aquatic	Hot spring									40	70	54					https://pubmed.ncbi.nlm.nih.gov/9731287/		446	79270	
Anoxybacillus kestanbolensis	227476	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aquatic	Hot spring	Chemoorganotroph	fermentation			Facultative Anaerobe	6	10,5	8	40	70	52,5			0,025		https://pubmed.ncbi.nlm.nih.gov/15388701/		447	227476	
Bacillus manusensis	2078954	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aquatic	Hydrothermal field									45	70	52,5					https://pubmed.ncbi.nlm.nih.gov/29458542/		448	2078954	
Anoxybacillus ayderensis	265546	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aquatic	Hot spring	Chemoorganotroph	fermentation	Catalase- and oxidase-positive. Starch and gelatin are hydrolyzed. d-Glucose, d-raffinose, d-sucrose, d-xylose, d-fructose, l-arabinose, maltose and d-mannose are utilized. Nitrate is reduced to nitrite. Urease, indole and H2S are not produced		Facultative Anaerobe	6	11	8	30	70	50			0,015		https://pubmed.ncbi.nlm.nih.gov/15388701/		449	265546	
Bacillus thermophilus	1245522	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Terrestrial	Compost heap									25	70	50					https://pubmed.ncbi.nlm.nih.gov/23396719/		450	1245522	
Anoxybacillus bogrovensis	409997	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aquatic	Hot spring									40	69	65					https://pubmed.ncbi.nlm.nih.gov/18842856/		451	409997	
Pyrinomonas methylaliphatogenes	454194	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Pyrinomonadaceae	Terrestrial	Heated soil									50	69	65					https://pubmed.ncbi.nlm.nih.gov/24048862/		452	454194	
Sulfuracidifex tepidarius	1294262	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Aquatic	Solfataric field	Autotroph,Mixotroph	sulfur-oxidation	They required sulfur or a reduced sulfur compound, and sulfur was oxidized to sulfate. Chemolithoautotrophic or mixotrophic growth utilizing yeast extract or glycogen as carbon sources.		Anaerobe	0,5	5,5	3,5	45	69	65	100		0,007		https://www.microbiologyresearch.org/docserver/fulltext/ijsem/70/3/1837_ijsem003981.pdf?expires=1615919377&id=id&accname=guest&checksum=AF74EE19A063B558019D9A97371BC220		453	1294262	IC-006
Sulfuracidifex tepidarius	1294262	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Aquatic	Solfataric field	Autotroph,Mixotroph	sulfur-oxidation	They required sulfur or a reduced sulfur compound, and sulfur was oxidized to sulfate. Chemolithoautotrophic or mixotrophic growth utilizing yeast extract or glycogen as carbon sources.		Anaerobe	0,4	5,5	3,5	45	69	65	100		0,015		https://www.microbiologyresearch.org/docserver/fulltext/ijsem/70/3/1837_ijsem003981.pdf?expires=1615919377&id=id&accname=guest&checksum=AF74EE19A063B558019D9A97371BC220		454	1294262	IC-007
Desulfothermus naphthae	392844	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Aquatic	Hydrothermal field									50	69	62,5					https://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm01031		455	392844	
Geobacillus thermoglucosidasius	1426	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Terrestrial	Soil sediment	Chemorganotroph	polysaccharide metabolism,aerobic respiration	Acid, but not gas, formed from mannitol, xylose, aesculin, cellobiose, dextrin, fructose, glucose, glycerol, maltose, mannose, rhamnose, sulicin, sorbitol, starch, sucrose, trehalose. No acid produced from adonitol, arabinose, dulcitol, erythritol, galactose, glycogen, inositol, inulin, lactose. 		Aerobe			7,5	42	69	62	101				https://pubmed.ncbi.nlm.nih.gov/23194806/		456	1426	
Parageobacillus thermoglucosidasius	634956	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Terrestrial	Soil sediment	Chemoorganotroph	nitrate-reduction,aerobic respiration	Acid, but not gas, formed from mannitol, xylose, aesculin, cellobiose, dextrin, fructose, glucose, glycerol, maltose, mannose, rhamnose, sulicin, sorbitol, starch, sucrose, trehalose. No acid produced from adonitol, arabinose, dulcitol, erythritol, galactose, glycogen, inositol, inulin, lactose.		Aerobe	6,5	8,5	6,5	42	69	62			<1%	Also known as thermoglucosidans, formerly known as Geobacillus thermoglucosidans	https://pubmed.ncbi.nlm.nih.gov/23194806/		457	634956	C56-YS93
Anoxybacillus salavatliensis	771855	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aquatic	Pipeline sediment									37	69	60					https://pubmed.ncbi.nlm.nih.gov/21077116/		458	771855	
Clostridium thermoautotrophicum	1560	Bacteria	Firmicutes	Clostridia	Clostridales	Clostridiaceae	Aquatic	Hot spring	Chemolithotroph	fermentation	grew chemolithotrophically with H2 plus CO2 as well as chemoorganotrophically with fructose, glucose, glycerate, or methanol. Under both conditions, acetate was the only organic fermentation product formed in significant amounts	H+/Na+	Anaerobe	4,5	7,6	5,7	36	69	56,5	101			also known as Moorella thermoautotrophica	https://link.springer.com/article/10.1007/BF01571158		459	1560	
Inmirania thermothiophila	1750597	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Aquatic	Hot spring									35	68	65					https://pubmed.ncbi.nlm.nih.gov/26582356/		460	1750597	
Calderihabitans maritimus	1246530	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Aquatic	Caldera									55	68	65					https://pubmed.ncbi.nlm.nih.gov/23606483/		461	1246530	
Acetivibrio thermocellus	1515	Bacteria	Firmicutes	Clostridia	Clostridales	Clostridiaceae	Animal	Horse manure	Chemoorganotroph	fermentation	Nitrates not reduced. Acid and gas from cellulose, cellobiose, xylose and hemicelluloses. No fermentation of glucose, fructose, mannose, galactose, arabinose, sucrose, lactose, maltose, melibiose, trehalose, insulin, salicin, dextrin, soluble starch, inositol, sorbitol, dulcitol, mannitol, glycerol, pectin, and gum arabic. Fermentation products include CO2, H2, formic, acetic, lactic, and succinic acids, and ethylalcohol. Hydrogen sulfide not produced		Anaerobe				50	68	60				also known as Clostridium thermocellum, Ruminiclostridium thermocellum	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC357262/		462	1515	
Halothermothrix orenii	373903	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Aquatic	Salt lake	Chemoorganotroph	fermentation	Oxidizes carbohydrates including arabinose, cellobiose, fructose, galactose, glucose, melibiose, mannose, starch, ribose, and xylose but not lactose, maltose, rhamnose, sucrose, sorbose, cellulose, formate, acetate, butyrate, propionate, fumarate, lactate, malate, succinate, adonitol, dulcitol, glycerol, mannitol, Casamino Acids, bio-Typcase, or trimethylamine. The end products of fermentation are acetate, ethanol, H,, and CO,. NaCl and yeast extract are required for growth. 		Anaerobe	5,5	8,2	6,75	45	68	60			0,075	halophilic	https://pubmed.ncbi.nlm.nih.gov/7520742/		463	373903	H 168
Thermosinus carboxydivorans	261685	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Aquatic	Hot spring									40	68	60					https://pubmed.ncbi.nlm.nih.gov/15545483/		464	261685	
Oceanithermus profundus	670487	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Aquatic	Hydrothermal vent	Chemolithoheterotroph	nitrate-reduction	It was able to utilize a wide spectrum of carbohydrates in the presence of either nitrate or oxygen. The highest cell yield was observed in the presence of nitrate with fructose, maltose, sucrose, trehalose, galactose, rhamnose or xylose. It also utilized glucose, lactose and starch, but did not grow with ribose, galactose, arabinose, dextrin or cellobiose. Acetate and propionate were produced during growth with sucrose as a growth substrate and nitrate as the electron acceptor. Nitrite was the only product of denitrification. Strain 506T grew well with complex proteinaceous substrates such as beef extract, tryptone or papaic digest of soybean (1–1·5 g l−1). However, growth was strongly inhibited by higher concentrations of these substrates. The isolate did not grow with Casamino acids or yeast extract as sole sources of carbon and energy, though 100 mg yeast extract l−1 was required for growth. Strain 506T was able to utilize acetate, pyruvate and propionate as growth substrates. It also grew with methanol, ethanol and mannitol, though the cell yield was lower. Strain 506T was able to grow lithoheterotrophically using molecular hydrogen as the energy source, yeast extract as the carbon source and nitrate as the electron acceptor. Other electron acceptors (sulfate, elemental sulfur, thiosulfate, nitrite) did not support growth, regardless of growth substrate.		Facultative Anaerobe	5,5	8,4	7,5	40	68	60			0,03		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.02367-0		465	670487	506, DSM 14977
Carboxydocella thermautotrophica	178899	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XVI. Incertae Sedis	Aquatic	Hot spring									40	68	58					https://pubmed.ncbi.nlm.nih.gov/12508854/		466	178899	
Thermovirga lienii	580340	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Aquatic	Oil well		fermentation,sulfate-reduction	Yeast extract is required for fermentation of pyruvate, serine and 2-oxoglutarate. Substrates that can be utilized only in medium supplied with yeast extract and cystine are as follows: glutamate, alanine, leucine, isoleucine, valine and arginine. The following substrates are not fermented in the presence of yeast extract, but were not tested in medium supplied with cystine: xylose, ribose, sucrose, arabinose, fructose, lactose, mannose, maltodextrin, xylane, cellulose, starch and chitin. Substrates that cannot be utilized in the presence of yeast extract and in the presence or absence of cystine are as follows: H2, glucose, maltose, threonine, glycine, methanol, ethanol, phenol, lactate, acetate, propionate, malate, succinate, citrate and formate. Strain Cas60314T does not perform the Stickland reaction when alanine is provided as electron donor and serine or arginine is provided as electron acceptor. Cystine stimulates growth. Cystine and elemental sulfur, but not thiosulfate, are reduced to hydrogen sulfide. Amorphous Fe(III) does not stimulate growth, and, in its presence, magnetite is not formed		Anaerobe	6,2	8	6,75	37	68	58			0,025		https://pubmed.ncbi.nlm.nih.gov/16825627/		467	580340	Cas60314, DSM 17291
Caloramator proteoclasticus	53342	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Bioreactor	Methanogenic  sludge									30	68	55					https://pubmed.ncbi.nlm.nih.gov/9226895/		468	53342	
Thermincola carboxydiphila	278994	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Aquatic	Hot spring									37	68	55					https://pubmed.ncbi.nlm.nih.gov/16166711/		469	278994	
Thermostilla marina	1742923	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Aquatic	Hydrothermal vent									30	68	55					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.000767		470	1742923	
Thermoanaerobacterium aciditolerans	242698	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Aquatic	Hot spring									37	68	55					https://pubmed.ncbi.nlm.nih.gov/17267961/		471	242698	
Nautilia lithotrophica	128945	Bacteria	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Aquatic	Hydrothermal vent									37	68	53					https://pubmed.ncbi.nlm.nih.gov/12148643/		472	128945	
Thermoanaerobacterium calidifontis	715028	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Aquatic	Hot spring									38	68	52,5					https://pubmed.ncbi.nlm.nih.gov/23661196/		473	715028	
Lebetimonas acidiphila	267990	Bacteria	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Aquatic	Hydrothermal vent									30	68	50					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.63330-0		474	267990	
Rubrobacter calidifluminis	1392640	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Aquatic	Hot stream									43	67,5	60					https://pubmed.ncbi.nlm.nih.gov/24780859/		475	1392640	
Rubrobacter naiadicus	1392641	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Aquatic	Hot stream									43	67,5	60					https://pubmed.ncbi.nlm.nih.gov/24780859/		476	1392641	
Alicyclobacillus cellulosilyticus	1003997	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Industrial	Steamed cedar chips	Chemoautotroph	iron-reduction,aerobic respiration	The following substrates are utilized as single or complex carbon sources: d-cellobiose, d-galactose, d-glucose, d-maltose, d-mannose, d-raffinose (weakly), d-xylose, l-arabinose, lactulose, ribose (weakly), sodium l-lactate, sucrose, malt extract, and malt extract broth. The following substrates are not utilized: d-fructose, d-mannitol, d-sorbitol, d-trehalose, glycerol, glycine, glucosamine hydrochloride, meso-erythritol, myo-inositol, ribitol, sodium acetate, sodium citrate, sodium fumarate, sodium l-malate, sodium propionate, sodium pyruvate, sodium succinate, sodium α-ketoglutarate, α-l-rhamnose, ϵ-amino-n-caproic acid, casamino acids , neopeptone (peptone yeast extract, l-alanine, l-arginine chloride, l-asparagine, sodium l-aspartate, l-glutamine, sodium l-glutamate, l-lysine chloride, l-methionine, l-serine, l-sorbose, and l-threonine.		Aerobe	3,5	6,5	4,8	40	67,5	55			0	cellulolytic, and endospore-forming bacterium	https://pubmed.ncbi.nlm.nih.gov/24711593/		477	1003997	
Anoxybacillus thermarum	404937	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aquatic	Hot spring									55	67	65					https://pubmed.ncbi.nlm.nih.gov/19710998/		478	404937	
Hydrogenophilus hirschii	85993	Bacteria	Proteobacteria	Hydrogenophilalia	Hydrogenophilales	Hydrogenophilaceae	Aquatic	Hot spring									50	67	63					https://pubmed.ncbi.nlm.nih.gov/11321094/		479	85993	
Planifilum fulgidum	201973	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Terrestrial	Compost heap (hyperthermal)									50	67	62,5					https://pubmed.ncbi.nlm.nih.gov/16166716/		480	201973	
Caldanaerobius fijiensis	456330	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Aquatic	Hot spring									40	67	61,5					https://pubmed.ncbi.nlm.nih.gov/18319475/		481	456330	
Anoxybacillus kamchatkensis	196180	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Terrestrial	Heated soil									38	67	60					https://pubmed.ncbi.nlm.nih.gov/16142505/		482	196180	
Desulfurispora thermophila	265470	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Industrial	Acidic water treatment									40	67	60					https://pubmed.ncbi.nlm.nih.gov/17473265/		483	265470	
Thermoplasma volcanium	273116	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Aquatic	Solfataric field	Organotroph	sulfur-reduction	Best growth was obtained in the presence of elemental sulfur. In the absence of sulfur, growth was much weaker, yielding final cell concentrations about 10 times lower than with sulfur. Without sulfur, growth was completely inhibited by CO2. addition of elemental sulfur had no influence on growth and neither H2S nor H2S04 were observed as products. All isolates require yeast extract for growth as was shown for T. acidophilum. Yeast extract was replaceable by extracts of meat.	?H+	Facultative Anaerobe	1	4	2	33	67	60	300				https://www.sciencedirect.com/science/article/abs/pii/S0723202088800316	https://link.springer.com/referenceworkentry/10.1007%2F0-387-30743-5_2	484	273116	GSS1
Tepidimicrobium xylanilyticum	1123352	Bacteria	Firmicutes	Tissierellia			Bioreactor	Thermophilic anaerobic digester									25	67	60					https://pubmed.ncbi.nlm.nih.gov/19625437/		485	1123352	
Methylothermus thermalis	317575	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylothermaceae	Aquatic	Hot spring									37	67	58					https://pubmed.ncbi.nlm.nih.gov/16166682/		486	317575	
Anoxybacillus rupiensis	311460	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aquatic	Hot spring									35	67	55					https://pubmed.ncbi.nlm.nih.gov/17505776/		487	311460	
Anoxybacillus tepidamans	265948	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aquatic	Heated soil									39	67	55					https://pubmed.ncbi.nlm.nih.gov/15545484/		488	265948	
