Name	Strain	Temp	Source_ID	ncbiTaxID	Genome
Boseongicola sp	MME-063	26	CECT 8865	-1	
Boseongicola sp	MME-043	30	CECT 8866	-1	
Mycobacterium lentiflavum	HCUV-349758	37	CECT 8867	141349	
Octadecabacter ascidiaceicola	RA1-3	26	CECT 8868	1655543	GCA_900185015.1
Maribacter confluentis	SSK2-2	30	CECT 8869	1656093	
Alteromonas confluentis	DSSK2-12	30	CECT 8870	1656094	GCA_001757105.1
Primorskyibacter insulae	SSK3-2	30	CECT 8871	-1	GCA_900302505.1
Streptococcus caprae	DICM07-002790-1C	37	CECT 8872	1640501	
Blastococcus capsensis	BMG 804	30	CECT 8876	1564163	
Blastococcus sp	BMG 813	26	CECT 8877	-1	
Blastococcus sp	BMG 814	30	CECT 8878	-1	
Blastococcus sp	BMG 817	26	CECT 8879	-1	
Blastococcus sp	BMG 8361	26	CECT 8880	-1	
Blastococcus sp	BMG 823	30	CECT 8881	-1	
Blastococcus sp	BMG 835	30	CECT 8883	-1	
Blastococcus xanthinilyticus	BMG 862	30	CECT 8884	1564164	
Geodermatophilus sp	BMG 8131	26	CECT 8885	-1	
Marinomonas spartinae	SMJ19	26	CECT 8886	1792290	GCA_900089775.1
Marinomonas spartinae	SMJ28	26	CECT 8887	1792290	
Vibrio madracius	LMG 28124	26	CECT 8889	1342818	GCA_000695745.1
Paenibacillus baekrokdamisoli	Back-11	26	CECT 8890	1712516	GCF_014191785 
Caecibacterium sporoformans	V19-240a1aT	37	CECT 8891	915180	
Harryflintia acetispora	V20-281a	37	CECT 8892	1849041	
Massilia violacea	Cavio	30	CECT 8897	-1	
Maliponia aquimaris	MM-10	30	CECT 8898	1673631	GCA_900184945.1
Flavimaricola marinus	MDM-7	30	CECT 8899	1819565	GCA_900184895.1
Neolewinella aquimaris	HDW-36	26	CECT 8901	1835722	GCF_014197245.1
Campylobacter lari	LMG 8846	37	CECT 8907	201	GCA_900111465.1; 
Stappia indica	MCCC 1A01226	26	CECT 8909	538381	
Pantoea agglomerans	M3G-V-16	30	CECT 8910	549	
Bacillus methylotrophicus	M3G-V-25	30	CECT 8911	-1	
Pseudomonas plecoglossicida	M3G-V-24	30	CECT 8912	70775	
Bacillus cereus	M3G-V-12(A)	30	CECT 8913	1396	
Bacillus methylotrophicus	M3G-V-26	30	CECT 8914	-1	
Arthrobacter paludis	CAU 9143	30	CECT 8917	1069475	
Tumebacillus soli	CAU 11108	37	CECT 8918	1229157	
Oryzisolibacter propanilivorax	EPL6	30	CECT 8927	1527607	GCA_900103645.1
Neptuniibacter pectenicola	LFT 1.8	26	CECT 8936	1806669	GCA_001597735.1
Neptuniibacter pectenicola	LRS 1.6	26	CECT 8937	1806669	
Neptuniibacter marinus	ATR 1.1	26	CECT 8938	1806670	GCA_001597725.1
Neptuniibacter marinus	UV 2.5	26	CECT 8939	1806670	
Neptunomonas phycophila	3CM2.5	26	CECT 8940	1572645	GCA_001922565.1
Neptunomonas phycophila	2CH2.2	26	CECT 8941	1572645	
Poseidonibacter lekithochrous	LFT 1.7	26	CECT 8942	1904463	
Poseidonibacter lekithochrous	TM 4.6	22	CECT 8943	1904463	
Lactiplantibacillus plantarum	J16, ENOLAB 4606	37	CECT 8944	1590	
Pseudoalteromonas aestuariivivens	DB-2	30	CECT 8945	1698800	
Marivivens donghaensis	AM-4	30	CECT 8947	1699413	
Faunimonas pinastri	A52C2	30	CECT 8949	1855383	GCA_900110915.1
Olivibacter sp	A37T4	30	CECT 8950	-1	
Mucilaginibacter sp	A37T11	30	CECT 8951	-1	GCA_900109895.1
Achromobacter sp	S8	26	CECT 8952	-1	
Terrimonas sp	S21	26	CECT 8953	-1	
Sphingobium sp	S3	26	CECT 8955	-1	
Mycobacterium sp	S22	26	CECT 8956	-1	
Mycobacterium sp	S23	26	CECT 8957	-1	
Herbinix luporum	SD1D	55	CECT 8959	1679721	
Actinophytocola algeriensis	DSM 46746	30	CECT 8960	1768010	
Streptosporangium becharense	DSM 46887	30	CECT 8961	1816182	GCF_014191075 
Winogradskyella sp	a322	30	CECT 8971	-1	
Facklamia sp	1548-02	37	CECT 8972	-1	
Facklamia sp	2320B-03	37	CECT 8973	-1	
Paludibacterium purpuratum	KJ031	30	CECT 8976	1144873	GCF_004363805 
Vogesella sp	KJ032	30	CECT 8977	-1	
Runella palustris	HMF3829	26	CECT 8978	1681844	
Winogradskyella maritima	HME9613	26	CECT 8979	1517766	
Aeromonas sp	1178C	30	CECT 8980	-1	
Aeromonas sp	113634	30	CECT 8981	-1	
Aeromonas sp	AOSE3-14A	30	CECT 8982	-1	
Arcobacter sp	F161-33	30	CECT 8983	-1	
Malaciobacter canalis	F138-33	30	CECT 8984	1912871	GCA_002723485.1
Arcobacter sp	F142-34	30	CECT 8985	-1	
Arcobacter sp	F146-38	30	CECT 8986	-1	
Arcobacter sp	W112-28	30	CECT 8987	-1	
Arcobacter sp	F151-37	30	CECT 8988	-1	
Arcobacter sp	F155-33	30	CECT 8989	-1	
Arcobacter sp	F157-43	30	CECT 8990	-1	
Arcobacter sp	F157-44	30	CECT 8991	-1	
Arcobacter ebronensis	W129-34	30	CECT 8993	-1	
Arcobacter lacus	RW43-9	30	CECT 8994	1912876	GCA_003063295.1
Bifidobacterium pseudocatenulatum	M115	37	CECT 8996	28026	
Lactobacillus plantarum	LL441	30	CECT 8997	-1	
Lactococcus garvieae	IPLA 31405	30	CECT 8998	1181234	
Halorubrum sp	V5	37	CECT 9000	-1	
Haloarcula sp	SL3	37	CECT 9001	-1	
Geodermatophilus pulveris	BMG 825	30	CECT 9003	1564159	GCA_900188375.1
Bergeyella porcorum	1350-03	37	CECT 9006	1735111	
Bergeyella porcorum	DICM11-00233-2A	37	CECT 9007	1735111	
Bergeyella porcorum	DICM11-00234-2A	37	CECT 9008	1735111	
Bergeyella porcorum	612A-03	37	CECT 9009	1735111	
Bacillus aryabhattai	BA03	30	CECT 9010	-1	
Raineya orbicola	SPSPC-11	45	CECT 9012	2016530	GCA_002843425.1
Rhizobium favelukesii	LPU83	26	CECT 9014	348824	
Micromonospora vinacea	GUI63	30	CECT 9019	709878	
Micromonospora noduli	GUI43	30	CECT 9020	709876	GCA_003264365.1
Micromonospora ureilytica	GUI23	30	CECT 9022	709868	
Modestobacter caceresii	KNN 45-2b	30	CECT 9023	1522368	GCA_000761485.1
Fulvivirga lutimaris	TM-6	30	CECT 9024	1819566	
Pseudoroseicyclus aestuarii	DB-4	30	CECT 9025	1795041	GCA_003217255.1
Vibrio spartinae	SMJ21	30	CECT 9026	1918945	GCF_900149295 
Vibrio palustris	EAod9	30	CECT 9027	1918946	GCA_900162645 
Grimontia celer	96-237	26	CECT 9029	1796497	
Frankia elaeagni	BMG5.12	28	CECT 9031	-1	
Frankia coriariae	BMG5.1	28	CECT 9032	-1	GCA_001017755.1
Frankia canadensis	ARgP5	28	CECT 9033	1836972	
Frankia alni	ACN14a	28	CECT 9034	326424	
Frankia torreyi	CpI1	28	CECT 9035	1856	GCA_000948395.1
Frankia sp	BMG5.23	28	CECT 9036	-1	
Frankia inefficax	EuI1c	28	CECT 9037	-1	
Frankia irregularis	G2	28	CECT 9038	-1	
Frankia sp	EUN1h	28	CECT 9039	-1	GCA_001854695.1
Frankia asymbiotica	M16386	28	CECT 9040	-1	GCA_001983105.1
Frankia soli	Cj	28	CECT 9041	-1	GCA_001854695.1
Frankia discariae	BCU110501	28	CECT 9042	-1	GCA_000373365.1
Frankia casuarinae	CcI3	28	CECT 9043	106370	
Promicromonospora sp	MB19	30	CECT 9044	-1	
Saccharothrix isguenensis	MB27	30	CECT 9045	1816181	
Saccharothrix ghardaiensis	MB46	30	CECT 9046	1912211	
Planomonospora algeriensis	PM3	30	CECT 9047	1846211	
Marinomonas gallaica	Cmf 17.2	26	CECT 9049	1806667	GCA_001639745.1
Marinomonas atlantica	Cmf 18.22	26	CECT 9050	1806668	GCA_001639725.1
Hymenobacter marinus	KJ035	30	CECT 9069	1278057	
Hymenobacter sp	MC1A	26	CECT 9070	-1	GCA_001483135.1
Rossellomorea vietnamensis	EAR8	30	CECT 9072	218284	
Kushneria phyllosphaerae	EAod3	30	CECT 9073	2100822	GCA_900312995.1
Kushneria sp	EAod4	30	CECT 9074	-1	
Kushneria endophytica	EAod7	30	CECT 9075	2269386	
Staphylococcus sp	RA18	30	CECT 9076	-1	
Halomonas radicis	EAR18	30	CECT 9077	2759926	
Pseudoalteromonas sp	RA8	30	CECT 9078	-1	
Pseudoalteromonas rhizosphaerae	RA15	30	CECT 9079	2518973	
Salinicola sp	SMJ30	30	CECT 9080	-1	
Salinicola sp	SMJ32	30	CECT 9081	-1	
Vibrio sp	RA1	30	CECT 9082	-1	
Micrococcus sp	EAod10	30	CECT 9083	-1	
Pseudomonas fildesensis	KG01	26	CECT 9084	1674920	GCA_001050345.1
Flavobacterium kingsejongi	WV39	26	CECT 9085	1678728	GCA_003076475.1
Virgibacillus sp	Virgibacillus C4	37	CECT 9086	-1	
Emticicia paludis	HMF3850	26	CECT 9087	1681837	
Mucilaginibacter sp	HME9299	30	CECT 9088	-1	GCF_009755275
Thalassotalea sp	PP2-459	26	CECT 9089	-1	
Vibrio barjaei	3062	26	CECT 9090	1676683	GCA_001639065.2
Pseudomonas turukhanskensis	IB1.1	30	CECT 9091	1806536	
Paracoccus sp	1011MAR3C25	30	CECT 9092	-1	GCA_003591515.1
Acidovorax sp	1011MAR4D40.2	30	CECT 9093	-1	GCA_003581445.1
Bradyrhizobium centrosematis	A9	30	CECT 9095	1300039	
Bradyrhizobium americanum	CMVU44	30	CECT 9096	1300045	
Rhizobium aegyptiacum	1010	30	CECT 9098	1764550	
Mesorhizobium olivaresii	CPS13	30	CECT 9099	552734	
Vibrio sonorensis	CAIM 1076	30	CECT 9100	1004316	GCA_001854765.1
Mesorhizobium japonicum	MAFF 303099	30	CECT 9101	266835	GCA_000009625.1
Salinibacter altiplanensis	AN15	30	CECT 9105	1803181	GCA_002894645.1
Salinibacter altiplanensis	AN4	30	CECT 9106	1803181	GCA_002894605.1
Salinibacter altiplanensis	LL19	30	CECT 9107	1803181	GCA_002894625.1
Vibrio vulnificus	CCUG 11255	30	CECT 9109	672	
Gluconobacter cerinus	1.4	30	CECT 9110	38307	
Acinetobacter baumannii	DSM 30007	30	CECT 9111	470	GCA_000369385.1
Campylobacter jejuni	DSM 4688	37	CECT 9112	197	GCA_000254515.1
Vibrio furnissii	DSM 14383	30	CECT 9113	29494	
Vibrio parahaemolyticus	DSM 101031	30	CECT 9114	670	
Halorubrum sp	B52	37	CECT 9115	-1	
Halorubrum sp	B53	37	CECT 9116	-1	
Spiribacter roseus	SSL50	37	CECT 9117	1855875	
Salinivibrio kushneri	IB563	37	CECT 9118	1908198	GCA_001995785.1
Salinivibrio sp	ML198	37	CECT 9119	-1	GCA_001996015.1
Salinivibrio sp	ML323	37	CECT 9120	-1	GCA_001995745.1
Salinibacter ruber	SP273	30	CECT 9122	146919	GCA_002894575.1
Salinibacter ruber	ST67	30	CECT 9123	146919	GCA_002290345.1
Paenibacillus hispanicus	AMTAE16	30	CECT 9124	1851510	
Paenibacillus tritici	RTAE36	30	CECT 9125	1873425	
Brevundimonas canariensis	GTAE24	30	CECT 9126	1904756	
Zunongwangia endophytica	CPA58	30	CECT 9128	1808945	
Altericroceibacterium endophyticum	BR75	30	CECT 9129	1808508	GCF_009827595.1
Alteriqipengyuania halimionae	CPA5	30	CECT 9130	1926630	GCF_009827575.1
Saccharospirillum correiae	CPA1	30	CECT 9131	1808867	
Bifidobacterium longum	IPLA20022	37	CECT 9132	216816	
Acinetobacter dijkshoorniae	JVAP01	37	CECT 9134	-1	
Escherichia fergusonii	1601306-18	37	CECT 9135	564	
Clostridioides difficile	PHRT17	37	CECT 9136	1496	
Clostridioides difficile	5754	37	CECT 9137	1418114	
Clostridioides difficile	RT10	37	CECT 9138	1496	
Arcobacter caeni	RW17-10	26	CECT 9140	1912877	GCA_003063245.1
Arcobacter sp	W129-99	30	CECT 9141	-1	
Aeromonas sp	F155-44	30	CECT 9142	-1	
Cronobacter muytjensii	CIP 103581	30	CECT 9143	413501	GCA_000409285.1; GCA_001277195.1
Yersinia enterocolitica	CIP 106945	30	CECT 9144	630	GCA_000253175.1
Campylobacter ornithocola	WBE38	37	CECT 9147	1848766	GCA_001705345.1
Novosphingobium sp	HS2aR	30	CECT 9150	-1	
Enterococcus faecalis	CIP 100750	37	CECT 9151	1351	
Staphylococcus aureus	CIP 110856	37	CECT 9152	1280	
Neisseria gonorrhoeae	CIP 103711	37	CECT 9154	485	
Herbivorax saccincola	GGR1	55	CECT 9155	-1	GCA_002844395.1
Jeotgalibaca porci	1804-02	30	CECT 9156	1868793	
Jeotgalibaca arthritidis	1805-02	30	CECT 9157	1868794	
Microvirga sp	M8	30	CECT 9163	-1	GCA_009296195.1
Pseudomonas caspiana	FBF102	30	CECT 9164	1451454	GCA_002158995.1
Mesorhizobium helmanticense	CSLC115N	30	CECT 9168	1776423	GCA_003034915.1
Rhizobium zeae	CRZM18R	30	CECT 9169	1905846	
Bacillus terrae	RA9	30	CECT 9170	-1	GCA_003605405.1
Delftia rhizosphaerae	RA6	30	CECT 9171	1915059	
Salinivibrio kushneri	AL184	37	CECT 9177	1908198	GCA_001995845.1
Neisseria sp	DICM15-00308	37	CECT 9178	-1	
Streptococcus ovuberis	VB15-00779	37	CECT 9179	1936207	
Stenotrophomonas bentonitica	BII-R7	30	CECT 9180	1450134	
Vibrio toranzoniae	96-373	26	CECT 9181	1194427	
Vibrio toranzoniae	96-376	26	CECT 9182	1194427	
Pseudonocardia nigra	ATK03	30	CECT 9183	1921578	
Psychrobacter pasteurii	CIP 110853	30	CECT 9184	1945520	GCA_900162815.1
Psychrobacter piechaudii	CIP 110854	30	CECT 9185	1945521	GCA_900162825.1
Blastomonas quesadae	912	30	CECT 9186	1909751	
Arcobacter sp	FW-54	30	CECT 9188	-1	
Photobacterium toruni	H01100410B	26	CECT 9189	1935446	GCA_900166975.1
Photobacterium malacitanum	H27100402H	22	CECT 9190	2204294	GCA_900185615.1
Photobacterium aquimaris	413B	22	CECT 9191	512643	
Photobacterium andalusiense	H01100409B	22	CECT 9192	2204296	GCA_900185625.1
Kiloniella majae	M146.1	26	CECT 9193	1938558	
Kiloniella majae	SBRF 1.10	26	CECT 9194	1938558	
Kiloniella majae	M56.1	26	CECT 9195	1938558	GCA_002118315.1
Arcobacter sp	F156-34	30	CECT 9197	-1	
Escherichia coli	CB390	37	CECT 9198	562	
Azospirillum brasilense	JCM 1225	30	CECT 9199	192	
Azospirillum brasilense	JCM 1226	30	CECT 9200	192	
Azotobacter sp	JCM 2964	30	CECT 9201	-1	
Azospirillum formosense	JCM 17639	30	CECT 9202	861533	
Azotobacter vinelandii	JCM 20040	30	CECT 9203	354	
Azotobacter beijerinckii	JCM 20742	30	CECT 9204	170623	GCA_900110885.1
Azotobacter vinelandii	JCM 21475	30	CECT 9205	354	
Azotobacter salinestris	JCM 21483	30	CECT 9206	69964	
Azospirillum agricola	JCM 30827	30	CECT 9207	1720247	
Saezia sanguinis	CNM 695-12	37	CECT 9208	1965230	GCA_003991585.1
Paenibacillus sp	CNM 866-07	37	CECT 9209	-1	
Paenibacillus sp	CNM 839-10	37	CECT 9210	-1	
Paenibacillus sp	CNM 196-06	37	CECT 9211	-1	
Paenibacillus sp	CNM 827-05	37	CECT 9212	-1	
Paenibacillus sp	CNM 1083-07	37	CECT 9213	-1	
Luteitalea pratensis	HEG_-6_39	30	CECT 9215	1855912	GCA_001618865.1
Aliarcobacter cryaerophilus	LMG 10210	30	CECT 9218	28198	GCA_002992935.1
Aliarcobacter cryaerophilus	LMG 9865	30	CECT 9219	28198	GCA_006508125.1
Arcobacter cryaerophilus	LMG 10229	30	CECT 9220	-1	GCA_002993045.1
Bradyrhizobium cajani	AMBPC1010	30	CECT 9227	1928661	
Marinobacter aquaticus	M6-53	37	CECT 9228	1935995	
Kocuria salina	Hv14b	30	CECT 9229	1929416	
Aliarcobacter vitoriensis	F199	30	CECT 9230	2011099	
Paenibacillus helianthi	P3E	30	CECT 9231	1349432	GCA_001909045.1
Burkholderia catarinensis	89	30	CECT 9233	1108140	
Aridibacter sp	S24_14_G11	26	CECT 9234	-1	
Aridibacter nitratireducens	A24_SHP_-5_238	26	CECT 9235	1911421	
Citrobacter portucalensis	A60	37	CECT 9236	1639133	GCA_002042885.1
Citrobacter sp	A316	37	CECT 9237	-1	GCA_002042945.1
Spiribacter aquaticus	SP30	37	CECT 9238	1935996	
Solirubrobacter sp	0141_2	26	CECT 9239	-1	
Solirubrobacter sp	0166_1	26	CECT 9240	-1	
Usitatibacter rugosus	0125_3	26	CECT 9241	2732067	
Usitatibacter palustris	Swamp67	26	CECT 9242	2732487	
Terricaulis silvestris	0127_4	26	CECT 9243	2686094	
Pedobacter ruber	AB13; 160111 SFS 10	26	CECT 9246	-1	
Bacillus simplex	AB14; 160118 FC 3	26	CECT 9247	-1	
Sphingomonas yantingensis	AB15; 160201 MG 2	26	CECT 9248	1241761	
Paenibacillus sp	AB16; 161107 CRN 1	26	CECT 9249	-1	
Novosphingobium sp	AB17; 161114 CRA 3	26	CECT 9250	-1	
Mycobacterium frederiksbergense	AB18; 161114 CSA 3	26	CECT 9251	-1	
Aeromicrobium sp	UB9; 161013MAM34	26	CECT 9252	-1	
Williamsia maris	UB10; 161021MVT27	26	CECT 9253	72806	
Nocardia cummidelens	UB11; 161024MVT01	26	CECT 9254	-1	
Mycobacterium frederiksbergense	UB12; 161021MVT49	26	CECT 9255	-1	
Mycobacterium frederiksbergense	UB13; 161027MVT127	26	CECT 9256	-1	
Mycobacterium frederiksbergense	UB14; 161021MVT46	26	CECT 9257	-1	
Flavobacterium sp	UB15; 161024MVT172	26	CECT 9258	-1	
Herminiimonas sp	UB16; 161021MVT37	26	CECT 9259	-1	
Herminiimonas glaciei	UB17; 161013MAM21	26	CECT 9260	523788	
Pseudomonas sp	UB18; 161013MAM08	26	CECT 9261	-1	
Paenibacillus borealis	UB19; 161021MVT59	26	CECT 9262	160799	
Chryseobacterium sp	UB2; 20160502FVL110	26	CECT 9270	-1	
Sphingopyxis italica	UB6; 20160502RIB263	26	CECT 9271	1129133	
Dyadobacter sp	AB1; 151221 SFS 2	26	CECT 9275	-1	GCF_907164905
Deinococcus seoulensis	AB2; 160111 SFS 20	22	CECT 9276	1837379	
Brevundimonas bullata	AB4; 160427 MSN 3	22	CECT 9277	13160	
Roseomonas sp	AB11; 160606 SFS 39	26	CECT 9278	-1	
Nocardioides sp	AB12; 160606 SFS 40	22	CECT 9279	-1	
Sphingomonas sp	AB19; 170119 CRA 01	26	CECT 9283	-1	
Methylobacterium persicinum	AB20; 170119 CRA 02	26	CECT 9284	374426	
Rhodococcus corynebacterioides	AB21; 170119 CSA 01	26	CECT 9285	53972	
Sphingomonas sp	AB22; 170119 CSA 02	26	CECT 9286	-1	
Mycobacterium hodleri	AB23; 170119 PSA 04	26	CECT 9287	-1	
Flavobacterium sp	UB20; 130122 CR 30	26	CECT 9288	-1	GCF_918731615
Polaromonas sp	UB4; 20160502 NAQ 285	20	CECT 9289	-1	
Bosea sp	UB21; 130122 OI 19	26	CECT 9290	-1	
Hydrogenophaga sp	UB22; 130820 CR 17	26	CECT 9291	-1	
Chryseobacterium sp	UB24; 130820 UF 26	26	CECT 9293	-1	
Cloacibacterium normanense	UB25; 130820 OI 09	26	CECT 9294	237258	
Arcobacter cryaerophilus	LMG 9065	30	CECT 9296	-1	GCA_002993025.1
Aliarcobacter cryaerophilus	LMG 9871	30	CECT 9298	28198	
Arcobacter sp	AHV-9/2010	30	CECT 9299	-1	
Vibrio proteolyticus	DCF12.2	26	CECT 9300	671	
Sphingorhabdus profundilacus	AB5; 160606 SFS 30	26	CECT 9302	2509718	
Flavobacterium aquatile	AB7; 160411 SFS 14	26	CECT 9303	245	
Mesorhizobium sp	LMG 30179 (BD68)	30	CECT 9304	-1	GCA_002879535.1
Mesorhizobium sanjuanii	LMG 30060 (BSA136)	30	CECT 9305	2037900	GCA_002529485.1
Haloferax sp	Arc-Hr	37	CECT 9307	-1	GCA_001368915.1
Peptoniphilus sp	KHD4	37	CECT 9308	-1	GCA_900099555.1
Kallipyga sp	Marseille-P2746	37	CECT 9309	-1	GCA_900290095.1
Frankia sp	BMG5.36	28	CECT 9310	-1	GCA_001854805.1
Frankia sp	BMG5.37	28	CECT 9311	-1	
Frankia sp	BMG5.45	28	CECT 9312	-1	
Frankia sp	Cc1.17	28	CECT 9313	-1	GCA_001854655.1
Frankia saprophytica	CN3	28	CECT 9314	-1	GCA_000235425.3
Frankia sp	EI5c	28	CECT 9315	-1	GCA_001636565.1
Frankia sp	NRRL B-16459	28	CECT 9316	-1	
Brevundimonas kwangchunensis	UB26; 170320A1M38	26	CECT 9317	322163	
Variovorax boronicumulans	UB27; 170320A3M1	26	CECT 9318	436515	
Pseudoxanthomonas japonensis	AB28; 170207 BCN 22	26	CECT 9319	69284	
Rheinheimera chironomi	AB31; 170217 CSF 01	26	CECT 9320	-1	
Chryseobacterium sp	AB32; 170217 CFS 06	26	CECT 9321	-1	
Pararhizobium sp	UB28; 170327A4M32	26	CECT 9322	-1	
Sphingomonas sp	UB29; 170327A5M3	26	CECT 9323	-1	
Rhizobium sp	UB30; 170327A5M9	26	CECT 9324	-1	
Bosea sp	UB31; 170327A5M12	26	CECT 9325	-1	
Caulobacter sp	UB32; 170327A5M43	26	CECT 9326	-1	
Aliarcobacter vitoriensis	FW-59	30	CECT 9327	2011099	
Arcobacter sp	FW-4	30	CECT 9328	-1	
Arcobacter sp	FW-53	30	CECT 9329	-1	
Arcobacter sp	FW-61	30	CECT 9330	-1	
Bacillus sp	JR3	30	CECT 9334	-1	
Salinicola halimionae	CPA60	30	CECT 9338	1949081	GCA_003206065.1
Salinicola aestuarinus	CPA62	30	CECT 9339	1949082	GCA_003206645.1
Salinicola endophyticus	CPA92	30	CECT 9340	1949083	GCA_003206575.1
Salinicola halophyticus	CR45	30	CECT 9341	1808881	GCA_003206695.1
Salinicola lusitanus	CR50	30	CECT 9342	1949085	GCA_003206045.1
Bacillus safensis	BC09	37	CECT 9344	561879	GCA_003254445.1
Acinetobacter lwoffii	AB26; 170207 BCN 18	26	CECT 9347	28090	
Acidovorax delafieldii	AB27; 170207 BCN 21	26	CECT 9348	47920	
Bacillus sp	AB30; 170207 BCN 04 A	26	CECT 9349	-1	
Bacillus sp	AB30; 170207 BCN 04 B	26	CECT 9350	-1	
Blastomonas sp	AB24; 170119 RLA 01 yellow	26	CECT 9351	-1	
Blastomonas sp	AB24; 170119 RLA 01 orange	26	CECT 9352	-1	
Saccharomonospora sp	LRS4.154	37	CECT 9353	-1	GCA_002077655.1
Actinoalloteichus sp	GBA 129-24	26	CECT 9354	-1	
Actinoalloteichus sp	ADI 127-17	26	CECT 9355	-1	
Flavobacterium succinicans	AB3; 160411 SFS 10	26	CECT 9356	29536	
Ideonella sp	AB10; 160411 SFS 6	26	CECT 9357	-1	
Microbacterium azadirachtae	AB34; 170419 OI 07	26	CECT 9358	582680	
Sphingobium limneticum	AB29; 170206 PSA 01	26	CECT 9359	1007511	
Bacillus sp	AB33; 170307 D3 2	26	CECT 9360	-1	
Sphingobium sp	UB33; 170512 A1D47	26	CECT 9361	-1	
Blastomonas sp	UB34; 170512 A4D 12	26	CECT 9362	-1	
Pseudomonas peli	UB36; 170518 A3D 05	26	CECT 9363	592361	
Brevundimonas albigilva	UB35; 170518 A2D 16	26	CECT 9364	1312364	
Pelagibaculum spongiae	Hp12	20	CECT 9367	2080658	GCA_003097315.1
Micromonospora phytophila	SG15	30	CECT 9369	709888	
Micromonospora luteiviridis	SGB14	30	CECT 9370	709896	
Bryobacter sp	A4_-5_2	26	CECT 9372	-1	
Pseudomonas edaphica	RD25	30	CECT 9373	2006980	GCA_005863185.1
Nocardia sp	GTS18	30	CECT 9374	-1	
Nonomuraea sp	MTC26	30	CECT 9375	-1	
Streptomyces sp	ATD211	30	CECT 9376	-1	
Streptomyces sp	NRH12	30	CECT 9377	-1	
Jiangella anatolica	GTF31	30	CECT 9378	2670374	GCA_003236295.1
Spiribacter sp	SP10B	37	CECT 9383	-1	
Halorientalis pallida	F13-25	37	CECT 9384	2479928	GCA_004118325.1
Halosegnis rubeus	F17-44	37	CECT 9385	2212850	GCA_009184545.1
Halonotius aquaticus	F13-13	37	CECT 9386	2216978	GCA_003605575.1
Chryseobacterium sp	AB38; 170515 CSA 02	26	CECT 9390	-1	
Chryseobacterium daeguense	AB37; 170515 CSA 01	26	CECT 9391	412438	
Novosphingobium sp	AB39; 170515 CSA 10	26	CECT 9392	-1	
Chryseobacterium sp	AB40; 170515 CSA 11	26	CECT 9393	-1	
Photobacterium carnosum	TMW 2.2021	15	CECT 9394	2023717	GCA_002849605.1
Rheinheimera sp	AB41; 170531 FC 08	26	CECT 9395	-1	
Sphingobium sp	AB46; 170531 PT 17	26	CECT 9396	-1	
Rhodoferax sp	AB43; 170531 PT 08	26	CECT 9397	-1	
Chryseobacterium indoltheticum	170531 PT 15	26	CECT 9399	254	
Novispirillum itersonii	AB44; 170531 PT 14	26	CECT 9400	189	
Pseudomonas bohemica	IA19	30	CECT 9403	2044872	GCA_002934685.1
Xanthomonas prunicola	IVIA 3287.1	26	CECT 9404	2053930	GCA_002846205.1
Xanthomonas prunicola	IVIA 3287.2	26	CECT 9405	2053930	
Xanthomonas prunicola	IVIA 3287.3	26	CECT 9406	2053930	
Frigoriglobus tundricola	PL17	22	CECT 9407	2774151	
Paenibacillus sp	CNM 1430-10	37	CECT 9414	-1	
Paenibacillus sp	CNM 1116-12	37	CECT 9415	-1	
Paenibacillus sp	CNM 1623-07	37	CECT 9416	-1	
Phyllobacterium salinisoli	LLAN61	30	CECT 9417	1899321	GCA_003335045.1
Roseovarius ramblicola	D15	30	CECT 9424	2022336	
Domibacillus sp	AB47; 170613 D3 03	26	CECT 9426	-1	
Blastomonas sp	AB48; 170614 PSA 03	26	CECT 9427	-1	
Sphingopyxis sp	AB49; 170613 PSB 04	26	CECT 9428	-1	
Rheinheimera sp	AB50; 170703 FC 10	26	CECT 9429	-1	
Massilia sp	UB23; 130820 CR 18	26	CECT 9437	-1	
Actinobacillus suis	DSM 22433	37	CECT 9438	716	GCA_000739435.1
Gramella echinicola	DSM 19838	26	CECT 9439	-1	
Mesonia algae	DSM 15361	26	CECT 9441	213248	
Pectinatus cerevisiiphilus	DSM 20467	30	CECT 9442	86956	
Salegentibacter salegens	DSM 5424	26	CECT 9443	143223	GCA_900142975.1
Teredinibacter turnerae	DSM 15152	30	CECT 9444	2426	GCA_000379165.1
Zunongwangia profunda	DSM 18752	26	CECT 9445	398743	GCA_000023465.1
Bacillus pumilus	S22	37	CECT 9446	1408	
Sphingomonas sp	UB38; 110320 A10M 3	26	CECT 9447	-1	
Sphingomonas sp	UB39; 110320 A10M 25	26	CECT 9448	-1	
Bosea sp	UB40; 130214 A10M 36	26	CECT 9449	-1	
Labilibaculum antarcticum	NBRC 111151	20	CECT 9460	1717717	
Sphingobium sp	AB54; 160427 PMD 04	26	CECT 9464	-1	
Novosphingobium sp	AB55; 160427 PMD 08	26	CECT 9465	-1	
Brevundimonas sp	AB52; 160201 AB 04	26	CECT 9466	-1	
Sphingopyxis soli	AB51; 160127 UF 05	26	CECT 9467	592051	
Aquabacterium commune	UB42; 170921 A12MA 49	26	CECT 9468	70586	
Aquabacterium sp	UB43; 170921 A12MC 25	26	CECT 9469	-1	
Phyllobacterium myrsinacearum	UB44; 171004 A13MA 11	26	CECT 9470	28101	
Hydrogenophaga sp	UB41; 170921 A12MB 15	26	CECT 9471	-1	
