ProteomeId	Organism	ncbiTaxID	Protein count	Domain
UP000199580	Flavobacterium noncentrifugens	1128970	3558	Bacteria
UP000199582	Roseovarius azorensis	1287727	3792	Bacteria
UP000199586	Sphingomonas rubra	634430	3070	Bacteria
UP000199595	Lutibacter oricola	762486	3464	Bacteria
UP000199602	Desulfonauticus submarinus	206665	2044	Bacteria
UP000199611	Thermodesulforhabdus norvegica	39841	2661	Bacteria
UP000199626	Pseudidiomarina indica	1159017	2066	Bacteria
UP000199628	Ruegeria marina	639004	4708	Bacteria
UP000199630	Celeribacter neptunius	588602	4197	Bacteria
UP000199634	Myroides aquimaris	1159016	2850	Bacteria
UP000199645	Actinoplanes philippinensis	35752	9412	Bacteria
UP000199647	Faunomonas pinastri	1855383	4028	Bacteria
UP000199650	Aliiroseovarius sediminilitoris	1173584	3295	Bacteria
UP000199657	Aquisalimonas asiatica	406100	3698	Bacteria
UP000199659	[Clostridium] populeti	37658	3680	Bacteria
UP000199666	Pedobacter insulae	414048	3767	Bacteria
UP000199668	Salibacterium qingdaonense	266892	3532	Bacteria
UP000199675	Marinobacter mobilis	488533	3442	Bacteria
UP000199679	Mucilaginibacter mallensis	652787	4954	Bacteria
UP000199687	Gracilibacillus ureilyticus	531814	3985	Bacteria
UP000199689	Allisonella histaminiformans	209880	1536	Bacteria
UP000199695	Lihuaxuella thermophila	1173111	3710	Bacteria
UP000199699	Micromonospora nigra	145857	5321	Bacteria
UP000199708	Facklamia miroungae	120956	1889	Bacteria
UP000199758	Hydrocarboniphaga daqingensis	490188	3253	Bacteria
UP000199759	Maricaulis salignorans	144026	2949	Bacteria
UP000199766	Giesbergeria anulus	180197	3181	Bacteria
UP000199771	Fontimonas thermophila	1076937	2498	Bacteria
UP000201613	Flavimaricola marinus	1819565	4548	Bacteria
UP000201838	Boseongicola aestuarii	1470561	4011	Bacteria
UP000202485	Ruegeria arenilitoris	1173585	3790	Bacteria
UP000202922	Actibacterium lipolyticum	1524263	3757	Bacteria
UP000203589	Antarctobacter heliothermus	74033	4962	Bacteria
UP000204221	Actinoalloteichus hoggarensis	1470176	5520	Bacteria
UP000204391	Virgibacillus necropolis	163877	3964	Bacteria
UP000207598	Maliponia aquimaris	1673631	5072	Bacteria
UP000214566	Thiomonas delicata (Thiomonas cuprina)	364030	3683	Bacteria
UP000214588	Natranaerobius trueperi	759412	2464	Bacteria
UP000214603	Candidimonas nitroreducens	683354	4867	Bacteria
UP000214688	Tumebacillus algifaecis	1214604	3743	Bacteria
UP000214746	Paenibacillus xerothermodurans	1977292	3922	Bacteria
UP000215059	Fictibacillus aquaticus	2021314	3939	Bacteria
UP000215086	Thermogutta terrifontis	1331910	4494	Bacteria
UP000215137	Cytobacillus kochii	859143	4424	Bacteria
UP000215181	Thauera propionica	2019431	3589	Bacteria
UP000215185	Streptococcus merionis	400065	2137	Bacteria
UP000215196	Chryseobacterium taklimakanense	536441	2590	Bacteria
UP000215214	Tenacibaculum jejuense	584609	3944	Bacteria
UP000215224	Sutcliffiella cohnii	33932	4687	Bacteria
UP000215244	Maribacter cobaltidurans	1178778	4004	Bacteria
UP000215383	Megamonas hypermegale	158847	2073	Bacteria
UP000215405	Notoacmeibacter marinus	1876515	3077	Bacteria
UP000215450	Kingella negevensis	1522312	2100	Bacteria
UP000215459	Paludifilum halophilum	1642702	3615	Bacteria
UP000215509	Paenibacillus rigui	554312	6159	Bacteria
UP000215896	Enemella evansiae	2016499	4158	Bacteria
UP000215931	Mesorhizobium wenxiniae	2014805	6099	Bacteria
UP000216004	Bombiscardovia coagulans	686666	1438	Bacteria
UP000216021	Serratia oryzae	2034155	4282	Bacteria
UP000216024	Anaeromicrobium sediminis	1478221	4258	Bacteria
UP000216035	Flavobacterium aurantiibacter	2023067	2902	Bacteria
UP000216339	Rubrivirga marina	1196024	4165	Bacteria
UP000216345	Brucella rhizosphaerae	571254	4926	Bacteria
UP000216352	Bifidobacterium lemurum	1603886	2319	Bacteria
UP000216361	Elstera cyanobacteriorum	2022747	3712	Bacteria
UP000216411	Lachnotalea glycerini	1763509	4293	Bacteria
UP000216446	Rubricoccus marinus	716817	3669	Bacteria
UP000216451	Bifidobacterium aquikefiri	1653207	1995	Bacteria
UP000216605	Flavobacterium cyanobacteriorum	2022802	2995	Bacteria
UP000216840	Winogradskyella aurantia	1915063	2856	Bacteria
UP000216991	Sandarakinorhabdus cyanobacteriorum	1981098	3280	Bacteria
UP000216998	Niveispirillum lacus	1981099	4265	Bacteria
UP000217182	Gibbsiella quercinecans	929813	4735	Bacteria
UP000217209	Corynebacterium glaucum	187491	2366	Bacteria
UP000217265	Nibricoccus aquaticus	2576891	3760	Bacteria
UP000217289	Melittangium boletus DSM 14713	1294270	7973	Bacteria
UP000217696	Aneurinibacillus soli	1500254	3962	Bacteria
UP000217698	Chondrocystis sp. NIES-4102	2005460	4342	Bacteria
UP000217785	Effusibacillus lacus	1348429	3692	Bacteria
UP000217895	Leptolyngbya boryana NIES-2135	1973484	6678	Bacteria
UP000217919	Sphaerospermopsis kisseleviana NIES-73	1973480	5038	Bacteria
UP000217944	Lebetimonas natsushimae	1936991	1686	Bacteria
UP000218201	Calothrix brevissima NIES-22	1973478	7229	Bacteria
UP000218263	Mucilaginibacter gotjawali	1550579	4446	Bacteria
UP000218272	Sphingobium cloacae	120107	3852	Bacteria
UP000218366	Sphingomonas spermidinifaciens	1141889	3376	Bacteria
UP000218472	Scytonema sp. HK-05	1137095	8223	Bacteria
UP000218514	Nostoc sp. NIES-4103	2005458	6898	Bacteria
UP000218598	Brachybacterium alimentarium	47845	3588	Bacteria
UP000218621	Calothrix sp. NIES-3974	2005462	4751	Bacteria
UP000218689	Lactococcus reticulitermitis	2025039	2097	Bacteria
UP000218765	Thiohalobacter thiocyanaticus	585455	3024	Bacteria
UP000218890	Halorhodospira halochloris (Ectothiorhodospira halochloris)	1052	2566	Bacteria
UP000218899	Sulfurifustis variabilis	1675686	3857	Bacteria
UP000218934	Rhizorhabdus dicambivorans	1850238	4856	Bacteria
UP000219050	Pacificitalea manganoxidans	1411902	3510	Bacteria
UP000219072	Streptomyces zhaozhouensis	1300267	5537	Bacteria
UP000219167	Rhizobium subbaraonis	908946	6271	Bacteria
UP000219285	Alteromonas pelagimontana	1858656	3617	Bacteria
UP000219331	Stappia indica	538381	4539	Bacteria
UP000219336	Vibrio thalassae	1243014	4624	Bacteria
UP000219439	Cohaesibacter gelatinilyticus	372072	4776	Bacteria
UP000219440	Salinibacterium xinjiangense	386302	2810	Bacteria
UP000219465	Hoeflea halophila	714899	3883	Bacteria
UP000219467	Cereibacter ovatus	439529	3594	Bacteria
UP000219494	Sphingomonas guangdongensis	1141890	3454	Bacteria
UP000219514	Geodermatophilus sabuli	1564158	5204	Bacteria
UP000219546	Bacillus oleivorans	1448271	4443	Bacteria
UP000219559	Sediminicola luteus	319238	3771	Bacteria
UP000219565	Nocardia amikacinitolerans	756689	6460	Bacteria
UP000219621	Caenispirillum bisanense	414052	4942	Bacteria
UP000219947	Rothia dentocariosa	2047	2045	Bacteria
UP000219993	Halomonas beimenensis	475662	3771	Bacteria
UP000220102	Longibacter salinarum	1850348	3409	Bacteria
UP000220133	Chitinophaga caeni	2029983	4319	Bacteria
UP000220246	Comamonas terrigena	32013	4009	Bacteria
UP000220836	Pelagimonas varians	696760	4735	Bacteria
UP000220840	Clostridium neonatale	137838	3965	Bacteria
UP000220914	Mycolicibacterium agri (Mycobacterium agri)	36811	6452	Bacteria
UP000221024	Longimonas halophila	1469170	2920	Bacteria
UP000221101	Xenorhabdus kozodoii	351676	3529	Bacteria
UP000221369	Microbacterium agarici	630514	3074	Bacteria
UP000221653	Corynebacterium renale	1724	2134	Bacteria
UP000222056	Thermoleophilum album	29539	2060	Bacteria
UP000222106	Georgenia soli	638953	3768	Bacteria
UP000222531	Streptomyces cinnamoneus (Streptoverticillium cinnamoneum)	53446	5593	Bacteria
UP000222564	Desulforamulus profundi	1383067	3299	Bacteria
UP000223527	Roseomonas rhizosphaerae	1335062	4203	Bacteria
UP000223606	Hartmannibacter diazotrophicus	1482074	4966	Bacteria
UP000223759	Ectothiorhodosinus mongolicus	233100	1835	Bacteria
UP000224563	Agathobacter ruminis	1712665	2568	Bacteria
UP000224915	Serinibacter salmoneus	556530	2863	Bacteria
UP000225433	Xenorhabdus hominickii	351679	4310	Bacteria
UP000225548	Sanguibacter antarcticus	372484	3108	Bacteria
UP000225972	Pelagimonas phthalicica	1037362	4708	Bacteria
UP000226437	Neolewinella marina	438751	3525	Bacteria
UP000228593	Massilia psychrophila	1603353	4079	Bacteria
UP000228945	Caulobacter mirabilis	69666	4239	Bacteria
UP000228976	Aeriscardovia aeriphila	218139	1287	Bacteria
UP000229757	Reinekea forsetii	1336806	3259	Bacteria
UP000229897	Massilia violaceinigra	2045208	6156	Bacteria
UP000230161	Compostimonas suwonensis	1048394	3422	Bacteria
UP000230390	Massilia eurypsychrophila	1485217	5261	Bacteria
UP000230551	Mycolicibacterium brumae	85968	3575	Bacteria
UP000230842	Mumia flava	1348852	4037	Bacteria
UP000231259	Puniceibacterium antarcticum	1206336	5603	Bacteria
UP000231553	Pseudooceanicola lipolyticus	2029104	5156	Bacteria
UP000231586	Luteimicrobium subarcticum	620910	3150	Bacteria
UP000231637	Mariprofundus ferrinatatus	1921087	2236	Bacteria
UP000231638	Sulfurospirillum cavolei	366522	1874	Bacteria
UP000231644	Pseudooceanicola nitratireducens	517719	3828	Bacteria
UP000231693	Sediminihabitans luteus	1138585	2995	Bacteria
UP000232063	Williamsoniiplasma luminosum	214888	866	Bacteria
UP000232222	Entomoplasma freundtii	74700	702	Bacteria
UP000232230	Williamsoniiplasma somnilux	215578	725	Bacteria
UP000232587	Novosphingobium kunmingense	1211806	3342	Bacteria
UP000233248	Malaciobacter halophilus	197482	2654	Bacteria
UP000233293	Telmatospirillum siberiense	382514	5353	Bacteria
UP000233343	Cytobacillus horneckiae	549687	5301	Bacteria
UP000233375	Niallia nealsonii	115979	4253	Bacteria
UP000233387	Raineya orbicola	2016530	2684	Bacteria
UP000233398	Rhodohalobacter barkolensis	2053187	3017	Bacteria
UP000233419	Mesoplasma syrphidae	225999	740	Bacteria
UP000233491	Pleomorphomonas diazotrophica	1166257	4175	Bacteria
UP000233534	Acetivibrio saccincola	1677857	3020	Bacteria
UP000233535	Labilibaculum filiforme	1940526	4006	Bacteria
UP000233781	Phycicoccus duodecadis	173053	3172	Bacteria
UP000234211	Tenacibaculum piscium	1458515	2123	Bacteria
UP000234331	Frankia canadensis	1836972	7042	Bacteria
UP000234530	Paracoccus zhejiangensis	1077935	4274	Bacteria
UP000234748	Peribacillus deserti	673318	4462	Bacteria
UP000234775	Aerococcus christensenii	87541	1496	Bacteria
UP000234950	Neobacillus cucumis	1740721	5307	Bacteria
UP000235005	Pseudohalioglobus lutimaris	1737061	4080	Bacteria
UP000235116	Ketobacter alkanivorans	1917421	4119	Bacteria
UP000235308	Actinotignum urinale	190146	1431	Bacteria
UP000235347	Trinickia soli	380675	5348	Bacteria
UP000235448	Gleimia hominis	595468	1778	Bacteria
UP000235547	Halomonas urumqiensis	1684789	3488	Bacteria
UP000235584	Bacteriovorax stolpii (Bdellovibrio stolpii)	960	3721	Bacteria
UP000235589	Monoglobus pectinilyticus	1981510	2258	Bacteria
UP000235616	Trinickia dabaoshanensis	564714	6323	Bacteria
UP000235682	Dolosicoccus paucivorans	84521	1609	Bacteria
UP000235703	Brevibacterium luteolum	199591	2715	Bacteria
UP000235777	Trinickia symbiotica	863227	5982	Bacteria
UP000235826	Flavivirga eckloniae	1803846	4547	Bacteria
UP000236151	Pseudoclostridium thermosuccinogenes	84032	3781	Bacteria
UP000236220	Lysobacter silvestris	1645665	2544	Bacteria
UP000236327	Novosphingobium guangzhouense	1850347	5282	Bacteria
UP000236330	Vibrio diazotrophicus	685	4064	Bacteria
UP000236379	Deinococcus koreensis	2054903	3967	Bacteria
UP000236454	Lishizhenia tianjinensis	477690	3112	Bacteria
UP000236497	Herbinix hemicellulosilytica	1564487	2640	Bacteria
UP000236590	Laceyella sacchari (Thermoactinomyces thalpophilus)	37482	3145	Bacteria
UP000236641	Hanstruepera neustonica	1445657	2739	Bacteria
UP000236725	Parabacteroides chinchillae	871327	3041	Bacteria
UP000236728	Bryocella elongata	863522	4503	Bacteria
UP000236732	Nonomuraea solani	1144553	12105	Bacteria
UP000236742	Jhaorihella thermophila	488547	3696	Bacteria
UP000236743	Bosea lathyri	1036778	5472	Bacteria
UP000236745	Marinobacterium lutimaris	568106	5061	Bacteria
UP000236752	Thalassococcus halodurans	373675	3829	Bacteria
UP000236884	Variibacter gotjawalensis	1333996	4437	Bacteria
UP000236893	Solitalea longa	2079460	3780	Bacteria
UP000237056	Flavobacterium croceum DSM 17960	1121886	2701	Bacteria
UP000237229	Avibacterium endocarditidis	380674	1713	Bacteria
UP000237310	Flavobacterium alvei	2080416	3153	Bacteria
UP000237319	Lysinibacillus sphaericus (Bacillus sphaericus)	1421	4299	Bacteria
UP000237381	Paraburkholderia eburnea	1189126	6148	Bacteria
UP000237608	Polaribacter gangjinensis	574710	2512	Bacteria
UP000237640	Muricauda pacifica	1080225	4085	Bacteria
UP000237682	Labrys okinawensis	346911	5818	Bacteria
UP000237684	Abditibacterium utsteinense	1960156	3182	Bacteria
UP000237752	Antricoccus suffuscus	1629062	4340	Bacteria
UP000237798	Clostridium luticellarii	1691940	3630	Bacteria
UP000237822	Knoellia remsis	407159	3374	Bacteria
UP000237839	Solimicrobium silvestre	2099400	4741	Bacteria
UP000237968	Enhygromyxa salina	215803	6943	Bacteria
UP000237983	Glaciihabitans tibetensis	1266600	3456	Bacteria
UP000238034	Arcticibacter pallidicorallinus	1259464	3484	Bacteria
UP000238137	Methylarcula marina	72022	3659	Bacteria
UP000238164	Micropruina glycogenica	75385	3901	Bacteria
UP000238220	Solimonas fluminis	2086571	4276	Bacteria
UP000238312	Nonomuraea fuscirosea	1291556	11276	Bacteria
UP000238338	Defluviimonas denitrificans	404881	4024	Bacteria
UP000238362	Prauserella shujinwangii	1453103	5884	Bacteria
UP000238392	Donghicola tyrosinivorans	1652492	4472	Bacteria
UP000238415	Moorella humiferrea	676965	2665	Bacteria
UP000238426	Aurantibacter aestuarii	1266046	2594	Bacteria
UP000238563	Phyllobacterium myrsinacearum	28101	5142	Bacteria
UP000238589	Malikia granosa	263067	3425	Bacteria
UP000238642	Sphingobacterium gobiense	1382456	3791	Bacteria
UP000238650	Leucobacter massiliensis	1686285	2663	Bacteria
UP000238801	Hasllibacter halocynthiae	595589	2723	Bacteria
UP000238882	Polaribacter porphyrae	1137780	3404	Bacteria
UP000238956	Streptococcus pluranimalium	82348	1930	Bacteria
UP000239007	Psychrosphaera saromensis	716813	3139	Bacteria
UP000239209	Pseudosporangium ferrugineum	439699	7729	Bacteria
UP000239352	Actinopolyspora mortivallis	33906	3817	Bacteria
UP000239366	Aureicoccus marinus	754435	2543	Bacteria
UP000239406	Schlegelella thermodepolymerans	215580	3542	Bacteria
UP000239415	Actinoplanes italicus	113567	10138	Bacteria
UP000239471	Clostridium vincentii	52704	3379	Bacteria
UP000239480	Aliiruegeria haliotis	1280846	4715	Bacteria
UP000239485	Kineococcus xinjiangensis	512762	4147	Bacteria
UP000239504	Marinicaulis flavus	2058213	4433	Bacteria
UP000239549	Desulfocucumis palustris	1898651	3959	Bacteria
UP000239709	Ottowia oryzae	2109914	3420	Bacteria
UP000239724	Rhodopila globiformis (Rhodopseudomonas globiformis)	1071	6183	Bacteria
UP000239785	Mesoplasma corruscae	216874	701	Bacteria
UP000239800	Aureitalea marina	930804	2645	Bacteria
UP000239814	Gordonia iterans	1004901	3450	Bacteria
UP000239872	Flavipsychrobacter stenotrophus	2077091	4474	Bacteria
UP000239907	Rubritalea profundi	1658618	3389	Bacteria
UP000240418	Shimia abyssi	1662395	4539	Bacteria
UP000240505	Pseudoduganella armeniaca	2072590	5145	Bacteria
UP000240509	Alkalicoccus saliphilus	200989	3323	Bacteria
UP000240535	Campylobacter blaseri	2042961	1788	Bacteria
UP000240542	Murinocardiopsis flavida	645275	6614	Bacteria
UP000240572	Taibaiella chishuiensis	1434707	4946	Bacteria
UP000240653	Mesorhizobium soli	1295366	5837	Bacteria
UP000240912	Pedobacter yulinensis	2126353	3772	Bacteria
UP000240971	Chitinophaga niastensis	536980	5788	Bacteria
UP000241010	Cereibacter changlensis JA139	1188249	4709	Bacteria
UP000241074	Ahniella affigens	2021234	4694	Bacteria
UP000241158	Phyllobacterium endophyticum	1149773	5125	Bacteria
UP000241203	Labedella gwakjiensis	390269	3577	Bacteria
UP000241229	Mesorhizobium ephedrae	2116701	5676	Bacteria
UP000241247	Mycoplana dimorpha	28320	4217	Bacteria
UP000241421	Massilia glaciei	1524097	5316	Bacteria
UP000242084	Mammaliicoccus stepanovicii	643214	2368	Bacteria
UP000242089	Pseudidiomarina aestuarii	624146	947	Bacteria
UP000242153	Planococcus salinarum	622695	751	Bacteria
UP000242175	Paraphotobacterium marinum	1755811	2308	Bacteria
UP000242231	Oceanisphaera arctica	641510	3226	Bacteria
UP000242246	Lactococcus plantarum	1365	1843	Bacteria
UP000242258	Rheinheimera salexigens	1628148	3027	Bacteria
UP000242310	Salsuginibacillus halophilus	517424	2921	Bacteria
UP000242317	Acinetobacter marinus	281375	2744	Bacteria
UP000242415	Micromonospora pattaloongensis	405436	4874	Bacteria
UP000242447	Ketogulonicigenium robustum	92947	2662	Bacteria
UP000242470	Staphylococcus auricularis	29379	2003	Bacteria
UP000242496	Xenorhabdus koppenhoeferi	351659	2745	Bacteria
UP000242592	Thermosipho atlanticus DSM 15807	1123380	1560	Bacteria
UP000242637	Dermatophilus congolensis	1863	2311	Bacteria
UP000242642	Thorsellia anophelis DSM 18579	1123402	2885	Bacteria
UP000242754	Trichococcus palustris	140314	2699	Bacteria
UP000242762	Serratia nematodiphila DZ0503SBS1	1449981	2715	Bacteria
UP000242818	Chitinophaga costaii	1335309	4204	Bacteria
UP000242847	Halopseudomonas pachastrellae	254161	3588	Bacteria
UP000242850	Caloramator fervidus	29344	1775	Bacteria
UP000242857	Thermomonas hydrothermalis	213588	2296	Bacteria
UP000242949	Pelagirhabdus alkalitolerans	1612202	2406	Bacteria
UP000242957	Pseudomonas jinjuensis	198616	5169	Bacteria
UP000243024	Hydrogenibacillus schlegelii (Bacillus schlegelii)	1484	2254	Bacteria
UP000243063	Pseudomonas guangdongensis	1245526	2871	Bacteria
UP000243077	Pontimonas salivibrio	1159327	1693	Bacteria
UP000243096	Mycetohabitans endofungorum	417203	2986	Bacteria
UP000243180	Sulfuricaulis limicola	1620215	2756	Bacteria
UP000243197	Ichthyobacterium seriolicida	242600	1467	Bacteria
UP000243205	Desulfuromonas thiophila	57664	2471	Bacteria
UP000243207	Halopseudomonas xinjiangensis	487184	3245	Bacteria
UP000243232	Pseudomonas pohangensis	364197	3431	Bacteria
UP000243255	Asaccharospora irregularis DSM 2635	1121321	2538	Bacteria
UP000243342	Mangrovactinospora gilvigriseus	1428644	4337	Bacteria
UP000243359	Pseudomonas oryzae	1392877	4103	Bacteria
UP000243416	Sterolibacterium denitrificans	157592	780	Bacteria
UP000243507	Pseudothioclava arenosa	1795308	2673	Bacteria
UP000243525	Mangrovibacterium marinum	1639118	3633	Bacteria
UP000243528	Haloactinopolyspora alba	648780	5159	Bacteria
UP000243535	Gulbenkiania indica	375574	2697	Bacteria
UP000243588	Myroides phaeus	702745	2552	Bacteria
UP000243589	Brevibacterium ravenspurgense	479117	2020	Bacteria
UP000243591	Brochothrix thermosphacta (Microbacterium thermosphactum)	2756	2406	Bacteria
UP000243605	Aliicoccus persicus	930138	1983	Bacteria
UP000243606	Pseudomonas guineae	425504	3794	Bacteria
UP000243626	Nosocomiicoccus massiliensis	1232430	1652	Bacteria
UP000243629	Pseudomonas yangmingensis	1720063	2926	Bacteria
UP000243640	Oceanimonas baumannii	129578	3495	Bacteria
UP000243650	Alkalicoccus urumqiensis	1548213	3136	Bacteria
UP000243660	Rhodoplanes sp. JGI PP 4-B12	1873883	220	Bacteria
UP000243739	Vulcanibacillus modesticaldus	337097	2107	Bacteria
UP000243799	Amycolatopsis marina	490629	6643	Bacteria
UP000243807	Acidihalobacter ferrooxydans	1765967	3065	Bacteria
UP000243847	Aurantimicrobium minutum	708131	1574	Bacteria
UP000243859	Rhodovulum imhoffii	365340	2892	Bacteria
UP000243884	Aerococcus suis	371602	1259	Bacteria
