Name	ncbiTaxID	Superkingdom	Phylum	Class	Order	Family	Ecosystem	Environment	Energy Source	Metabolism	Extended Metabolism	Ion for Chemiosmosis	Oxygen Requirement	Min. pH	Max. pH	Avg. Opt. pH	Min. Temp. (°C)	Max. Temp. (°C)	Temp	Pressure for Opt. Temp. (kpa)	Optimum Pressure (Mpa) 	Avg. Opt. salinity (%)	Note	Source	Additional_source	Strain	Genus
Meiothermus roseus	1644118	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Aquatic	Hot spring	Chemoorganoheterotroph	nitrate-reduction,aerobic respiration	Positive for milk coagulation and peptonization, hydrolysis of gelatin, aesculin and pectin, negative for degradation of Tweens 20, 40, 60 and 80, cellulose, xylan and starch. Nitrate is reduced and H2S is not produced. Can utilize acetoacetic acid, D-cellobiose, dextrin, D-fructose, Dfructose-6-PO4, D-fucose, L-fucose, D-galactose, Dgalacturonic acid, L-galactonic acid lactone, gentiobiose, a-D-glucose, D-glucuronic acid, a-hydroxybutyric acid, a-keto-butyric acid, a-keto-glutaric acid, a-D-lactose, D-maltose, D-mannitol, D-mannose, Dmelibiose, 3-methyl glucose, methyl pyruvate, Draffinose, L-rhamnose, D-sorbitol, stachyose and Dturanose but not acetic acid, c-amino-butryric acid, Darabitol, bromo-succinic acid, citric acid, formic acid, D-gluconic acid, D-glucose-6-PO4, glycerol, p-hydroxy-phenylacetic acid, b-hydroxy-D,L-butyric acid, inosine, L-lactic acid, D-lactic acid methyl ester, Lmalic acid, D-malic acid, b-methyl-D-glucoside, mucic acid, myo-inositol, propionic acid, quinic acid, Dsaccharic acid, D-salicin, sucrose or D-trehalose as the sole carbon source. Able to use L-alanine, L-arginine, glucuronamide, L-glutamic acid, glycyl-L-proline and L-histidine as nitrogen source but not D-aspartic acid, L-aspartic acid, L-cystine, N-acetyl-D-galactosamine, N-acetyl-D-glucosamine, glycine, L-isoleucine, Llysine, N-acetyl-b-D-mannosamine, L-methionine, Nacetyl neuraminic acid, L-phenylalanine, L-proline, Lpyroglutamic acid, D-serine, L-serine, L-threonine, Ltryptophan, L-tyrosine or L-valine. Activities of acid phosphatase, alkaline phosphatase, arginine dihydrolase, a-chymotrypsin, cystine arylamidase, esterase (C4), esterase lipase (C8), a-galactosidase, b-galactosidase and b-glucosidase, a-glucosidase, b-glucuronidase, leucine arylamidase, naphthol-AS-BIphosphohydrolase, trypsin and valine arylamidase are positive but activities of b-fucosidase, N-acetylb-glucosaminidase, lipase (C14) or a-mannosidase are negative. Positive results for assimilation of D-glucose, L-arabinose, D-mannitol, maltose and D-mannose but negative results for indole production, glucose acidification, assimilation of adipate, caprate, N-acetylglucosamine, phenylacetate, potassium gluconate or trisodium citrate.		Aerobe	6	8	7,25	37	65	50	101		0,005	Also known as Calidithermus roseus	https://pubmed.ncbi.nlm.nih.gov/26219565/			Meiothermus
Laceyella thermophila	1644115	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Aquatic	Hot spring									37	65	50					https://pubmed.ncbi.nlm.nih.gov/28820123/			Laceyella
Lihuaxuella thermophila	1173111	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Terrestrial	Heated soil									28	65	50					https://pubmed.ncbi.nlm.nih.gov/22760842/			Lihuaxuella
Novibacillus thermophilus	1471761	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Terrestrial	Compost heap									30	65	50					https://pubmed.ncbi.nlm.nih.gov/25951858/			Novibacillus
Caloribacterium cisternae	996765	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Industrial	Gas storage reservior 									28	65	50					https://pubmed.ncbi.nlm.nih.gov/21856985/			Caloribacterium
Thermomonospora curvata	646311963	Bacteria	Actinobacteria	Actinobacteria	 Streptosporangiales	Thermomonosporaceae	Terrestrial	Compost heap	Chemoorganotroph	nitrate-reduction	The sole carbon sources (1%, w/v) were ribose and sucrose. L-arabinose, galactose, lactose and mannitol were not used [4]. Strain B9T was able to degrade agar, cellulose powder (MN300), carboxymethylcellulose, keratin, xylan, starch, Tween 20 and Tween 80.		Facultative Anaerobe		11	7,5	40	65	50			<1%		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3072092/		DSM 43183	Thermomonospora
Actinomadura rubrobrunea	115335	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Terrestrial	Soil sediment									37	65	50				formerly known as Excellospora rubrobrunea and Excellospora viridinigra	https://www.sciencedirect.com/science/article/abs/pii/S0723202087800620			Actinomadura
Actinomadura viridilutea	58112	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Terrestrial	Soil sediment									37	65	50					https://www.sciencedirect.com/science/article/abs/pii/S0723202087800620			Actinomadura
Thermomonospora curvata	2020	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Terrestrial	Compost heap									40	65	50					https://link.springer.com/article/10.1007/BF00405948			Thermomonospora
Vulcaniibacterium thermophilum	1169913	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Terrestrial	Heated soil									37	65	50					https://pubmed.ncbi.nlm.nih.gov/23864384/			Vulcaniibacterium
Amphiplicatus metriothermophilus	1519374	Bacteria	Proteobacteria	Alphaproteobacteria	Parvularculales	Parvularculaceae	Aquatic	Hot spring									37	65	49					https://pubmed.ncbi.nlm.nih.gov/24867176/			Amphiplicatus
Acidiplasma aeolicum	507754	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Aquatic	Hydrothermal field	chemoorganotroph	fermentation,iron-reduction	Strain VT was not capable of growth on any of the organic substrates included in the GN2 microplate under any conditions tested with the sole exception of utilization of glucose in the presence of yeast extract. With only N2 present in the headspace, strain VT grew on yeast extract, suggesting it is able to perform fermentation.		Anaerobe	0	4	1,5	15	65	45	101				https://pubmed.ncbi.nlm.nih.gov/19628615/			Acidiplasma
Symbiobacterium thermophilum	637000306	Bacteria	Firmicutes	Clostridia	Clostridales	Incertae sedis	Terrestrial	Hot compost	Heterotroph	nitrate-reduction	ability to metabolize glycerol, gluconate, cellobiose, N-acetylgalactosamine, tyrosine, and tryptophan. S. thermophilum contains genes for ferredoxin oxidoreductases, pyruvate, and 2-oxoacid. S. thermophilum lacks the genes for methionine and lysine biosynthesis but has the enzymes that are utilized to biosynthesize amino acids.		Microaerobe			7,5	45	65					a symbiotic thermophile that depends on co-culture with a Bacillus strain for growth	https://pubmed.ncbi.nlm.nih.gov/11034494/			Symbiobacterium
Thermobispora bispora	646564581	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptoesporangiacea	Animal	Manure	Heterotroph	polysaccharide metabolism,aerobic respiration	Starch is not hydrolyzed. Negative for iodinin production and nitrate-reduction. Inositiol and rhamnose are utilized for growth, but arabinose and glycerol are not utilized.		Aerobe				50	65				0	formerly known as Microbispora bispora	https://pubmed.ncbi.nlm.nih.gov/8863419/		R51, DSM 43833	Thermobispora
Ureibacillus thermosphaericus	51173	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Terrestrial	Landfill									33	64	60				Formerly known as Bacillus thermosphaericus	https://www.sciencedirect.com/science/article/pii/S0723202011803917			Ureibacillus
Desulfacinum hydrothermale	109258	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Terrestrial	Heated soil									37	64	60					https://pubmed.ncbi.nlm.nih.gov/10843068/			Desulfacinum
Caloramator viterbiensis	112729	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Aquatic	Hot spring									33	64	58					https://pubmed.ncbi.nlm.nih.gov/12148625/			Caloramator
Desulfonauticus autotrophicus	564288	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Aquatic	Oil well									40	64	58					https://pubmed.ncbi.nlm.nih.gov/19050820/			Desulfonauticus
Anaerobranca zavarzinii	436000	Bacteria	Firmicutes	Clostridia	Clostridiales	Proteinivoraceae	Aquatic	Thermal waters									34	64	57					https://pubmed.ncbi.nlm.nih.gov/18523200/			Anaerobranca
Anoxybacillus voinovskiensis	230470	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aquatic	Hot spring									30	64	54					https://pubmed.ncbi.nlm.nih.gov/15280298/			Anoxybacillus
Caldalkalibacillus uzonensis	353224	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aquatic	Hot spring									42	64	51					https://pubmed.ncbi.nlm.nih.gov/18450697/			Caldalkalibacillus
Thermoplasma acidophilum	638154521	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Aquatic	Solfataric field	Organotroph	sulfur-reduction	"Best growth was obtained in the presence of elemental sulfur. In the absence of sulfur, growth was much weaker, yielding final cell concentrations about 10 times lower than with sulfur. Without sulfur, growth was completely inhibited by CO2. addition of elemental sulfur had no influence on growth and neither H2S nor H2S04 were observed as
products. All isolates require yeast extract for growth as was shown for T. acidophilum. Yeast extract was replaceable by extracts of meat"	?H+	Facultative Anaerobe	0,5	4	1,5	45	63	59	300				https://www.sciencedirect.com/science/article/abs/pii/S0723202088800316		DSM 1728	Thermoplasma
Methanosarcina thermophila	2627854140	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Bioreactor	Digester sludge 	Lithotroph	methanogenesis 		Na+	Anaerobe	6,5	8	6,8	35	63	57	101				https://www.sciencedirect.com/science/article/abs/pii/S0723202085800138		CHTI-55	Methanosarcina
Thermobacillus xylanilyticus	76633	Bacteria	Firmicutes	Bacilli	Bacillales	 Paenibacillaceae	Animal	Manure	Heterotroph	polysaccharide metabolism,aerobic respiration	Starch and aesculin are hydrolyzed, whereas gelatin and casein are not. Utilizes cellobiose, fructose, galactose, lactose, mannose, melezitol, melibiose, raffinose, trehalose, tributyrin and xylose as sole carbon source for growth. Substrates which are not utilized are adonitol, casein, citrate, dextrin, dulcitol, erythritol, gelatin, inulin, salicin, sorbitol and succinate. Nitrate is not reduced.		Aerobe	6,5	8,5	7,8		63	55	101		<3%		https://pubmed.ncbi.nlm.nih.gov/10826818/			Thermobacillus
Desulfurella propionica	79271	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Aquatic	Hot spring									33	63	55					https://pubmed.ncbi.nlm.nih.gov/9731287/			Desulfurella
Lebetimonas natsushimae	1936991	Bacteria	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Aquatic	Hydrothermal vent									35	63	55					https://pubmed.ncbi.nlm.nih.gov/28690052/			Lebetimonas
Acidiplasma cupricumulans	312540	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Industrial 	Bioleaching reactor	chemomixotroph	iron-reduction	"Significant growth was observed only in those cultures
that contained ferrous iron and yeast extract. Cell
numbers persisted in the culture with yeast extract only;
however, cell numbers remained low after successive
subcultures. No growth was obtained on any other
substrate when tested in the absence of ferrous iron and
yeast extract. No growth was obtained from aerobic
cultures containing elemental sulphur and other reduced
sulphur compounds including potassium tetrathionate
and sodium thiosulphate."		facultative aerobe	0,4		1,1	22	63	53,6	101			formally known as Ferroplasma cupricumulans	https://pubmed.ncbi.nlm.nih.gov/16721487/	https://pubmed.ncbi.nlm.nih.gov/19628615/		Acidiplasma
Ferroplasma cupricumulans	312540	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Industrial 	Sulphide bioleach heap	Chemomixotroph	iron-reduction,proteinaceous metabolism	No growth was obtained on any other substrate when tested in the absence of ferrous iron and yeast extract. No growth was obtained from aerobic cultures containing elemental sulphur and other reduced sulphur compounds		Facultative Anaerobe	0,4	1,9	1,1	22	63	53,6					https://pubmed.ncbi.nlm.nih.gov/16721487/		BH2	Ferroplasma
Sinibacillus soli	1289106	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aquatic	Hot spring									30	63	50					https://pubmed.ncbi.nlm.nih.gov/24510979/			Sinibacillus
Thermoanaerobacterium thermosaccharolyticum	2506783062	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	 Thermoanaerobacterales Family III	Industrial	Canned food production	Chemoorganotroph	fermentation	ferment mono and disaccharides (with the exception of the methyl-pentose, rhamnose and also glucosides. The action on the trisaccharide, raffinose, is slight ,if any; the alcohols tested and calcium lactate are not utilized. Of the polysaccharides inulin and pectin are not fermented in contrast to dextrin, glycogen and corn starch.		Anaerobe				30	62	57,5				Also known as Therminosporus thermosaccharolyticus	https://journals.asm.org/doi/10.1128/jb.29.2.189-203.1935		M0795	Thermoanaerobacterium
Desulfosoma caldarium	610254	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Aquatic	Hot spring									50	62	57					https://pubmed.ncbi.nlm.nih.gov/20418410/			Desulfosoma
Herbinix hemicellulosilytica	1564487	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Bioreactor	Thermophilic biogas plant									45	62	55					https://pubmed.ncbi.nlm.nih.gov/25872956/			Herbinix
Methylocaldum szegediense	73780	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Terrestrial	Soil sediment									37	62	55					https://pubmed.ncbi.nlm.nih.gov/9385141/			Methylocaldum
Desulfotomaculum thermobenzoicum	29376	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Bioreactor	Sludge blanket reactor									45	62	55					https://pubmed.ncbi.nlm.nih.gov/11931147/			Desulfotomaculum
Melghiribacillus thermohalophilus	1324956	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aquatic	Salt lake									35	62	52,5					https://pubmed.ncbi.nlm.nih.gov/25604343/			Melghiribacillus
Thermasporomyces composti	696763	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Terrestrial	Compost heap									35	62	52,5					https://pubmed.ncbi.nlm.nih.gov/20154327/			Thermasporomyces
Thiobacter subterraneus	279810	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales		Aquatic	Aquifer									35	62	52,5					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.63389-0			Thiobacter
Deferrisoma camini	1035120	Bacteria	Proteobacteria	Deltaproteobacteria			Aquatic	Hydrothermal vent									36	62	50					https://pubmed.ncbi.nlm.nih.gov/22140176/			Deferrisoma
Tepidimicrobium ferriphilum	285106	Bacteria	Firmicutes	Tissierellia			Aquatic	Hot spring									26	62	50					https://pubmed.ncbi.nlm.nih.gov/16449442/			Tepidimicrobium
Clostridium thermobutyricum	29372	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Animal	Horse manure									26	61,5	55					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-39-2-199			Clostridium
Thermoascus aurantiacus	5087	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Terrestrial	Compost heap	Saprotroph	aerobic respiration			Aerobe					61	50,5					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3261388/			Thermoascus
Thermobacillus composti	2508501069	Bacteria	Firmicutes	Bacilli	Bacillales	 Paenibacillaceae	Bioreactor	Compost reactor	Heterotroph	polysaccharide metabolism,aerobic respiration	The following compounds are utilized: D-cellobiose, dextrin, D-fructose, Dgalactose, D-glucose, lactose, maltose, D-mannose, melibiose, starch, sucrose, trehalose, D-xylose and xylan. Erythritol, sorbitol, and casein are not utilized. T		Aerobe	5,6	10,1	9	32	61	50	101		0		https://pubmed.ncbi.nlm.nih.gov/17625178/		KWC4, DSM 18247	Thermobacillus
Bacillus kokeshiiformis	1247960	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Animal	Marine animal resources compost									35	61	50					https://pubmed.ncbi.nlm.nih.gov/24835163/	https://microbewiki.kenyon.edu/index.php/Bacillus_licheniformis		Bacillus
Tepidiphilus margaritifer	203471	Bacteria	Proteobacteria	Hydrogenophilalia	Hydrogenophilales	Hydrogenophilaceae	Wastewater	Thermophilic digester of astewater treatment sludge									25	61	50					https://pubmed.ncbi.nlm.nih.gov/13130025/			Tepidiphilus
Haloterrigena limicola	370323	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Aquatic	Salt lake	Chemoorganotroph	aerobic respiration	Catalase- and oxidase-positive. Anaerobic growth with nitrate, arginine or DMSO does not occur. nitrate-reduction to nitrite is observed. H2S is produced from Na2S2O3. Negative for indole formation. Tween 20 is hydrolyzed, but Tweens 40, 60 and 80 are not. Negative for caseinase, amylase and gelatinase. Glucose, sucrose, maltose, fructose, sorbose, xylose, galactose, mannose, D-ribose, lactose, mannitol and sorbitol are not utilized as carbon sources. Pyruvate and acetate are utilized for growth.		Aerobe	6,5	9	7	30	61	47,5	101		0,18		https://www.microbiologyresearch.org/docserver/fulltext/ijsem/56/8/1837.pdf?expires=1616524535&id=id&accname=guest&checksum=FC482A62E550E62D7B3AC9E892C8F2A3			Haloterrigena
Thermomyces ibadanensis	209537	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Terrestrial	Compost heap	Saprotroph	aerobic respiration			Aerobe					61	44,5					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3261388/			Thermomyces
Alicyclobacillus herbarius	122960	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Industrial	Herbal tea	Heterotroph,Autotroph	polysaccharide metabolism,aerobic respiration	Growth factors are not required, but growth is further increased by adding yeast extract to the inorganic medium. Oxidasenegative and catalase-positive. Nitrate is reduced to nitrite. Voges–Proskauer test and indole production are negative. Gelatin and starch are not hydrolyzed. Acid formation is from the following carbon sources: glycerol, D-arabinose, L-arabinose, ribose, D-xylose, D- galactose, D-glucose, D-fructose, D-mannose, rhamnose, mannitol, methyl α-D-mannoside, methyl α-D- glucoside, amygdalin, arubutin, salicin, cellobiose, maltose, lactose, melibiose, sucrose, trehalose, melezitose, D-raffinose, β-gentiobiose, D-turanose, D-fucose, 5-keto-gluconate. Aesculin is hydrolyzed.		Aerobe	3,5	6	4,75	35	60	57,5	101				https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-52-1-109#tab2			Alicyclobacillus
Lutispora thermophila	288966	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Bioreactor	Methanogenic  sludge									40	60	56,5					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.65490-0			Lutispora
Effusibacillus pohliae	232270	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Terrestrial	Heated soil									42	60	55				Formerly known as Alicyclobacillus pohliae 	https://pubmed.ncbi.nlm.nih.gov/18175712/			Effusibacillus
Anaerolinea thermophila	649633005	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Bioreactor	Sludge blanket reactor	Chemoorganotroph	sulfate reduction,iron-reduction	Yeast extract is required for growth. In the presence of yeast extract, growth and substrate utilization could be observed with the following substrates: glucose, fructose, galactose, mannose, raffinose, sucrose and starch. Weak growth occurs with the following substrates with medium supplemented with yeast extract: Casamino acids, tryptone, pyruvate, ribose, xylose, arabinose, xylan and pectin. The following substrates are not utilized in the presence of yeast extract: crotonate, H2/CO2 plus acetate, lactate, glycerol, acetate, propionate, butyrate, malate, succinate, ethanol, methanol, 1-propanol, benzoate, hydroquinone, phenol and formate plus acetate. None of the following compounds is utilized as electron acceptor: sulfate, nitrate, sulfite, thiosulfate, fumarate, Fe(III)-NTA, PCE and TCE			6	8	7	55	60	55	101			Growth is significantly stimulated when the organism is co-cultivated with hydrogenotrophic methanogens.	https://pubmed.ncbi.nlm.nih.gov/14657113/		UNI-1	Anaerolinea
