Name	Strain	Temp	ncbiTaxID	Genome
Rhodococcus humicola	UC33	29	1769756	
Rhodococcus pedocola	UC12	29	1769755	
Acinetobacter refrigeratoris	WB1	29	1433544	
Brumimicrobium aurantiacum	N62	29	1737063	
Lysobacter chengduensis	CF21	29	1685412	
Brachybacterium huguangmaarense	M1	29	1652028	
Ferrovibrio xuzhouensis	LM-6	29	1576914	
Streptomyces polymachus	T258	29	1550619	
Psychrobacillus soli	NHI-2	29	1543965	
Pseudoflavitalea soli	KIS20-3	29	1542729	
Bacillus polymachus	T515	29	-1	
Parasegetibacter terrae	SGM2-10	29	1503749	
Martelella endophytica	YC6887	29	1486262	GCA_000960975.1
Parafilimonas terrae	5GHs7-2	29	1465490	
Paracoccus pacificus	F14	29	1463598	
Mangrovibacter plantisponsor	MSSRF40	29	451513	
Domibacillus indicus	SD111	29	1437523	
Sphingobacterium yanglingense	CCNWSP36-1	29	1437280	
Chenggangzhangella methanolivorans	CHL1	29	1437009	
Sphingobium xanthum	JZ-1	29	1387165	
Vibrio panuliri	LBS2	29	1381081	
Brevundimonas albigilva	 NHI-13	29	1312364	
Mesorhizobium soli	NHI-8	29	1295366	GCA_008727715.1
Pseudoalteromonas shioyasakiensis	SE3	29	1190813	
Saccharicrinis carchari	SS12	29	1168039	
Homoserinibacter gongjuensis	 5GH26-15	29	1162968	
Methylopila musalis	MUSA	29	1134781	
Nonomuraea muscovyensis	FMN03	29	1124761	
Caballeronia grimmiae	R27	29	1071679	
Janibacter indicus	0704P10-1	29	857417	GCA_001889125.1
Agromyces indicus	NIO-1018	29	758919	
Caenimonas terrae	SGM1-15	29	696074	
Halomonas daqiaonensis	YCSA28	29	650850	
Paracoccus niistensis	NII-0918	29	632935	
Chitinophaga niabensis	JS13-10	29	536979	
Paenochrobactrum glaciei	Pi26	29	486407	
Kaistia soli	5YN9-8	29	446684	
Gilvimarinus chinensis	QM42	29	396005	
Zeaxanthinibacter enoshimensis	TD-ZE3	29	392009	
Streptomyces marokkonensis	Ap1	29	324855	
Rhodococcus yunnanensis	YIM 70056	29	278209	
Starkeya koreensis	Jip08	29	266121	
Arcicella aquatica	NO-502	29	217141	
Angulomicrobium amanitiforme	NCIMB 1785	29	217069	
Sulfurovum lithotrophicum	42BKT	29	206403	GCA_000987835.1
Ammoniphilus oxalaticus	RAOx- 1 	29	66863	
Paenibacillus chondroitinus	DSM 5051	29	59842	
Paenibacillus alginolyticus	DSM 5050	29	59839	
Paenibacillus pabuli	DSM 3036	29	1472	
Pseudoalteromonas profundi	TP162	28,5	1774956	
Sphingorhabdus contaminans	JC216	28,5	1343899	
Methanoculleus chikugoensis	MG62	27,5	118126	
Alishewanella alkalitolerans	LNK-7.1	27,5	2071989	
Asticcacaulis tiandongensis	3,1105	27,5	2565365	
Camelliibacillus cellulosilyticus	THG-YT1	27,5	2174486	
Antarcticibacterium flavum	JB01H24	27,5	2058175	GCA_006159205.1
Castellaniella fermenti	YTH191	27,5	2052944	
Thalassotalea profundi	YM155	27,5	2036687	
Oceanisphaera marina	YM319	27,5	2017550	
Oceanispirochaeta sediminicola	SY2	27,5	1969108	
Nioella sediminis	JS7-11	27,5	1912092	
Bacillus capparidis	EGI 6500252	27,5	1840411	
Salsuginimonas clara	LSN-49	27,5	1834039	
Streptomyces zhihengii	YIM T102	27,5	1818004	
Paracoccus acridae	SCU-M53	27,5	1795310	
Sulfitobacter faviae	S5-53	27,5	1775881	
Phenylobacterium aquaticum	W2-3-4	27,5	1763816	
Arenimonas aestuarii	S2-21	27,5	1708347	
Akkermansia glycaniphila	Pyt	27,5	1679444	GCA_900097105.1
Saccharothrix lopnurensis	YIM LPA2h	27,5	1670621	
Pseudoruegeria aestuarii	MME-001	27,5	1663016	
Nioella aestuarii	MME-018	27,5	1662864	
Amycolatopsis silviterrae	C12CA1	27,5	1656914	
Vibrio algivorus	SA2	27,5	1667024	
Bordetella tumbae	T6713-1-3b 	27,5	1649139	
Bordetella muralis	T6220-3-2b 	27,5	1649130	
Martelella limonii	YC7034	27,5	1647649	
Martelella suaedae	YC7033	27,5	1647648	
Feifantangia zhejiangensis	NMD7	27,5	1632026	
Roseivirga marina	PSR	27,5	1632024	
Rhodanobacter aciditrophus	sjH1	27,5	1623218	
Lacimicrobium alkaliphilum	X13M-12	27,5	1526571	GCA_001466725.1
Chelatococcus reniformis	B2974	27,5	1494448	
Vogesella amnigena	Npb-02T	27,5	1507449	
Oricola cellulosilytica	CC-AMH-0	27,5	1429082	
Marinobacter salarius	R9SW1 	27,5	1420917	GCA_000831005.1
Marinobacter similis	A3d10	27,5	1420916	GCA_000830985.1
Aquimarina versatilis	CBA3207	27,5	1417658	
Pedobacter ureilyticus	THG-T11	27,5	1393051	
Sphingobacterium changzhouense	N7	27,5	1324946	
Salinisphaera halophila	YIM 95161	27,5	1051139	
Xenophilus arseniciresistens	YW8	27,5	1283306	
Actinoplanes siamensis	A-T 6646	27,5	1223317	
Pontibacter odishensis	JC130	27,5	1157300	
Erythrobacter odishensis	JA747	27,5	-1	
Pedobacter hainanensis	13-Q	27,5	1136065	
Undibacterium squillarum	CMJ-15	27,5	1131567	
Litoribaculum gwangyangense	GY12	27,5	1130722	
Halomonas zhanjiangensis	JSM 078169	27,5	1121960	
Pseudoalteromonas hodoensis	H7	27,5	1081601	
Kangiella taiwanensis	KT1	27,5	1079179	
Kangiella marina	KM1	27,5	1079178	
Pedobacter kyungheensis	THG-T17	27,5	1069985	
Janibacter alkaliphilus	SCSIO 10480	27,5	1069963	
Gemmobacter lanyuensis	Orc-4	27,5	1054497	
Chitinophaga oryziterrae	YC7001	27,5	1031224	
Aestuariibaculum suncheonense	SC17	27,5	1028745	
Roseomonas riguiloci	03SU10-P	27,5	-1	
Pseudomonas nitritireducens	WZBFD3-5A2	27,5	915472	
Bacillus xiaoxiensis	JSM 081004	27,5	-1	
Shewanella dokdonensis	UDC329	27,5	712036	
Microbulbifer marinus	Y215	27,5	658218	
Fibrella aestuarina	BUZ 2	27,5	1166018	
Pseudoalteromonas donghaensis	HJ51	27,5	621376	GCA_003515105.1
Paracoccus isoporae	SW-3	27,5	591205	
Sporosarcina luteola	Y1	27,5	582850	
Vibrio galatheae	S2757	27,5	579748	
Zhihengliuella salsuginis	JSM 071043	27,5	578222	
Halobacillus hunanensis	JSM 071077	27,5	578214	
Marinobacterium lutimaris	AN9	27,5	568106	
Henriciella litoralis	SD10	27,5	568102	
Litorimonas taeanensis	G5	27,5	568099	
Salipiger aestuarii	AD8	27,5	568098	
Streptomyces spongiae	Sp080513SC-24	27,5	565072	
Muricauda olearia	CL-SS4	27,5	552546	
Sphingomonas oryziterrae	YC6722	27,5	535906	
Virgibacillus soli	CC-YMP-6	27,5	480284	
Pontibacillus halophilus	JSM 076056	27,5	516704	
Alteromonas halophila	JSM 073008	27,5	516698	
Gemmobacter aquaticus	A1-9	27,5	490185	
Oleibacter marinus	2O1	27,5	484498	
Psychroflexus sediminis	YIM-C238	27,5	470826	
Paraferrimonas sedimenticola	Mok-106	27,5	375674	
Zoogloea caeni	EMB43	27,5	374858	
Sediminitomix flava	Mok-1-85	27,5	379075	
Nocardioides marinus	CL-DD14	27,5	374514	
Flavobacterium defluvii	EMB117 	27,5	370979	
Paracoccus homiensis	DD-R11	27,5	364199	
Pseudoalteromonas byunsanensis	FR1199	27,5	327939	
Alsobacter metallidurans	SK200a-9	27,5	340221	
Psychrobacter celer	SW-238	27,5	306572	
Silvimonas terrae	KM-45	27,5	300266	
Azonexus caeni	Slu-05	27,5	266126	
Marinobacter algicola	DG893	27,5	443152	
Curvibacter gracilis	71	27,5	230310	
Erysipelothrix inopinata	MF-EP02	27,5	225084	
Vibrio ruber	VR1	27,5	184755	
Virgibacillus carmonensis	LMC 20964	27,5	171692	
Nonomuraea purpurea	1SM4-01	26	1849276	
Cellulophaga lytica	ATCC 23178	26	979	GCA_000190595.1
Cellvibrio fontiphilus	MVW-40	25	1815559	
Puzihella rosea	MI-28	25	1377991	
Mooreia alkaloidigena	CNX-216	25	1075416	
Oceaniovalibus guishaninsula	JLT2003	25	1231392	
Fibrisoma limi	BUZ 3	25	1185876	
Flavobacterium resistens	BD-b365	25	443612	
Spongiibacter marinus	HAL40b	25	354246	
Breznakia pachnodae	Pei061	25	265178	
Shewanella decolorationis	S12	25	1353536	
Brachybacterium sacelli	LMG 20345	25	173364	
Brachybacterium fresconis	LMG 20336	25	173363	
Muricauda ruestringensis	B1	25	111501	GCA_000224085.1
Brevundimonas poindexterae	FWC40	25	74325	
Caulobacter mirabilis	FWC 38	25	69666	GCA_002749615.1
Alkalibacterium subtropicum	O24-2	25	753702	
Alkalibacterium indicireducens	A11	25	398758	
Solitalea canadensis	UASM 9D	24	995	GCA_000242635.3
Breznakia blatticola	ErySL 	22,5	1754012	
Pseudovibrio stylochi	UST20140214-052	26,5	1807766	
Nocardiopsis sediminis	1SS5-02	26,5	1778267	
Mongoliibacter ruber	YIM 4-4	26,5	1750599	
Pseudovibrio hongkongensis	UST20140214-015B	26,5	1647556	
Nesterenkonia pannonica	BV-35	26,5	1548602	
Bacillus kiskunsagensis	B16-24	26,5	-1	
Muricauda zhangzhouensis	12C25	26,5	1073328	
Paenibacillus catalpae	 D75	26,5	1045775	
Kocuria oceani	FXJ8.095	26,5	988827	
Neiella marina	J221	26,5	508461	
Chromobacterium subtsugae	PRAA4-1	26,5	251747	
Luteipulveratus halotolerans	C296001	24	1631356	
Phytomonospora endophytica	YIM 65646	24	714109	
Rheinheimera aestuarii	H29	22,5	1586751	
Chitinophaga pinensis	ATCC 43595	23,5	79329	GCA_000024005.1
Labrenzia polysiphoniae 	KMM 9699	29	-1	
Ruminococcus champanellensis	18P13	39	1161942	
Chitinimonas prasina	LY03	37	1434937	
Bacteroides cellulosilyticus	CRE21	37	246787	GCA_001318345.1
Desulfomicrobium orale	NY678	37	132132	GCA_001553625.1
Tissierella praeacuta	ATCC 25539	37	43131	
Actinobacillus lignieresii	ATCC 49236	37	720	GCA_900635785.1
Amphibacillus iburiensis	N314	36	1212662	
Oxobacter pfennigii	V5-2	36	36849	
Luteimonas vadosa	KMM 9005	35	1165507	
Amphibacillus indicireducens	C40	35	1076330	
Mangroviflexus xiamenensis	P2	35	995053	
Methanogenium organophilum	CV	32,5	2199	
Paenibacillus purispatii	 ES MS17	32	556177	
Gemmobacter aquatilis	ATCC 49971	31	933059	
Sphingobacterium bambusae	IBFC2009	31	662858	
Sphingobacterium solani	MLS-26-JM13-11	30	2086464	
Bacillus paramycoides	NH24A2	30	2026194	
Bacillus nitratireducens	4049	30	2026193	
Bacillus proteolyticus	TD42	30	2026192	
Bacillus luti	TD41	30	2026191	GCA_009739945.1
Bacillus mobilis	0711P9-1	30	2026190	GCA_003612955.1
Stakelama algicida	Yeonmyeong 1-13	30	1715649	
Ohtaekwangia kribbensis	10AO	30	688913	
Ohtaekwangia koreensis	3B-2	30	688867	
Jeotgalibacillus campisalis	SF-57	30	220754	
Shewanella gaetbuli	TF-27	30	220752	
Acetobacterium malicum	MuME1	30	52692	
Domibacillus aminovorans	DSM 1314	30	29332	
Neptunomonas acidivorans	NAG-2N-126	29	1166480	
Pseudomonas dryadis	FRB 230	28	2487520	
Streptomyces amphotericinicus	1H-SSA8	28	2023875	
Wangella harbinensis	NEAU-J3	28	-1	
Phyllobacterium endophyticum	PEPV15	28	1149773	
Lactobacillus kosoi	10H	27	-1	
Roseovarius indicus	B108	25	540747	GCA_008728195.1
Altererythrobacter troitsensis	KMM 6042	25	-1	
Methanobrevibacter oralis	ZR	36	66851	
Desulfovibrio hontreensis	ME	35,5	1642166	
Tenacibaculum lutimaris	TF-26	33,5	285258	
Tenacibaculum litopenaei	B-I	32,5	396016	
Chitinimonas taiwanensis	cf	31	240412	
Rheinheimera salexigens	KH87	34,5	1628148	
Yeosuana aromativorans	GW1-1	34,5	288019	
Thiomicrorhabdus frisia	JB-A2	33,5	63655	
Methanosarcina semesiae	MD1	32,5	84592	
Marichromatium indicum	JA100	32,5	224438	
Clostridium puniceum	BL 70/20	28	29367	
Planctopirus limnophila	Mu 290	31	120	GCA_000092105.1
Halothiobacillus neapolitanus	ATCC 23641	30	927	GCA_000024765.1
Aeromicrobium choanae	9H-4	30	1736691	
Rheinheimera japonica	KMM 9513	29	1550609	
Mesonia mobilis	KMM 6059	29	369791	
Desulfuromonas thiophila	NZ27	28	57664	
Primorskyibacter sedentarius	KMM 9018	27,5	745311	
Micromonospora endolithica	AA-459	28	230091	
Roseivirga ehrenbergii	KMM 6017	24	279360	
Methylobacillus arboreus	Iva	21,5	755170	
Methylobacillus gramineus	Lap	21,5	755169	
Carboxylicivirga mesophila	MEBiC 07026	30	1166478	
Paenibacillus luteus	R-3	29	2545753	
Streptomyces lopnurensis	TRM 49590	37	1495572	
Halobacillus seohaensis	ISL-50	37	447421	
Microbulbifer mangrovi	DD-13	36	927787	
Microvirga zambiensis	WSM3693	35	864070	
Croceitalea dokdonensis	DOKDO 023	35	1300341	
Lacunisphaera parvula	IG15	33	1848771	
Thalassospira alkalitolerans	MBE#61	32	1293890	
Pseudomaricurvus alcaniphilus	MEBiC06469	32	1166482	
Nocardioides phosphati	WYH11-7	30	1867775	
Marinirhabdus citrea	MEBiC09412	30	1862160	
Lutimaribacter marinistellae	SF-12	30	1820329	
Oleiagrimonas citrea	MEBiC09124	30	1665687	
Planococcus salinarum	ISL-16	30	622695	
Microbacterium insulae	DS-66	30	483014	
Tamlana agarivorans	JW-26	30	481183	
Muricauda lutimaris	SMK-108	30	475082	
Prosthecobacter fluviatilis	HAQ-1	30	445931	
Lysobacter dokdonensis	DS-58	30	1300345	
Byssovorax cruenta	By c2	30	293647	
Solirubrobacter pauli	B33D1	30	166793	
Limnobacter thiooxidans	CS-K2	30	131080	
Sporomusa malonica	WoG12	30	112901	
Promicromonospora soli	NEAU-GS50	28	2035533	
Mesorhizobium jarvisii	ATCC 33669	28	1562532	
Streptomyces kronopolitis	NEAU-ML8	28	1612435	
Litoribrevibacter albus	Y32	28	1473156	
Rhodovulum mangrovi	AK41	28	1406880	
Photobacterium panuliri	LBS5	28	1340529	
Cohnella lupini	RLAHU4B	28	1294267	
Nocardioides daphniae	 D287	28	402297	GCA_004777465.1
Arenimonas metalli	CF5-1	27	1384056	
Chryseobacterium cucumeris	GSE06	25	1813611	
Pseudonocardia antarctica	DVS 5a1	25	237656	
Psychrobacter pacificensis	NIHB P2K6	25	112002	
Chryseobacterium kwangjuense	KJ1R5	33	267125	
Streptomyces boninensis	K11-0400	26	2039455	
Ornithinimicrobium pekingense	LW6	35	384677	
Mangrovimonas yunxiaonensis	LYYY01	32,5	1197477	
Desulfatiferula olefinivorans	LM2801	33	396322	
Janibacter corallicola	04PA2-Co5-61	29,5	415212	
Burkholderia plantarii	ATCC 43733	33,5	41899	GCA_001411805.1
Kordia zhangzhouensis	JS14SB-1	31,5	1620405	
Actinoplanes lichenis	LDG1-22	27	1629072	
Kibdelosporangium kanagawaense	K08-0175	28	1882231	
Actinocorallia herbida	AL-50780	28	58109	
Devosia submarina	KMM 9415	29	1173082	
Tenacibaculum xiamenense	WJ-1	29	1261553	
Planomicrobium soli	XN13	29	1176648	
Steroidobacter denitrificans	FS	29	465721	GCA_001579945.1
Albimonas donghaensis	DS2	29	356660	
Desulfatibacillum alkenivorans	PF2803 	29	259354	
Ammoniphilus oxalivorans	RAOx-FS	29	66864	
Tenacibaculum gallaicum	A37.1	27,5	561505	
Tenacibaculum discolor	LL04 11.1.1	27,5	361581	
Deinococcus hibisci	 THG-AG1.5	27,5	2052483	
Cohaesibacter marisflavi	DQHS21	27,5	655353	
Zunongwangia profunda	SM-A87	27,5	655815	GCA_000023465.1
Planomicrobium koreense	JG07	25	-1	
Microterricola viridarii	KV-677	22,5	412690	GCA_001542775.1
Arenicella chitinivorans	KMM 6208	26,5	1329800	
Salipiger marinus	CK-I3-6	26,5	555512	
Zobellia russellii	KMM 3677	26,5	248907	
Flavobacterium subsaxonicum	WB 4.1-42	26	426226	
Pseudomonas marginalis	ATCC 10844,	25,5	298	
Arenibacter palladensis	KMM 3961	24	237373	
Acidocella aromatica	PFBC	30	1303579	
Marinifilum fragile	 JC2469	33	570161	
Brevitalea deliciosa	Ac_16_C4	35,05	1603870	
Chitinophaga caseinilytica	S-52	28,5	2267521	
Flavobacterium aquimarinum	Dol 15-39	29	2315887	
Pontibacter terrae	17SD1-15	29	2304246	
Deinococcus irradiatisoli	17bor-2	29	2202254	GCA_003173015.1
Ottowia oryzae	KADR8-3	29	2109914	GCA_003008535.1
Nibricoccus aquaticus	HZ-65	27,5	2576891	GCA_002310495.1
Methanobrevibacter cuticularis	RFM-1	37	47311	
Escherichia marmotae	HT073016	37	1499973	GCA_002900365.1
Gibbsiella dentisursi	LEN-33	37	796890	
Senegalimassilia faecalis	KGMB04484	37	2509433	
Selenomonas massiliensis	Marseille-P4036	37	2058293	
Nannocystis konarekensis	MNa11734	37	2066023	
Mycobacterium lehmannii	 SN 1900	37	2048550	
Mycobacterium eburneum	X82	37	2035343	
Hydrogenophaga soli	S10	37	2025714	
Ileibacterium valens	NYU-BL-A3	37	1862668	
Marinobacter salinus	Hb8	37	1874317	GCA_001854125.1
Flavisolibacter metallilatus	KACC 19145	37	1639646	
Vagococcus martis	D7T301	37	1768210	
Cephaloticoccus capnophilus	CV41	37	1548208	
Marinobacter halotolerans	CP12	37	1569211	
Senegalimassilia anaerobia	JC110	37	1034345	
Bacteroides timonensis	AP1	37	1203465	
Holdemania massiliensis	AP2	37	1211819	
Anaerococcus pacaensis	9403502	37	938294	
Timonella senegalensis	JC301	37	1095772	
Cellulomonas massiliensis	JC225	37	1095767	
Peptoniphilus senegalensis	JC140 	37	1465757	
Ezakiella peruensis	 M6.X2	37	1464038	
Weeksella massiliensis	FF8	37	1461577	
Risungbinella massiliensis	GD1 	37	1329796	
Nocardioides massiliensis	GD13	37	1325935	
Actinomyces timonensis	7400942	37	1288391	
Mucilaginibacter yixingensis	YX-36	37	1295612	
Alistipes senegalensis	JC50	37	1033732	
Anaerococcus senegalensis	JC48	37	1033733	
Gorillibacterium massiliense	G5	37	1280390	
Pontibacter ramchanderi	LP43	37	1179743	
Seleniivibrio woodruffii	S4	37	1078050	
Vibrio sonorensis	CAIM 1076	37	1004316	
Fenollaria massiliensis	9401234	37	938288	
Mycobacterium paraseoulense	31118�	37	590652	
Mycolicibacter paraterrae	05-2522	37	-1	
Aestuariibacter aggregatus	WH169	37	-1	
Bacteroides oleiciplenus	MS4	37	626931	
Motilibacter rhizosphaerae	RS-16	37	598652	
Dactylosporangium darangshiense	DLS-44	37	579108	
Cloacibacterium rupense	R2A-16	37	517423	
Spirochaeta cellobiosiphila	SIP1	37	504483	
Pelomonas puraquae	CCUG 52769	37	431059	
Mycobacterium seoulense	DSM 44998	37	386911	
Prevotella timonensis	4401737	37	-1	
Flavobacterium lindanitolerans	 IP-10	37	428988	
Sphingobium fuliginis	TKP	37	336203	GCA_006363875.1
Mycobacterium parascrofulaceum	ATCC BAA-614	37	525368	
Acholeplasma granularum	BTS-39	37	264635	
Mycobacterium saskatchewanense	ATCC BAA-544	37	220927	
Mesoplasma tabanidae	BARC 857	37	219745	GCA_002804025.1
Salinicoccus hispanicus	J-82	37	157225	
Bacteroides coprosuis	PC139	37	151276	
Clostridium neonatale	LCDC 99A005	37	137838	
Brevibacterium avium	CCUG 43455	37	83828	
Sphingopyxis alaskensis	LMG 18877	37	117207	GCA_000013985.1
Clostridium haemolyticum	ATCC 9650	37	84025	
Mycolicibacter hiberniae	 ATCC 49874	37	29314	
Oxalicibacterium solurbis	MY14	37	69280	
Mycolicibacterium chlorophenolicum	DSM 43826	37	37916	
Acholeplasma axanthum	S-743	37	-1	GCA_900660745.1
Mycobacterium simiae	 ATCC 25275	37	1784	
Mycobacterium malmoense	ATCC 29571	37	1780	
Spiroplasma mirum	SMCA	37	2144	GCA_000565195.1
Hathewaya histolytica	ATCC 19401	37	1498	GCA_901482605.1
Streptococcus timonensis	Marseille-P2915	37	1852387	
Enterococcus massiliensis	CSUR P1927	37	1640685	
Streptococcus varani	FF10	37	1608583	
Methanobrevibacter acididurans	ATM	35	120963	
Desulfobulbus oligotrophicus	Prop6	35	1909699	
Vibrio japonicus	JCM 31412	35	1824638	
Dysgonomonas alginatilytica	HUA-2	35	1605892	
Novosphingobium marinum	LA53	35	1514948	
Halomonas zincidurans	B6	35	1446475	
Cruoricaptor ignavus	IMMIB L-12475	35	1118202	
Muricauda antarctica	Ar-22	35	1055723	
Propioniciclava tarda	WR061	35	433330	
Flavobacterium ceti	454-2	35	-1	
Centipeda periodontii	LL2383	35	82203	
Mycobacterium gordonae	ATCC 14470	35	1778	
Clostridium kluyveri	ATCC 8527	35	1534	GCA_000016505.1
Sorangium dawidii	Soce 362	34	2093424	
Sorangium arenae	Soce 1078	34	2093421	
Sorangium reichenbachii	Soce 1828	34	2093419	
Micromonospora sonneratiae	274745	34	1184706	
Methylophaga frappieri	JAM7	34	754477	GCA_000260965.1
Pedobacter suwonensis	15-52	34	332999	
Desulfocella halophila	GSL-But2	34	66835	
Butyratibacter algicola	B15	33	2029869	
Salegentibacter sediminis	K5023	33	1930251	
Marinifilum albidiflavum	FB208	33	1844052	
Marinicella sediminis	F2	33	1792834	
Hyunsoonleella rubra	FA042	33	1737062	
Bradymonas sediminis	FA350 	33	1548548	GCA_003258315.1
Sulfurovum aggregans	Monchim33	33	1431962	
Alkalimonas collagenimarina	AC40	33	400390	
Segniliparus rotundus	CDC 1076 	33	286802	GCA_000092825.1
Thiorhodovibrio winogradskyi	SSP1	33	77007	
Nitrosopumilus piranensis	D3C	32	1582439	GCA_000875775.1
Vibrio ouci	 BEI176	32	2499078	
Jatrophihabitans huperziae	CPCC 204076	32	1730378	
Altererythrobacter xixiisoli	S36	32	-1	
Chryseobacterium xixisoli	S31	32	-1	
Roseivivax marinus	ZL136	32	1379903	
Nocardioides perillae	I10A-01402	32	1119534	
Allofrancisella inopinata	SYSU YG23	32	1085647	
Allofrancisella frigidaquae	SYSU 10HL1970	32	1085644	
Sphingobacterium pakistanense	NCCP-246	32	977983	
Algoriphagus olei	CC-Hsuan-617	32	568072	
Spiroplasma cantharicola	CC-1	32	362837	GCA_001281045.1
Blastococcus saxobsidens	BC444 	32	138336	GCA_000284015.1
Ahrensia kielensis	JCM 20689	32	76980	
Desulfonema magnum	4beI3	32	45655	
Desulforhopalus singaporensis	T1	31	91360	
Catellatospora citrea	6183-E	31	53366	
Mycolicibacterium sphagni	ATCC 33027	31	1786	
Mycolicibacterium komossense	ATCC 33013	31	1779	
Methanospirillum lacunae	Ki8-1	30	668570	
Methanolobus profundi	MobM	30	487685	
Lactobacillus iwatensis	IWT246	30	-1	
Lactobacillus vespulae	DCY75	30	-1	
Weissella diestrammenae	ORY33	30	1162633	
Carnobacterium jeotgali	MS3	30	1449340	
Tetragenococcus koreensis	JS	30	290335	GCA_003795145.1
Lactobacillus silagincola	IWT5 	30	-1	
Lactococcus chungangensis	CAU 28	30	451457	
Flavisolibacter galbus	17J28-26	30	2675388	
Lysinimonas yzui	N7XX-4	30	-1	
Cellulosimicrobium arenosum	CAU 1455	30	2708133	
Pseudaminobacter granuli	Gr-2	30	2685871	
Brevibacterium anseongense	Gsoil 188	30	2683611	
Aestuariibaculum marinum	IP7	30	2683592	
Sulfitobacter profundi	SAORIC-263	30	2679961	
Mucibacter soli	R1-15	30	2678302	
Thalassorhabdus aurantiaca	IP9	30	2675693	
Proteus cibarius	JS9	30	-1	GCA_009740265.1
Marinicaulis aureum	HHTR114	30	-1	
Terrimonas suqianensis	C3-5	30	2662614	
Dictyobacter vulcani	W12	30	2607529	
Flavobacterium microcysteis	MaA-Y11	30	2596891	
Formosa maritima	1494	30	2592046	
Chryseobacterium mulctrae	CA10	30	2576777	
Terrabacter ginsengisoli 	Gsoil 653	30	-1	
Rhizobium deserti	SPY-1	30	2547961	
Spirosoma sordidisoli	TY50	30	2502893	
Hwanghaeella grinnelliae	Gri0909	30	2500179	
Kushneria endophytica	EAod7	30	2269386	
Edaphocola flava	HME-24	30	2499629	
