genus_and_species	taxonomy_id	strain	superkingdom	phylum	class	order	family	genus	assembly_or_accession	Genome_GC	Genome_size	16S_accssion	16S_GC	Tmin	Topt_ave	Topt_low	Topt_high	Tmax	Tmax_Tmin
Quadrisphaera granulorum	317664	AG019	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Quadrisphaera		75		AY831385	58,5	15	37			40	25
Yangia pacifica	311180	DX5-10	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Yangia	GCA_003111685.1	66,5	5,2	AJ877265	55,3	22	37			40	18
Nitratifractor salsuginis	269261	E9I37-1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales		Nitratifractor	GCA_000186245.1	53,9	2,1	AB175500	55,7	28	37			40	12
Brucella ceti	120577	NCTC 12891 	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella				NR_042463	55,8	20	37			40	20
Brucella pinnipedialis	120576	NCTC 12890 	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella				NR_042462	55,8	20	37			40	20
Bacillus bogoriensis	246272	LBB3	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		37,5		AY376312	54,8	10	37			40	30
Marinobacter lipolyticus	209639	SM19	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter		57		AY147906	55,5	15	37			40	25
Alysiella filiformis	194196	ATCC 15532	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Alysiella		46		AF487710	53,5	33	37			40	7
Pelotomaculum terephthalicicum	206393	JT	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Pelotomaculum		53,6		AB091323	55,9	30	37			40	10
Clostridium algidicarnis	37659	DSM 15099	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium				AF127023	53,2	4	37			40	36
Desulfovibrio mexicanus	147047	Lup1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio		66		AF227984	55,9	20	37			40	20
Bacillus wakoensis	127891	N-1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		38,1		AB043851	53,7	10	37			40	30
Bacillus hemicellulosilyticus	127886	C-11	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		36,8		AB043846	54,3	10	37			40	30
Mycobacterium gastri	1777	ATCC 15754	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium				X52919	58	25	37			40	15
Papillibacter cinnamivorans	100176	CIN1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Papillibacter		56		AF167711	54,2	15	37			40	25
Oleomonas sagaranensis	89018	HD-1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Oleomonas		66		D45202	56,2	25	37			40	15
Actinobacillus ureae	723	 Henriksen 3520/59	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus		42,5		M75075	50,9	25	37			40	15
Mycobacterium bohemicum	56425	 DSM 44277	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium		63,5		U84502	58	25	37			40	15
Agathobaculum desmolans	39484	ATCC 43058	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Agathobaculum		48,5		L34618	53,1	35	37			40	5
Nesterenkonia halobia	37922	3月28日	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Nesterenkonia		71,5		X80747	57	20	37			40	20
Clostridium ljungdahlii	1538	PETC	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	GCA_000143685.1	31,1	4,6	M59097	49,4	30	37			40	10
Clostridium cellulovorans	1493	743B	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	GCA_000145275.1	31,2	5,3	X71849	52,5	20	37			40	20
Bacillus cellulosilyticus	1413	N4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	GCA_000177235.2	36,5	4,7	AB043852	54,7	20	37			40	20
Streptococcus caviae	1930533	6	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		42,6		LT546457	52,8	25	37			40	15
Halorubrum lacusprofundi	2247	ACAM34	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	GCA_000022205.1	64	3,7	X82170	57,5	4	36			40	36
Desulfonatronum zhilinae	1256678	Al915-01	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum				JX984981	56,2	10	36			40	30
Exiguobacterium sibiricum	332410	255-15	Bacteria	Firmicutes	Bacilli	Bacillales		Exiguobacterium	GCA_000019905.1	47,7	3	NR_075006	55,5	-3	36			40	42,5
Desulfotomaculum acetoxidans	58138	"""G6ttingen"", 5575"	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfofarcimen		37,5		NR_027608	52,9	20	36			40	20
Methanohalophilus levihalophilus	1431282	GTA13	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus		43,7		AB889605	55,1	20	35			40	20
Methanobacterium petrolearium	710190	Mic5c12 	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium		38,3		AB542742	56,3	20	35			40	20
Methanomicrobium antiquum	487686	MobH	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanomicrobium		37,6		AB370246	54,5	15	35			40	25
Methanosarcina subterranea	418010	HC-2	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina		41,5		AB288264	56,7	10	35			40	30
Methanocorpusculum aggregans	176294	MSt	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum		52		HG794418	53,8	25	35			40	15
Methanosarcina siciliae	38027	T4/M	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	GCA_000970085.1	42,9	5	U89773	56,6	20	35			40	20
Capnocytophaga endodontalis	2708117	ChDC OS43	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	GCA_002209445.1	38,2	3,4	NR_165677	50,9	30	35			40	10
Corallibacterium pacifica	2708112	OS-11M-2	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Corallibacterium		49,7		MF359550	55,1	15	35			40	25
Burkholderia alba	2683677	AD18	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia		65,6		MF565845	54,8	10	35			40	30
Salicibibacter halophilus	2502791	NKC3-5	Bacteria	Actinobacteria	Actinobacteria	Glycomycetales	Glycomycetaceae	Salilacibacter	GCA_006740705.1	45,9	3,8	NR_165670	58,3	25	35			40	15
Pelagivirga sediminicola	2170575	BH-SD19	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pelagivirga		64		MG775052	54,8	15	35			40	25
Roseomonas fluminis	2078947	D3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas		73,1		KY649439	60,1	15	35			40	25
Marinobacter bohaiensis	2201898	T17	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter		63		KY628816	55,8	15	35			40	25
Desulfonatronum parangueonense	2047730	PAR180	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum		56,1		KY041865	56	15	35			40	25
Geodermatophilus daqingensis	2026353	WT-2-1	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Geodermatophilus		73,7		KX881378	59,9	15	35			40	25
Maripseudobacter aurantiacus	1882343	CDA4	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maripseudobacter		38,3		KX364240	55,3	15	35			40	25
Alteromonas pelagimontana	1858656	5,12	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas		46,1		LT593862	52,9	4	35			40	36
Bacillus mesophilus	1808955	SA4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		42,4		KU324461	54,6	20	35			40	20
Microbaculum marinum	1764581	HSF11	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Microbaculum		70,7		KU195387	56,8	20	35			40	20
Thalassobaculum fulvum	1633335	HSF7	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassobaculum		69		KP976094	58,6	20	35			40	20
Bifidobacterium tissieri	1630162	MRM_5.18 	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium		63,7		KP718951	59,7	25	35			40	15
Aestuariivivens insulae	1621988	AH-MY3	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aestuariivivens		37		KP341540	52,6	10	35			40	30
Demequina activiva	1582364	BS-12M 	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Demequinaceae	Demequina		70,7		KM591918	57	10	35			40	30
Sphingomicrobium aestuariivivum	1582356	AH-M8 	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium		66,7		KM591917	54,5	15	35			40	25
Marinobacter shengliensis	1389223	SL013A34A2	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter				KF307780	55,9	10	35			40	30
Bacillus huizhouensis	1501239	GSS03	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		40,2		KJ464756	54,7	16	35			40	24
Acetoanaerobium pronyense	1482736	ST07-YE	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Acetoanaerobium		40		KJ174056	53,5	15	35			40	25
Paenibacillus guangzhouensis	1473112	GSS02(	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	GCA_009363075.1	47,5	6,9	KJ000691	54,7	16	35			40	24
Bacillus oleivorans	1448271	JC228	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		39		HG799486	55,4	25	35			40	15
Exiguobacterium alkaliphilum	1428684	12月1日	Bacteria	Firmicutes	Bacilli	Bacillales		Exiguobacterium		55,6		EU379016	56,7	5	35			40	35
Bacillus taiwanensis	1347902	FJAT-14571	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		40,8		KF040588	54,1	20	35			40	20
Roseibium aquae	1323746	DSG-S4-2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseibium		61,4		KC762314	55,9	20	35			40	20
Gracilimonas rosea	1309792	CL-KR2	Bacteria	Balneolaeota	Balneolia	Balneolales	Balneolaceae	Gracilimonas		43,2		KC686334	54,9	15	35			40	25
Anaerobacterium chartisolvens	1297424	T-1-35	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Anaerobacterium		46		AB793710	53,1	15	35			40	25
Fabibacter pacificus	1267423	DY53	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Fabibacter	GCA_005166025.1	36,1	4,7	KC005305	51	15	35			40	25
Actinopolyspora lacussalsi	1234544	TRM 40139	Bacteria	Actinobacteria	Actinobacteria	Actinopolysporales	Actinopolysporaceae	Actinopolyspora		66,4		JX485633	59,8	25	35			40	15
Niveispirillum fermenti	1233113	CC-LY736	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Niveispirillum		67,6		JX843283	57,5	20	35			40	20
Myceligenerans salitolerans	1230528	XHU 5031	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Myceligenerans		71,2		JX316007	58,3	15	35			40	25
Virgibacillus natechei	1216297	FarD	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus		42,1		JX435821	54,4	10	35			40	30
Halomonas songnenensis	1176243	NEAU-ST10-39	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas		57,4		JQ762289	56,2	4	35			40	36
Salinicoccus halitifaciens	1073415	JC90	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus		46		HE578181	55,8	20	35			40	20
Microbulbifer gwangyangensis	1028749	GY2	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Microbulbiferaceae	Microbulbifer		55,1		JF751045	54	10	35			40	30
Bacillus salsus	930152	A24	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		35,9		HQ433466	53,8	10	35			40	30
Aquibacillus halophilus	930132	B6B	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aquibacillus		35,8		HQ433456	55	20	35			40	20
Alteribacillus bidgolensis	930129	P4B	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alteribacillus		38,9		HQ433453	56,5	25	35			40	15
Parvibaculum hydrocarboniclasticum	884688	EPR92	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Parvibaculum		60,7		GU574708	56,1	20	35			40	20
Georgenia satyanarayanai	860221	JLT1488	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia		62,3		HQ638978	57,7	4	35			40	36
Nocardiopsis flavescens	758803	SA6	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis		68,6		GU997639	59	23	35			40	17
Bacteroides paurosaccharolyticus	732242	WK042	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		41		AB298727	50,2	10	35			40	30
Marinimicrobium haloxylanilyticum	681634	SX15	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Marinimicrobium		60		GQ920839	55	5	35			40	35
Salinirepens amamiensis	667303	AM11-6	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Salinirepens		36,4		AB517714	51,4	10	35			40	30
Paracoccus stylophorae	659350	KTW-16	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus		69,1		GQ281379	55,9	15	35			40	25
Pararheinheimera aquatica	653745	GR-5	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Pararheinheimera		51,9		GQ168584	52,8	10	35			40	30
Lysinibacillus acetophenoni	614649	JC23	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus		41		FN179488	54,1	25	35			40	15
Roseomonas terricola	600629	EM302	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas		65,7		FJ654263	58,4	15	35			40	25
Marinobacterium nitratireducens	518897	CN44	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinobacterium		62,5		EU573965	55,4	15	35			40	25
Microbulbifer donghaiensis	494016	CN85	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Microbulbiferaceae	Microbulbifer		57,8		EU365694	54,6	20	35			40	20
Sporomusa rhizae	357999	RS	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa				AM158322	53,2	15	35			40	25
Lysinibacillus cresolivorans	479077	SC03	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus		41,2		EU043375	54,1	25	35			40	15
Altererythrobacter ishigakiensis	476157	JPCCMB0017	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	GCA_001663155.1	56,9	2,7	AB363004	54,1	25	35			40	15
Gracilimonas tropica	454600	CL-CB462	Bacteria	Balneolaeota	Balneolia	Balneolales	Balneolaceae	Gracilimonas		42,7		EF988655	55,6	20	35			40	20
Acetobacter senegalensis	446692	CWBI-B418	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	GCA_001499615.1	54,5	4	AY883036	54,7	28	35			40	12
Desulfovibrio butyratiphilus	442866	BSY	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio		63,3		AB303305	56,6	25	35			40	15
Propionispira arcuata	433321	WK011	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Propionispira		41,7		AB298743	53,5	20	35			40	20
Anaerotignum aminivorans	433287	SH021	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum		38,2		AB298756	51,9	15	35			40	25
Anaerocolumna cellulosilytica	433286	SN021	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerocolumna		38,1		AB298755	52,6	15	35			40	25
Desulfomicrobium salsuginis	426707	ADR21	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium		62,8		NR_132593	54,7	10	35			40	30
Alkaliphilus peptidifermentans	426129	Z-7036	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Alkaliphilus		33,8		EF382660	53,3	6	35			40	34
Rothia terrae	396015	 L-143	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia		56,1		DQ822568	55,5	15	35			40	25
Salinivibrio sharmensis	390883	BAG	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Salinivibrio		51		AM279734	54	25	35			40	15
Janibacter anophelis	319054	H2.16B	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Janibacter				AY837752	57	20	35			40	20
Clostridium ganghwense	312089	HY-42-06	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium				AY903294	52,9	15	35			40	25
Altererythrobacter epoxidivorans	361183	SW-109	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	GCA_001281485.1	61,5	2,8	DQ304436	54,4	20	35			40	20
Microcella putealis	337005	CV-2	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microcella		68,8		AJ717388	55,8	15	35			40	25
Marinimicrobium agarilyticum	306546	M18	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Marinimicrobium		58		AY839870	55,3	12	35			40	28
Hahella ganghwensis	286420	FR1050	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Hahella		44		AY676463	54,9	15	35			40	25
Pseudoxanthomonas kaohsiungensis	283923	J36	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas		60,1		AY650027	55,6	10	35			40	30
Phenylobacterium falsum	279827	AC-49	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium		66,9		AJ717391	56,2	25	35			40	15
Thalassotalea ganghwensis	221989	JC2041	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea		42		AY194066	53	15	35			40	25
Desulfopila aestuarii	231440	MSL86	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfopila		54,4		AB110542	52,1	10	35			40	30
Pseudodesulfovibrio portus	231439	MSL79	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio		62,1		AB110541	54	10	35			40	30
Delftia tsuruhatensis	180282	T7	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	GCA_001753225.1	66,3	7,2	AB075017	54,9	10	35			40	30
Sporomusa acidovorans	112900	Mol	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa		42		AJ279798	54,1	20	35			40	20
Nocardioides pyridinolyticus	109465	OS4	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides		72,5		U61298	58,6	20	35			40	20
Desulfovibrio aminophilus	81425	ALA-3	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio		66		AF067964	57,8	25	35			40	15
Propionibacterium cyclohexanicum	64702	TA-12	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium		66,8		D82046	57,4	20	35			40	20
Methylobacter marinus	34058	A45	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter		52,5		AF304197	53,6	15	35			40	25
Desulfotomaculum halophilum	57172	SEBR 3139	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfohalotomaculum		56,3		U88891	53,6	30	35			40	10
Alicyclobacillus disulfidooxidans	42808	SD-11	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus		53		AB089843	59,3	4	35			40	36
Acetivibrio cellulolyticus	35830	CD2	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium		38		L35516	52,7	20	35			40	20
Aeromicrobium erythreum	2041	NRRL B-3381	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	GCA_001509405.1	72,1	3,6	AF005021	58,8	21	35			40	19
Desulfovibrio longus	889	SEBR 2582	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio		62,3		X63623	51,4	10	35			40	30
Pelobacter carbinolicus	19	Gra Bd 1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	GCA_000012885.1	55,1	3,7	X79413	56,1	15	35			40	25
Aliidiomarina sedimenti	1933879	GBSy1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Aliidiomarina		51,2		KU870747	53,5	4	34			40	36
Desulfonatronum buryatense	489971	Ki5	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum		48,8		KC417373	56,4	20	34			40	20
Exiguobacterium oxidotolerans	223958	T-2-2	Bacteria	Firmicutes	Bacilli	Bacillales		Exiguobacterium		46,7		AB105164	55,4	4	34			40	36
Hanstruepera crassostreae	2071625	L53	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Hanstruepera		33,5		MG437306	49,3	4	33			40	36
Algoriphagus marinus	1925762	am2	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus		40,6		KX839492	52,3	4	33			40	36
Paralkalibacillus indicireducens	1920268	Bps-1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Paralkalibacillus		40,3		LC197841	54,6	18	33			40	22
Chengkuizengella sediminis	1885917	J15A17	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Chengkuizengella		37,4		KU870236	53,2	4	33			40	36
Psychroflexus saliphilus	1883177	WDS4A13	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Psychroflexus		35,2		KX155775	49,7	20	33			40	20
Thalassotalea sediminis	1759089	N211	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea		39,1		KT224448	52,7	4	33			40	36
Marinoscillum pacificum	392723	MRN461	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Marinoscillum		41,5		DQ660388	52,7	15	33			40	25
Pelobacter venetianus	44672	Gra PEG1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter		52,2		U41562	55,5	10	33			40	30
Streptomyces ferrugineus	1413221	HV38	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces		67		KF767859	59,5	15	32			40	25
Pseudogulbenkiania gefcensis	1037320	yH16	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Pseudogulbenkiania		65,9		JF728876	55,5	25	32			40	15
Barrientosiimonas humi	999931	39	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermacoccaceae	Barrientosiimonas		68,4		JF346171	57,4	24	32			40	16
