Species	Strain	NCTC_number	Type_Strain	Cond_solid	Cond_liquid
Megamonas hypermegale	EBF 61/42 Group IV	NCTC 10570	Yes	Fastidious anaerobe agar, 24-48 hours, 37°C, anaerobic	viande-leure broth,37, strict anaerobe
Megamonas hypermegale	EBF 58/74	NCTC 10571	No	viande-leure agar,37, strict anaerobe	viande-leure broth,37, strict anaerobe
Megamonas hypermegale	EBF 61/61	NCTC 10572	No	viande-leure agar,37, strict anaerobe	viande-leure broth,37, strict anaerobe
Fusobacterium sp.	EBF 59/96 Group I	NCTC 10573	No	viande-leure agar,37, strict anaerobe	viande-leure broth,37, strict anaerobe
mycobacterium brunense	2023	NCTC 10574	No	lowenstein-jensen medium,30, aerobic	nutrient broth,30, aerobic
Fusobacterium necrophorum	2352	NCTC 10575	No	viande-leure agar,37, strict anaerobe	viande-leure broth,37, strict anaerobe
Fusobacterium necrophorum	2353	NCTC 10576	No	viande-leure agar,37, strict anaerobe	viande-leure broth,37, strict anaerobe
Fusobacterium necrophorum	2355	NCTC 10577	No	viande-leure agar,37, strict anaerobe	nutrient broth,37, strict anaerobe
Clostridium perfringens	Jones ?	NCTC 10578	No	Fastidious anaerobe agar, 24-48 hours, 37°C, anaerobic	nutrient broth,37, strict anaerobe
Kocuria rosea	A57/66	NCTC 10580	No	nutrient agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Bacteroides fragilis	ATCC 23745	NCTC 10581	No	blood agar,37, strict anaerobe	nutrient broth,37, strict anaerobe
Bacteroides thetaiotaomicron	E 50	NCTC 10582	Yes	Fastidious anaerobe agar, 24-48 hours, 37°C, anaerobic	viand-leure broth,37, strict anaerobe
Bacteroides vulgatus	E 1	NCTC 10583	No	blood agar,37, strict anaerobe	blood agar,37, strict anaerobe
Bacteroides fragilis	6869/66	NCTC 10584	No	nutrient agar,37, strict anaerobe	nutrient broth,37, strict anaerobe
Elizabethkingia meningoseptica	422	NCTC 10585	No	nutrient agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Chryseobacterium meningosepticum	3375	NCTC 10586	No	nutrient agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Chryseobacterium meningosepticum	6925	NCTC 10587	No	nutrient agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Elizabethkingia meningoseptica	CDC 8388	NCTC 10588	No	Nutrient agar, 24 hours, 37°C, aerobic	nutrient broth,37, facultative anaerobe
Chryseobacterium meningosepticum	CDC 8707	NCTC 10589	No	nutrient agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Janthinobacterium lividum	Pn 4S	NCTC 10590	No	nutrient agar,30, aerobic	nutrient broth,30, aerobic
Janthinobacterium lividum	Ac 3S	NCTC 10591	No	nutrient agar,30, aerobic	nutrient broth,30, aerobic
Corynebacterium matruchotii	C625	NCTC 10592	No	blood agar,37, aerobic	nutrient broth,37, aerobic
Aquaspirillum serpens	ATCC 12638	NCTC 10593	Yes	spirillum medium,37, aerobic	nutrient broth,37, aerobic
Eikenella corrodens	333/54-55	NCTC 10596	Yes	Columbia blood agar, 48 hours, 37°C, anaerobic	viande-leure broth,37, carbon dioxide required
Kurthia zopfii	Barnes F/64/100	NCTC 10597	Yes	Nutrient agar, 24-48 hours, 30°C, aerobic	nutrient broth,37, facultative anaerobe
Yersinia enterocolitica	Billups 1803-68	NCTC 10598	No	nutrient agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Leclercia adecarboxylata	L 22	NCTC 10599	No	nutrient agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Leclercia adecarboxylata	L 24	NCTC 10600	No	nutrient agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Pantoea agglomerans	L a10	NCTC 10601	No	Nutrient agar, 24 hours, 37°C, aerobic	
Pantoea agglomerans	L b4	NCTC 10602	No	Nutrient agar, 24 hours, 37°C, aerobic	
Pasteurella pneumotropica	9022	NCTC 10603	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Corynebacterium cervicis	9T-phase	NCTC 10604	No	Columbia blood agar, 24-48 hours, 37°C, aerobic	nutrient broth,37, facultative anaerobe
Corynebacterium cervicis	9O-phase	NCTC 10605	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Corynebacterium cervicis	18T-phase	NCTC 10606	No	Columbia blood agar, 48 hours, 37°C, aerobic	nutrient broth,37, aerobic
Corynebacterium cervicis	A 33O-phase	NCTC 10607	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Staphylococcus xylosus	CBCC 1839	NCTC 10608	No	nutrient agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Mannheimia haemolytica	S 10R	NCTC 10609	No	Columbia blood agar, 48 hours, 37°C, aerobic	nutrient broth,37, facultative anaerobe
Mannheimia haemolytica	S 5R	NCTC 10610	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Clostridium perfringens	FH 7857/66 ?	NCTC 10611	No	Columbia blood agar, 24-48 hours, 37°C, anaerobic	blood agar,meat broth,37, strict anaerobe
Clostridium perfringens	FH 10209/66 ?	NCTC 10612	No	Columbia blood agar, 48 hours, 37°C, anaerobic	nutrient broth,37, strict anaerobe
Clostridium perfringens	FH 1544/67 ?	NCTC 10613	No	Fastidious anaerobe agar, 24-48 hours, 37°C, anaerobic	blood agar,37, strict anaerobe
Clostridium perfringens	FH 2063/67 ?	NCTC 10614	No	Columbia blood agar, 24-48 hours, 37°C, anaerobic	nutrient broth,37, strict anaerobe
Neisseria lactamica	A 2894	NCTC 10616	No	chocolate blood agar,37, aerobic	nutrient broth,37, aerobic
Neisseria lactamica	A 7515	NCTC 10617	Yes	Chocolate blood agar, 24-48 hours, 37°C, requires carbon dioxide	nutrient broth,37, aerobic
Neisseria lactamica	A 5906	NCTC 10618	No	Chocolate blood agar, 24 hours, 37°C, requires carbon dioxide	nutrient broth,37, aerobic
Haemophilus haemoglobinophilus	Dog	NCTC 10619	No	Chocolate blood agar, 24-48 hours, 37°C, requires carbon dioxide	nutrient broth,37, facultative anaerobe
Mannheimia haemolytica	E 3779 L	NCTC 10620	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Mannheimia haemolytica	E 3659	NCTC 10621	No	blood agar,37, facultative anaerobe	nutreint broth,37, facultative anaerobe
Mannheimia haemolytica	F 60	NCTC 10622	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Mannheimia haemolytica	B 32 L	NCTC 10623	No	Columbia blood agar, 24 hours, 37°C, aerobic	nutrient broth,37, facultative anaerobe
Mannheimia haemolytica	7H74L	NCTC 10624	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Mannheimia haemolytica	B 11R	NCTC 10625	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Mannheimia haemolytica	D 678	NCTC 10626	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Mannheimia haemolytica	B 926	NCTC 10627	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Mannheimia haemolytica	6H99R	NCTC 10628	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Mannheimia haemolytica	B 38R	NCTC 10629	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Mannheimia haemolytica	B 153	NCTC 10630	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Mannheimia haemolytica	G 37 L	NCTC 10631	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Mannheimia haemolytica	F 86	NCTC 10632	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Mannheimia haemolytica	E3670	NCTC 10633	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Mannheimia haemolytica	B 656	NCTC 10634	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Mannheimia haemolytica	S 1 R	NCTC 10635	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Mannheimia haemolytica	H 21	NCTC 10636	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Mannheimia haemolytica	B 274 C	NCTC 10637	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Mannheimia haemolytica	CL 15	NCTC 10638	No	Columbia blood agar, 24 hours, 37°C, aerobic	nutrient broth,37, facultative anaerobe
Mannheimia haemolytica	C 780	NCTC 10639	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Mannheimia haemolytica	C 30L	NCTC 10640	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Mannheimia haemolytica	E 1698B	NCTC 10641	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Mannheimia haemolytica	M93 L	NCTC 10642	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Mannheimia haemolytica	G 1	NCTC 10643	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Mannheimia haemolytica	CL 11R	NCTC 10644	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Mannheimia haemolytica	B651	NCTC 10645	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Janthinobacterium lividum	Sneath CA (D 286)	NCTC 10646	No	blood agar,22, aerobic	nutrient broth,22, aerobic
Eikenella corrodens	Mu 53-68	NCTC 10647	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Corynebacterium diphtheriae	100062	NCTC 10648	No	nutrient agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Staphylococcus aureus	M	NCTC 10649	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Escherichia coli	Orskov CS 1483	NCTC 10650	No	Nutrient agar, 24 hours, 37°C, aerobic	nutrient broth,37, facultative anaerobe
Streptobacillus moniliformis	9901	NCTC 10651	Yes	nutrient agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Staphylococcus aureus	FDA 196E	NCTC 10652	No	Nutrient agar, 24-48 hours, 37°C, aerobic	nutrient broth,37, facultative anaerobe
Salmonella enterica subsp. enterica serotype Choleraesuis	S 13/66 (G1/1/66, NCIB 10383)	NCTC 10653	No	nutrient agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Staphylococcus aureus	FDA 243	NCTC 10654	No	Nutrient agar, 24-48 hours, 37°C, aerobic	nutrient broth,37, facultative anaerobe
Staphylococcus aureus	137	NCTC 10655	No	Nutrient agar, 24-48 hours, 37°C, aerobic	nutrient broth,37, facultative anaerobe
Staphylococcus aureus	494	NCTC 10656	No	Nutrient agar, 24-48 hours, 37°C, aerobic	nutrient broth,37, facultative anaerobe
Staphylococcus aureus	S 6	NCTC 10657	No	Nutrient agar, 24-48 hours, 37°C, aerobic	nutrient broth,37, facultative anaerobe
Haemophilus haemolyticus	AQ/3273	NCTC 10659	Yes	Chocolate blood agar, 48 hours, 37°C, requires carbon dioxide	nutrient broth,37, facultative anaerobe
Neisseria elongata	M2	NCTC 10660	Yes	Columbia blood agar, 24-48 hours, 37°C, aerobic	nutrient broth,37, facultative anaerobe
Burkholderia cepacia	Hayward 8	NCTC 10661	No	nutrient agar,37, aerobic	nutrient broth,37, aerobic
Pseudomonas aeruginosa	10662	NCTC 10662	No	Nutrient agar, 24-48 hours, 37°C, aerobic	nutrient broth,37, aerobic
Escherichia coli	E 519/66	NCTC 10664	No	Nutrient agar, 24-48 hours, 37°C, aerobic	nutrient broth,37, facultative anaerobe
Haemophilus parainfluenzae	Sims	NCTC 10665	No	chocolate blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Cardiobacterium hominis	SS 1742/1966	NCTC 10666	No	blood agar,37, facultative anaerobe	nutrient broth+serum,37, facultative anaerobe
Gordonia bronchialis	410	NCTC 10667	Yes	Columbia blood agar, 48 hours, 37°C, aerobic	
Gordonia rubropertincta	3605	NCTC 10668	Yes	Nutrient agar, 24-48 hours, 37°C, aerobic	
Gordonia terrae	3612	NCTC 10669	Yes	Chocolate blood agar, 48 hours, 37°C, requires carbon dioxide	
Haemophilus paraphrohaemolyticus	L1	NCTC 10670	Yes	chocolate blood agar (co2),37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Haemophilus paraphrohaemolyticus	L2	NCTC 10671	No	Chocolate blood agar, 48 hours, 37°C, requires carbon dioxide	nutrient broth,37, facultative anaerobe
Haemophilus parainfluenzae	Corinthian	NCTC 10672	No	Chocolate blood agar, 48 hours, 37°C, requires carbon dioxide	nutrient broth,37Â°C, facultative anaerobe
Rhodococcus equi	ATCC 7005	NCTC 10673	Yes	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Vibrio alginolyticus	Sakazaki 5078/62	NCTC 10675	No	nutrient agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Escherichia coli	CDC 2950-54	NCTC 10677	No	nutrient agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Salmonella enterica subsp. enterica serotype Infantis	10679 JT 138 6, 7:r:1, 5	NCTC 10679	No	nutrient agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Corynebacterium diphtheriae	NS 808	NCTC 10681	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Mycobacterium intracellulare	ATCC 15985	NCTC 10682	No	lowenstein-jensen,37, aerobic	glucose broth,37, aerobic
Delftia acidovorans	10683	NCTC 10683	No	nutrient agar,30, facultative anaerobe	nutrient broth,30, facultative anaerobe
Aminobacter aminovorans	E. III. 9. 11. 1.	NCTC 10684	Yes	nutrient agar,37, aerobic	nutrient broth,37, aerobic
Pseudomonas chlororaphis	E. 111. 9. 25. 1.	NCTC 10686	Yes	Columbia blood agar, 24-48 hours, 22°C, aerobic	nutrient broth,37, aerobic
pseudomonas cruciviae	NCIB 9432	NCTC 10687	No	nutrient agar,37, aerobic	nutrient broth,37, aerobic
Pseudomonas fluorescens	NCIB 8376	NCTC 10688	No	nutrient agar,37, aerobic	nutrient broth,37, aerobic
Pseudomonas fragi	NCIB 8542	NCTC 10689	Yes	nutrient agar,30, aerobic	nutrient broth,30, aerobic
pseudomonas lemonnieri	LA	NCTC 10690	No	nutrient agar,30, aerobic	nutrient broth,30, aerobic
pseudomonas nigrifaciens	DB 574	NCTC 10691	No	nutrient agar,22, aerobic	nutrient broth,22, aerobic
Pseudomonas oleovorans	NCIB 6576	NCTC 10692	Yes	Nutrient agar, 24-48 hours, 30°C, aerobic	nutrient broth,22, aerobic
pseudomonas pavonacea	NCIB 9395	NCTC 10693	No	nutrient agar,30, aerobic	nutrient broth,30, aerobic
Shewanella putrefaciens	NCIB 8768	NCTC 10695	No	nutrient agar,30, aerobic	nutrient broth,30, aerobic
Pseudomonas synxantha	NCIB 8178	NCTC 10696	Yes	Nutrient agar, 24 hours, 30°C, aerobic	nutrient broth,30, aerobic
Pseudomonas taetrolens	NCIB 9396	NCTC 10697	Yes	Nutrient agar, 48 hours, 30°C, aerobic	nutrient broth,30, aerobic
Comamonas testosteroni	567201	NCTC 10698	Yes	Nutrient agar, 24-48 hours, 30°C, aerobic	nutrient broth,30, aerobic
Pasteurella mairii	5143/70	NCTC 10699	Yes	Columbia blood agar, 24-48 hours, 37°C, aerobic	nutrient broth,37, facultative anaerobe
Pasteurella mairii	7385/70	NCTC 10700	No		
Pseudomonas aeruginosa	2134	NCTC 10701	No	nutrient agar,37, aerobic	nutrient broth,37, aerobic
Staphylococcus aureus	P 32760 (RS)	NCTC 10702	No	Nutrient agar, 24-48 hours, 37°C, aerobic	nutrient broth,37, facultative anaerobe
Staphylococcus aureus	P 32760 (RR)	NCTC 10703	No	Nutrient agar, 24-48 hours, 37°C, aerobic	nutrient broth,37, facultative anaerobe
Salmonella enterica subsp. enterica serotype Pullorum	JT 1528 (Weybridge 11-F41/1/64)	NCTC 10704	No	nutrient agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Salmonella enterica subsp. enterica serotype Pullorum	JT 1529 (Weybridge 23-F21/4/67)	NCTC 10705	No	Nutrient agar, 24-48 hours, 37°C, aerobic	nutrient broth,37, facultative anaerobe
Salmonella enterica subsp. enterica serotype Pullorum	JT 1530 (Weybridge 4-F60/6/68)	NCTC 10706	No	nutrient agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Streptococcus sp.	Is 57	NCTC 10707	No	Columbia blood agar, 24-48 hours, 37°C, aerobic	nutrient broth,37, facultative anaerobe
Streptococcus constellatus	7331	NCTC 10708	No	Columbia blood agar, 24-48 hours, 37°C, aerobic	
streptococcus milleri	7180	NCTC 10709	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Streptococcus sp.	E - Collier	NCTC 10710	No	Columbia blood agar, 24-48 hours, 37°C, aerobic	nutrient broth,37, facultative anaerobe
Streptococcus sp.	FW 124	NCTC 10711	No	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
streptococcus mitis	FW 75	NCTC 10712	No	Blood agar, 37, facultative anaerobe	nutrient broth, 37, facultative anaerobe
Streptococcus anginosus	F68A	NCTC 10713	Yes	Columbia blood agar, 24-48 hours, 37°C, aerobic	nutrient broth, 37, facultative anaerobe
Streptococcus sp.	F68C	NCTC 10714	No	nutrient agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Saccharomyces cerevisiae	10716 NCYC 87	NCTC 10716	No	nutrient agar, facultative anaerobe	nutrient broth, facultative anaerobe
Suttonella indologenes	van Bijsterveld	NCTC 10717	Yes	Columbia blood agar, 72 hours, 37°C, aerobic	nutrient broth,37, aerobic
Salmonella enterica subsp. salamae serotype Rowbarton	JT 1532 (Le Minor 448)	NCTC 10718	No	Nutrient agar, 24-48 hours, 37°C, aerobic	nutrient broth,37, facultative anaerobe
Clostridium perfringens	CWC1 ?	NCTC 10719	No	Fastidious anaerobe agar, 24-48 hours, 37°C, anaerobic	meat broth,37, strict anaerobe
Clostridium perfringens	CWC15 ?	NCTC 10720	No	Fastidious anaerobe agar, 24-48 hours, 37°C, anaerobic	meat broth,37, strict anaerobe
Thermoactinomyces sacchari	A 978	NCTC 10721	Yes		
Pasteurella multocida	Harvard No 1 Winthrop	NCTC 10722	No		nutrient broth,37, facultative anaerobe
Fusobacterium necrogenes	EBD1/4a	NCTC 10723	Yes	Fastidious anaerobe agar, 48 hours, 37°C, anaerobic	viande-leure broth,37, strict anaerobe
Staphylococcus aureus	11054	NCTC 10724	No	Nutrient agar, 24-48 hours, 37°C, aerobic	nutrient broth,37, facultative anaerobe
Staphylococcus aureus	11055	NCTC 10725	No	nutrient agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Pseudomonas aeruginosa	Morris 3612	NCTC 10726	No	nutrient agar,37, aerobic	nutrient broth,37, aerobic
Pseudomonas aeruginosa	Norman 3613	NCTC 10727	No	Nutrient agar, 24-48 hours, 37°C, aerobic	nutrient broth,37, aerobic
Pseudomonas aeruginosa	Hart 3614	NCTC 10728	No	Nutrient agar, 24-48 hours, 37°C, aerobic	nutrient broth,37, aerobic
Pseudomonas aeruginosa	Molyneux 3615	NCTC 10729	No	nutrient agar,37, aerobic	nutrient broth,37, aerobic
Pseudomonas aeruginosa	Barratt 3616	NCTC 10730	No	Nutrient agar, 24-48 hours, 37°C, aerobic	nutrient broth,37, aerobic
Pseudomonas aeruginosa	Read 3617	NCTC 10731	No	Nutrient agar, 24-48 hours, 37°C, aerobic	nutrient broth,37, aerobic
Vibrio cholerae	384/52	NCTC 10732	No	nutrient agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Vibrio cholerae	586/52	NCTC 10733	No	nutrient agar,30, facultative anaerobe	nutrient broth,30, facultative anaerobe
Burkholderia cepacia	TI	NCTC 10734	No	nutrient agar,37, aerobic	nutrient broth,37, aerobic
Shewanella baltica	63	NCTC 10735	Yes	Nutrient agar, 24-48 hours, 30°C, aerobic	
Shewanella putrefaciens	P-19 X	NCTC 10736	No	Nutrient agar, 24-48 hours, 22°C, aerobic	
Shewanella putrefaciens	I-5	NCTC 10737	No	Nutrient agar, 24 hours, 30°C, aerobic	
Shewanella putrefaciens	136-2	NCTC 10738	No		
Bordetella pertussis	18323	NCTC 10739	Yes	bordet-gengou agar,37, aerobic	nutrient broth,37, aerobic
Proteus vulgaris	O X 19	NCTC 10740	No	nutrient agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Tsukamurella paurometabola	3462	NCTC 10741	No		
Mycobacterium gilvum	SM	NCTC 10742	Yes	Lowenstein-Jensen slopes, 2 - 7 days, 37°C, aerobic	nutrient broth,37, aerobic
